t_us,seq,ax,ay,az,gx,gy,gz,valid,t_imu,t_serial,missed
29415890,2073,-0.9625,-0.2346,0.3082,16.9678,8.4229,-8.4839,1,10660,946,2889
29427427,2074,-0.9644,-0.2067,0.2635,22.7661,-6.1035,-14.7705,1,10607,903,2890
29438996,2075,-0.9293,-0.1998,0.2118,27.5269,-26.3672,-17.5781,1,10626,915,2891
29450641,2076,-0.8961,-0.2157,0.1700,22.9492,-30.1514,-19.0430,1,10652,965,2893
29462283,2077,-0.8950,-0.2229,0.1415,16.2964,-29.6631,-23.4375,1,10656,957,2894
29473847,2078,-0.9187,-0.1915,0.1187,9.6436,-25.7568,-27.2827,1,10604,933,2895
29485498,2079,-0.9465,-0.0574,0.0748,3.7842,-18.1885,-25.1465,1,10663,961,2897
29497050,2080,-0.9921,-0.0964,0.1195,6.0425,-4.5166,-15.7471,1,10611,914,2898
29508579,2081,-0.9850,-0.1652,0.1604,20.2026,19.3481,-3.4790,1,10642,861,2899
29520164,2082,-0.9294,-0.2098,0.1860,17.5781,16.7236,-6.9580,1,10642,916,2900
29531804,2083,-0.8962,-0.2396,0.2133,12.2681,7.8125,-13.2446,1,10708,905,2902
29543404,2084,-0.9083,-0.2441,0.2301,6.5308,-3.8452,-19.7144,1,10645,927,2903
29554946,2085,-0.9684,-0.1824,0.2021,1.1597,-15.9302,-26.7334,1,10653,861,2904
29566586,2086,-0.9783,-0.1444,0.1868,-3.1738,-26.6113,-34.5459,1,10696,916,2906
29578210,2087,-0.9635,-0.1174,0.1777,-8.9111,-41.9922,-43.4570,1,10686,910,2907
29589827,2088,-0.9453,-0.1091,0.1664,-7.8735,-44.6777,-40.7104,1,10629,961,2908
29601395,2089,-0.9453,-0.1091,0.1664,-7.8735,-44.6777,-40.7104,0,10653,889,2910
29605222,2090,-1.0197,-0.1602,0.1332,-3.2349,-43.0298,-35.5225,1,2216,812,2910
29616758,2091,-1.0717,-0.1753,0.1119,0.7324,-39.5508,-31.4941,1,10620,889,2911
29628373,2092,-1.0963,-0.1636,0.0958,-10.8032,-50.3540,-41.8701,1,10642,946,2912
29640003,2093,-1.1025,-0.1451,0.1105,-27.6489,-72.0825,-58.0444,1,10710,863,2913
29651626,2094,-1.1432,-0.1213,0.1499,-44.7998,-100.4028,-73.9746,1,10655,941,2915
29663269,2095,-1.4448,-0.1809,0.2030,-53.4058,-127.8686,-84.3506,1,10670,945,2916
29674897,2096,-1.5203,-0.2686,0.1196,-50.0488,-145.3247,-87.3413,1,10626,975,2917
29686524,2097,-1.4796,-0.3137,0.0135,-40.4663,-149.3530,-83.6792,1,10630,970,2919
29698124,2098,-1.4189,-0.2778,-0.0469,-21.3623,-132.0190,-71.1060,1,10616,956,2920
29709703,2099,-1.4169,-0.1775,-0.0592,-13.5498,-120.2393,-69.3359,1,10601,932,2921
29721282,2100,-1.4470,-0.0624,-0.0562,-7.0190,-109.1309,-68.2373,1,10626,926,2923
29732879,2101,-1.4219,0.1184,-0.0879,-1.8921,-96.1914,-59.3262,1,10625,943,2924
29744445,2102,-1.4315,0.1454,-0.1378,1.7700,-79.2236,-39.6118,1,10640,900,2925
29755939,2103,-1.4869,0.1166,-0.2147,4.6997,-57.4951,-16.4795,1,10623,842,2927
29767581,2104,-1.5186,0.0327,-0.2858,9.5825,-7.8735,23.1323,1,10660,956,2928
29779221,2105,-1.4677,-0.1002,-0.2866,16.9067,14.9536,26.6113,1,10701,910,2929
29790871,2106,-1.3505,-0.1807,-0.2151,23.4985,31.4941,13.4888,1,10655,967,2931
29802491,2107,-0.9907,0.0165,-0.0490,25.6348,35.6445,-4.8218,1,10628,966,2932
29814082,2108,-0.8241,0.1161,-0.0226,26.3672,28.2593,-17.7612,1,10640,922,2933
29825650,2109,-0.7194,0.1609,-0.0306,27.4658,17.9443,-21.8506,1,10625,916,2935
29837261,2110,-0.6550,0.1475,-0.0527,30.3955,16.7847,-5.8594,1,10624,959,2936
29848740,2111,-0.6024,0.0929,-0.0695,29.4189,27.4048,4.6387,1,10631,819,2937
29860388,2112,-0.5598,0.0304,-0.0670,26.5503,39.4897,7.3853,1,10677,914,2939
29871935,2113,-0.4944,-0.0264,0.0005,23.5596,46.8140,3.1738,1,10619,900,2940
29883525,2114,-0.4675,-0.0220,0.0431,21.2402,46.2036,-0.2441,1,10651,912,2941
29895134,2115,-0.4789,-0.0128,0.0649,18.3105,38.2080,1.7700,1,10673,908,2942
29906773,2116,-0.5184,-0.0087,0.0599,12.3901,14.2212,8.7891,1,10678,934,2944
29918417,2117,-0.5541,0.0033,0.0471,11.4746,5.0659,8.4839,1,10691,926,2945
29930039,2118,-0.5889,0.0402,0.0394,11.4746,-0.8545,8.4839,1,10667,928,2946
29941549,2119,-0.6389,0.1350,0.0022,11.9019,-4.0894,10.7422,1,10659,823,2948
29953117,2120,-0.6329,0.1473,-0.0156,11.7187,-5.3101,13.7329,1,10629,912,2949
29964741,2121,-0.5883,0.1138,-0.0192,10.9863,-6.2256,14.0991,1,10669,926,2950
29976366,2122,-0.5049,0.0652,-0.0156,10.5591,-13.5498,6.5308,1,10649,950,2952
29987931,2123,-0.3997,0.0342,-0.0183,11.7187,-18.1274,5.9814,1,10700,836,2953
29999494,2124,-0.2786,0.0200,-0.0261,13.7939,-21.9727,12.6953,1,10617,918,2954
30011121,2125,-0.0475,-0.0089,-0.0090,16.9678,-23.6206,28.3203,1,10678,922,2956
30022735,2126,0.1458,-0.0118,0.0245,19.3481,-23.1934,49.1333,1,10635,951,2957
30034330,2127,0.5233,0.0063,0.0756,17.3950,-23.6206,64.7583,1,10684,883,2958
30045914,2128,1.1110,0.0337,0.1511,18.7988,-24.1699,50.7812,1,10631,925,2960
30057517,2129,1.8831,0.0818,0.1925,34.4849,-9.5825,27.4048,1,10641,934,2961
30069141,2130,2.7015,0.1193,0.1903,49.2554,22.9492,8.9722,1,10685,912,2962
30080680,2131,3.7297,-0.0778,0.4635,51.5137,77.2095,-3.6011,1,10616,894,2964
30092277,2132,3.6195,-0.0559,0.7767,31.2500,151.0010,-26.4893,1,10656,914,2965
30103913,2133,2.0840,0.4287,0.8116,-29.5410,228.2715,-67.7490,1,10670,937,2966
30115545,2134,-1.2383,1.3846,0.7516,-298.0347,-142.2729,239.6850,1,10631,974,2968
30127101,2135,-3.6654,0.5450,-0.3196,-84.7778,-284.4849,433.2275,1,10689,839,2969
30138829,2136,-3.1149,-2.0074,-2.4200,172.1191,-90.0879,284.4849,1,10689,982,2970
30150421,2137,-1.5015,-0.8700,-0.7189,177.5513,206.4209,0.0610,1,10621,944,2972
30162022,2138,0.1031,-0.0254,1.0543,138.2446,450.5615,-114.3799,1,10623,933,2973
30173655,2139,1.7319,0.7633,1.4641,101.9287,547.4854,-59.9976,1,10631,975,2974
30185356,2140,0.8391,1.1816,1.2523,-67.3828,160.8887,49.4385,1,10696,978,2976
30196986,2141,-1.1774,0.4371,1.0372,-82.8247,-75.9277,72.9980,1,10656,946,2977
30208583,2142,-1.8533,-0.5393,0.4825,-46.7529,-185.1806,50.2930,1,10648,921,2978
30220232,2143,-0.9287,-0.5745,-0.3065,-5.6152,-183.2275,-6.1646,1,10640,982,2980
30231873,2144,-0.7938,-0.0785,-0.2524,18.4326,-129.5166,-49.1333,1,10646,967,2981
30243472,2145,-0.9653,0.1826,-0.1431,8.7891,-22.5830,-22.4609,1,10603,967,2982
30255083,2146,-1.1807,0.1356,-0.0483,-7.8735,22.0947,6.8970,1,10629,954,2983
30266667,2147,-1.1915,-0.0131,0.0740,-22.7661,49.9878,25.5127,1,10619,938,2985
30278265,2148,-1.0164,-0.1666,0.2218,-29.4800,48.0957,34.6069,1,10635,935,2986
30289873,2149,-0.7729,-0.4437,0.3486,-25.5127,21.7285,30.8228,1,10615,966,2987
30301467,2150,-0.7861,-0.3794,0.2760,-13.1836,-14.9536,13.4888,1,10623,942,2989
30313090,2151,-0.8777,-0.2302,0.1693,11.2305,-74.4629,-20.8130,1,10620,975,2990
30324759,2152,-0.9834,-0.1078,0.0624,16.6626,-75.6836,-20.0195,1,10711,931,2991
30336326,2153,-1.0233,-0.0792,-0.0087,19.2261,-54.6875,-11.4136,1,10628,910,2993
30347938,2154,-1.0078,-0.1050,-0.0277,18.5547,-23.0713,-4.1504,1,10670,914,2994
30359538,2155,-0.9908,-0.0886,0.0642,14.8315,4.6997,-0.2441,1,10636,937,2995
30371087,2156,-0.9645,-0.1010,0.1534,10.1929,20.3857,4.2114,1,10653,869,2997
30382707,2157,-0.9266,-0.1611,0.2214,3.0518,13.9770,13.4888,1,10642,949,2998
30394339,2158,-0.9247,-0.2169,0.2372,-0.6714,0.8545,8.7891,1,10689,916,2999
30405917,2159,-0.9655,-0.2175,0.2047,-4.5166,-11.2305,-0.3662,1,10641,910,3001
30417485,2160,-0.9983,-0.1781,0.1464,-8.7891,-18.1885,-6.5308,1,10671,869,3002
30429082,2161,-0.9930,-0.1638,0.0096,-13.3057,-18.1274,-6.5918,1,10673,895,3003
30440674,2162,-1.0146,-0.1882,-0.0455,-16.2964,-10.2539,-3.7842,1,10690,875,3005
30452302,2163,-1.0336,-0.2025,-0.0669,-15.7471,24.1699,-4.3945,1,10679,921,3006
30463913,2164,-1.0365,-0.1915,-0.0377,-16.1133,40.9546,-7.0801,1,10672,911,3007
30475528,2165,-1.0365,-0.1915,-0.0377,-16.1133,40.9546,-7.0801,0,10648,939,3009
30480225,2166,-1.0165,-0.1820,0.0848,-17.5171,51.5137,-8.9111,1,2215,919,3009
30491780,2167,-0.9977,-0.2118,0.1450,-17.3950,55.4199,-11.1084,1,10633,894,3010
30503364,2168,-0.9823,-0.2218,0.1993,-14.0991,43.6401,-24.9634,1,10626,931,3011
30514950,2169,-0.9790,-0.1782,0.2292,-17.5781,21.8506,-37.0483,1,10613,944,3012
30526546,2170,-0.9806,-0.1156,0.2346,-22.2778,-12.6343,-49.6826,1,10653,917,3014
30538185,2171,-1.1011,-0.1208,0.3041,-26.2451,-53.4668,-59.0210,1,10632,978,3015
30549800,2172,-1.2224,-0.1558,0.3248,-30.6396,-90.3320,-64.5752,1,10627,961,3016
30561417,2173,-1.2870,-0.1765,0.2583,-26.0010,-116.3940,-77.5757,1,10641,948,3018
30573044,2174,-1.3033,-0.1772,0.1340,-14.7095,-104.0649,-84.1064,1,10629,969,3019
30584699,2175,-1.3604,-0.1836,0.0546,-4.0283,-86.3037,-83.4351,1,10682,947,3020
30596344,2176,-1.4185,-0.2058,0.0358,2.5024,-70.3125,-76.9653,1,10672,946,3022
30607957,2177,-1.3475,-0.1217,0.0444,3.3569,-59.8144,-71.8384,1,10688,897,3023
30619597,2178,-1.2837,0.0181,0.0659,-0.0610,-55.9692,-70.3125,1,10656,955,3024
30631134,2179,-1.3177,0.1646,0.0823,-4.4556,-54.9316,-52.2461,1,10642,867,3026
30642743,2180,-1.4565,0.2554,0.0449,-1.8921,-48.6450,-30.8228,1,10659,923,3027
30654332,2181,-1.6091,0.2191,-0.0580,6.1035,-29.4189,-10.9863,1,10673,887,3028
30665975,2182,-1.6095,-0.0671,-0.2029,13.4888,3.9062,0.7324,1,10660,957,3030
30677503,2183,-1.4736,-0.1721,-0.1256,18.2495,42.6025,3.3569,1,10638,862,3031
30689114,2184,-1.3442,-0.2123,0.0056,22.8882,73.8525,-1.2207,1,10654,928,3032
30700745,2185,-1.2404,-0.1837,0.1156,27.4048,83.9233,-21.2402,1,10692,912,3034
30712402,2186,-1.1201,-0.1237,0.1652,26.9775,69.7021,-30.7617,1,10656,973,3035
30723950,2187,-0.9926,-0.0657,0.1719,25.8789,53.8940,-36.0718,1,10622,897,3036
30735589,2188,-0.8024,0.0198,0.1133,24.5972,42.6636,-36.3159,1,10654,957,3038
30747164,2189,-0.7581,0.0872,0.0792,22.7051,38.2690,-32.8369,1,10631,916,3039
30758791,2190,-0.7789,0.1753,0.0731,18.6157,38.9404,-28.0762,1,10652,948,3040
30770363,2191,-0.8269,0.2188,0.0916,18.1885,43.8232,-22.5220,1,10658,886,3042
30782030,2192,-0.8202,0.1726,0.1034,26.0620,47.4853,-21.0571,1,10649,990,3043
30793569,2193,-0.7568,0.0883,0.1095,33.0811,49.8047,-17.8223,1,10613,898,3044
30805165,2194,-0.6090,0.0034,0.1511,37.3535,47.6685,-12.2681,1,10652,915,3045
30816782,2195,-0.5331,-0.0166,0.1702,39.6118,39.6729,-6.3477,1,10671,918,3047
30828356,2196,-0.4867,-0.0283,0.1826,38.2080,26.3062,-2.8076,1,10640,907,3048
30839979,2197,-0.4840,-0.0134,0.1841,17.4561,-9.2773,-6.7139,1,10693,902,3049
30851569,2198,-0.4996,0.0325,0.1682,3.0518,-26.3062,-11.2915,1,10637,926,3051
30863166,2199,-0.5127,0.0795,0.1342,-6.6528,-38.7573,-12.0850,1,10661,910,3052
30874780,2200,-0.5516,0.0721,0.0734,-8.6670,-44.7998,-4.2114,1,10612,946,3053
30886354,2201,-0.5424,0.0339,0.0422,-8.6670,-44.7998,-4.2114,0,10641,905,3055
30893717,2202,-0.5424,0.0339,0.0422,-8.6670,-44.7998,-4.2114,0,6426,909,3055
30896875,2203,-0.5227,-0.0088,0.0221,5.6152,-39.2456,27.0996,1,2221,909,3055
30908471,2204,-0.5239,-0.0311,0.0341,13.4888,-33.8745,33.5083,1,10660,863,3056
30920123,2205,-0.5114,-0.0134,0.0554,14.7095,-31.6772,12.6343,1,10667,958,3057
30931853,2206,-0.4354,0.0364,0.0447,13.0005,-33.8745,2.5024,1,10708,994,3059
30943430,2207,-0.3298,0.0822,0.0070,13.6719,-35.2783,1.9531,1,10612,939,3060
30955055,2208,-0.2349,0.0972,-0.0233,13.9160,-34.4238,6.8359,1,10645,953,3061
30966620,2209,-0.1862,0.0890,-0.0225,11.0474,-31.3110,9.7046,1,10620,917,3063
30978256,2210,-0.0635,0.0739,-0.0333,7.6904,-27.4658,9.4604,1,10645,962,3064
30989831,2211,0.1663,0.0400,-0.0785,13.6108,-18.7988,23.1323,1,10616,931,3065
31001458,2212,0.5122,-0.0039,-0.1688,18.6157,-9.7046,39.7949,1,10638,962,3067
31013036,2213,0.9314,-0.0276,-0.2577,19.7754,6.4087,52.3682,1,10610,940,3068
31024663,2214,1.8722,-0.1078,-0.2285,16.8457,27.7710,51.2085,1,10640,959,3069
31036273,2215,2.3842,-0.1764,-0.2051,10.3760,47.3633,37.4756,1,10622,960,3071
31047893,2216,2.7709,-0.1508,-0.1910,1.2207,57.8613,25.1465,1,10705,889,3072
31059548,2217,2.6826,-0.0648,-0.0321,-24.7192,82.8247,30.4565,1,10677,949,3073
31071159,2218,1.8807,0.0198,0.4160,-51.6968,126.2817,21.5454,1,10649,935,3075
31082758,2219,0.5989,0.1609,1.0181,-105.2246,158.1421,27.0996,1,10626,946,3076
31094350,2220,-3.5436,1.2944,1.1300,-182.5561,64.6362,194.5801,1,10696,838,3077
31106005,2221,-3.5922,-0.7177,-0.9543,-117.2485,-6.7139,460.5713,1,10648,980,3079
31117535,2222,-2.3829,-2.8864,-2.6038,53.0395,135.8032,485.5346,1,10669,832,3080
31129184,2223,-1.9613,-2.5107,-1.3767,27.0996,607.4219,-55.4199,1,10667,954,3081
31140772,2224,-1.3075,-1.6069,1.0199,-28.2593,717.9565,-133.2397,1,10625,936,3083
31152365,2225,1.0519,-1.1664,2.1034,-116.8823,589.7217,-160.2173,1,10620,945,3084
31164029,2226,2.7084,2.8766,0.8314,-162.1094,222.0459,-212.8296,1,10698,940,3085
31175707,2227,-0.7775,3.0896,1.0219,-59.6313,-233.5815,-122.8638,1,10668,982,3087
31187336,2228,-3.0079,0.1135,0.6716,230.6518,-557.7393,250.3662,1,10649,953,3088
31198964,2229,-2.8287,-2.4807,-0.3293,77.8198,-377.0141,101.7456,1,10622,979,3089
31210594,2230,-1.7720,-1.9888,-1.1643,-68.6646,-125.7324,-86.3647,1,10620,983,3091
31222267,2231,-0.6676,0.4514,-0.4690,-61.5845,87.8296,-122.9248,1,10706,938,3092
31233892,2232,-0.6238,0.4032,0.2964,-2.1973,208.0078,-57.0068,1,10649,949,3093
31245473,2233,-0.7035,0.2020,0.7748,12.8174,232.2388,9.2773,1,10651,904,3095
31257103,2234,-0.7561,-0.0780,0.9541,-26.8555,131.1035,60.4858,1,10649,954,3096
31268692,2235,-0.7299,-0.4238,0.9078,-42.4194,64.2090,47.6074,1,10660,901,3097
31280320,2236,-0.7062,-0.6102,0.7594,-49.0723,7.9956,17.6392,1,10638,964,3099
31291946,2237,-0.8701,-0.3578,0.4662,-45.2270,-30.3345,-12.0239,1,10691,907,3100
31303568,2238,-0.9211,-0.1393,0.3302,-36.8652,-48.7061,-30.4565,1,10655,939,3101
31315151,2239,-0.9086,0.0104,0.2656,-28.3203,-48.7671,-32.7759,1,10660,894,3102
31326750,2240,-0.8796,0.0314,0.2903,-10.8032,-13.9770,1.1597,1,10644,927,3104
31338338,2241,-0.8723,-0.0626,0.3658,-7.8125,5.6763,17.0898,1,10674,885,3105
31349927,2242,-0.8776,-0.1676,0.4590,-6.8359,18.0054,21.0571,1,10660,902,3106
31361546,2243,-0.8044,-0.2090,0.5557,0.6714,18.9819,15.9912,1,10689,903,3108
31373150,2244,-0.8079,-0.2231,0.5204,11.4746,8.1787,7.6904,1,10662,913,3109
31384744,2245,-0.8646,-0.2140,0.4476,15.1978,-6.7139,-1.0986,1,10691,875,3110
31396373,2246,-0.9222,-0.1967,0.3768,-10.0098,-8.0566,-7.0801,1,10664,938,3112
31407917,2247,-0.9453,-0.2084,0.3342,-34.6069,9.7656,-3.3569,1,10665,850,3113
31419456,2248,-0.9407,-0.2089,0.3192,-59.6924,32.8979,0.9766,1,10606,907,3114
31431051,2249,-0.8881,-0.1290,0.3634,-75.8667,55.0537,5.8594,1,10675,893,3116
31442745,2250,-0.8561,-0.1031,0.4044,-80.7495,71.4722,11.2915,1,10721,946,3117
31454362,2251,-0.8390,-0.0956,0.4421,-78.0029,80.3223,16.1743,1,10659,931,3118
31465986,2252,-0.8422,-0.1188,0.4884,-70.8008,87.4634,25.8789,1,10674,923,3120
31477610,2253,-0.8427,-0.1669,0.5527,-78.6133,93.3838,31.4331,1,10679,916,3121
31489235,2254,-0.8315,-0.2061,0.6073,-95.8252,99.4263,35.4004,1,10633,964,3122
31500794,2255,-0.8325,-0.1971,0.6555,-112.6099,102.1118,34.9731,1,10642,889,3124
31512438,2256,-0.8229,-0.1785,0.6664,-121.9482,101.5015,30.1514,1,10665,951,3125
31524026,2257,-0.8093,-0.1913,0.7236,-129.3335,99.6094,23.1323,1,10658,904,3126
31535659,2258,-0.8119,-0.2222,0.8198,-172.1802,107.9712,5.5542,1,10636,969,3128
31547221,2259,-0.8521,-0.2350,0.9001,-205.6885,115.0513,-12.1460,1,10648,887,3129
31558866,2260,-0.9421,-0.2015,0.9409,-228.3325,114.5019,-39.5508,1,10619,971,3130
31570436,2261,-0.7656,0.1096,0.7463,-220.2148,102.8442,-69.8242,1,10636,906,3132
31582098,2262,-0.5404,0.2574,0.6375,-184.5093,83.1299,-87.8296,1,10654,980,3133
31593647,2263,-0.4631,0.2579,0.6251,-150.0244,63.0493,-83.8623,1,10617,904,3134
31605259,2264,-0.5082,0.1554,0.6597,-160.0952,45.5933,-59.7534,1,10641,943,3136
31616855,2265,-0.5826,0.0803,0.6927,-175.2319,54.7485,-63.5986,1,10673,895,3137
31628504,2266,-0.6329,0.0862,0.7240,-171.9971,73.3032,-69.7021,1,10639,983,3138
31640071,2267,-0.5857,0.1566,0.7778,-158.0200,94.4824,-70.6787,1,10621,918,3139
31651688,2268,-0.5059,0.1726,0.7544,-142.1509,109.9853,-66.9556,1,10624,964,3141
31663303,2269,-0.4312,0.2056,0.6998,-121.0327,114.4409,-61.0352,1,10637,951,3142
31674912,2270,-0.4000,0.2322,0.6805,-51.2085,94.3603,-47.2412,1,10604,978,3143
31686538,2271,-0.4257,0.2108,0.7415,-32.1045,83.8623,-38.5132,1,10649,948,3145
31698203,2272,-0.4576,0.1705,0.8207,-41.0156,74.8901,-34.4849,1,10685,952,3146
31709767,2273,-0.5093,0.3049,0.8397,-60.1196,61.7676,-39.4897,1,10647,888,3147
31721431,2274,-0.5271,0.3900,0.7959,-59.6313,46.2646,-45.1660,1,10672,966,3149
31733026,2275,-0.4698,0.3551,0.6746,-32.7759,34.1187,-41.3818,1,10636,930,3150
31744615,2276,-0.3917,0.2532,0.5284,29.7852,11.4746,-23.1323,1,10629,933,3151
31756231,2277,-0.3972,0.2043,0.4603,49.0723,-1.6479,-23.0103,1,10653,936,3153
31767821,2278,-0.5001,0.2368,0.4691,65.4907,-13.1226,-28.3203,1,10642,919,3154
31779400,2279,-0.6487,0.3162,0.4303,87.1582,-22.0947,-35.0952,1,10653,898,3155
31791043,2280,-0.5679,0.3033,0.3645,127.1973,-29.7241,-39.4287,1,10659,958,3157
31802648,2281,-0.5396,0.2947,0.4153,178.1616,-32.0435,-34.4238,1,10644,932,3158
31814240,2282,-0.6843,0.3147,0.5807,184.1431,11.5356,-0.9766,1,10633,932,3159
31825809,2283,-0.8812,0.3074,0.7765,119.2627,58.1665,13.7939,1,10658,883,3161
31837449,2284,-0.9318,0.2418,0.9265,32.3486,111.5112,23.0103,1,10663,949,3162
31849054,2285,-0.5714,0.0696,0.9570,-52.8564,155.4565,23.4985,1,10648,929,3163
31860649,2286,-0.4525,0.0743,0.9746,-121.7041,177.9785,16.1133,1,10623,945,3165
31872263,2287,-0.4333,0.1362,1.0583,-166.3818,180.1147,5.9814,1,10654,932,3166
31883889,2288,-0.3948,0.1644,1.1295,-174.8047,175.5981,-4.3335,1,10626,972,3167
31895420,2289,-0.3143,0.0958,1.1102,-180.9082,177.6733,-14.2212,1,10672,833,3169
31907072,2290,-0.2843,0.0768,1.0709,-220.7641,177.1240,-29.6020,1,10643,951,3170
31918664,2291,-0.2478,0.5546,0.8175,-278.5645,176.3306,-40.8325,1,10664,900,3171
31930243,2292,-0.1570,0.7687,0.6149,-309.0820,169.7998,-42.2974,1,10607,944,3173
31941818,2293,-0.0886,0.7047,0.6278,-267.5781,140.2588,-35.0952,1,10649,898,3174
31953440,2294,-0.0991,0.4852,0.7675,-90.6982,46.4478,-3.1738,1,10662,932,3175
31965012,2295,-0.2054,0.3618,0.8783,-70.1294,25.8789,14.4653,1,10659,886,3176
31976666,2296,-0.3506,0.3853,0.9650,-84.9609,25.0854,19.5923,1,10658,967,3178
31988235,2297,-0.4043,0.4398,0.9958,-106.9336,33.8135,9.3994,1,10671,841,3179
31999818,2298,-0.2917,0.5051,0.8926,-124.8169,40.0391,-8.5449,1,10637,920,3180
32011403,2299,-0.1863,0.5688,0.7661,-126.2207,35.4614,-23.1934,1,10679,877,3182
32023051,2300,-0.1610,0.5753,0.7137,-92.1020,12.8784,-18.3716,1,10678,943,3183
32034687,2301,-0.2064,0.5814,0.7194,-92.8955,13.2446,-12.5732,1,10672,937,3184
32046276,2302,-0.2551,0.6123,0.7229,-104.9194,20.8130,-12.6953,1,10611,950,3186
32057867,2303,-0.2522,0.6880,0.6919,-112.9150,29.4800,-17.7612,1,10668,866,3187
32069483,2304,-0.2300,0.7341,0.6482,-107.4219,33.6304,-27.8320,1,10646,941,3188
32081034,2305,-0.1582,0.6600,0.6301,-83.1299,32.7148,-38.5742,1,10627,897,3190
32092682,2306,-0.0863,0.5374,0.6324,-10.3760,29.4189,-41.6260,1,10658,961,3191
32104276,2307,-0.1050,0.5115,0.6632,5.0049,28.3813,-41.1377,1,10656,912,3192
32115874,2308,-0.1694,0.5685,0.7280,4.8828,32.5317,-41.4429,1,10621,949,3194
32127469,2309,-0.1324,0.6556,0.7694,-1.0986,38.6353,-43.2129,1,10675,892,3195
32139038,2310,-0.1022,0.6564,0.7833,-5.1270,41.2598,-44.8608,1,10621,921,3196
32150652,2311,-0.1011,0.6588,0.7772,-9.5215,39.8560,-43.5791,1,10677,911,3198
32162238,2312,-0.1112,0.6846,0.7299,-14.3433,22.2168,-35.6445,1,10644,913,3199
32173832,2313,-0.1277,0.7328,0.6720,-2.6855,9.2163,-31.4331,1,10670,896,3200
32185455,2314,-0.1323,0.7604,0.6158,20.4468,0.0610,-28.3813,1,10656,939,3202
32197005,2315,-0.1233,0.6550,0.6224,48.5229,-1.6479,-27.4048,1,10652,839,3203
32208643,2316,-0.1108,0.5782,0.7028,69.0308,6.4697,-28.7476,1,10687,924,3204
32220208,2317,-0.0692,0.5486,0.7849,73.5474,23.0713,-31.3110,1,10674,833,3205
32231892,2318,-0.0105,0.5533,0.8334,45.5322,51.8188,-32.9590,1,10695,961,3207
32243482,2319,0.0172,0.4983,0.7960,-14.0991,46.3867,-24.4141,1,10658,904,3208
32255078,2320,-0.0419,0.5045,0.7188,-92.2241,32.5317,-10.1318,1,10629,941,3209
32266680,2321,-0.0299,0.7003,0.7754,-111.0229,31.0059,-0.6104,1,10638,936,3211
32278272,2322,0.0249,0.6517,0.8190,-101.6235,43.6401,8.9722,1,10619,945,3212
32289870,2323,0.0371,0.6908,0.7662,-106.0791,47.4853,17.1509,1,10654,917,3213
32301501,2324,0.0128,0.7518,0.6808,-51.2085,9.0332,11.1694,1,10644,959,3215
32313096,2325,-0.0364,0.7103,0.6678,-20.0806,3.7842,8.3008,1,10657,910,3216
32324673,2326,-0.0803,0.6602,0.7432,-15.8081,19.4702,4.0283,1,10628,923,3217
32336234,2327,-0.0326,0.8018,0.9440,-32.4707,43.2739,0.0610,1,10655,878,3219
32347883,2328,0.0396,0.8495,0.9155,-56.0913,53.6499,0.7324,1,10683,938,3220
32359438,2329,0.0630,0.8002,0.7906,-67.3218,36.3770,5.6152,1,10665,832,3221
32371072,2330,-0.0032,0.6963,0.6355,-52.6123,-18.9209,13.0005,1,10673,933,3223
32382632,2331,-0.1146,0.6281,0.4697,-43.3960,-20.6299,4.4556,1,10672,860,3224
32394300,2332,-0.1895,0.6023,0.3407,-26.8555,-8.3008,-13.8550,1,10691,950,3225
32405851,2333,-0.2058,0.6504,0.3986,-6.6528,14.8315,-36.6211,1,10642,882,3227
32417500,2334,-0.1483,0.6998,0.4817,8.6060,48.4619,-58.2886,1,10677,945,3228
32429098,2335,-0.0375,0.7430,0.5647,36.1328,98.6938,-86.4258,1,10654,917,3229
32440732,2336,0.0524,0.7458,0.6161,56.4575,102.9663,-90.8203,1,10642,963,3231
32452358,2337,0.1211,0.7480,0.6689,73.2422,102.6611,-90.2710,1,10659,941,3232
32463969,2338,0.2385,0.8214,0.7595,80.5664,92.7734,-80.8105,1,10650,932,3233
32475537,2339,0.4562,0.9448,0.8754,81.4209,64.5752,-57.8613,1,10659,882,3235
32487110,2340,0.3340,0.7803,0.8868,82.3364,24.2920,-23.9258,1,10613,932,3236
32498738,2341,0.1176,0.6014,0.8445,55.8472,-10.3149,14.9536,1,10691,909,3237
32510369,2342,0.0077,0.5619,0.7267,41.1987,6.6528,7.5073,1,10634,970,3239
32521918,2343,0.0406,0.6266,0.6415,44.6167,23.4985,-1.5869,1,10658,862,3240
32533546,2344,0.1057,0.6620,0.6731,54.6875,31.3721,-3.9062,1,10653,948,3241
32545107,2345,0.1606,0.5883,0.9075,52.4902,35.6445,-0.9766,1,10648,886,3242
32556717,2346,0.2175,0.5974,0.9962,32.7148,37.9639,6.2256,1,10671,911,3244
32568317,2347,0.2161,0.6121,0.9819,-37.7808,29.6020,32.8979,1,10688,884,3245
32579943,2348,0.1696,0.6384,0.8989,-66.5894,27.9541,42.6636,1,10679,920,3246
32591558,2349,0.1506,0.6871,0.8335,-83.9844,27.3437,49.9268,1,10665,923,3248
32603168,2350,0.1758,0.6700,0.8448,-95.4590,19.8975,54.9927,1,10639,943,3249
32614739,2351,0.1798,0.5854,0.8722,-116.6992,13.1836,57.3730,1,10679,834,3250
