t_us,seq,ax,ay,az,gx,gy,gz,valid,t_imu,t_serial,missed
6634102,79,0.0596,0.0513,1.0068,-0.3662,-0.0610,-0.1221,1,10652,823,326
6645691,80,0.0597,0.0505,1.0087,-0.2441,-0.0610,-0.1221,1,10693,852,328
6657206,81,0.0597,0.0500,1.0089,-0.2441,-0.1221,-0.0610,1,10600,888,329
6668733,82,0.0593,0.0493,1.0084,-0.3052,-0.0610,-0.0610,1,10631,869,330
6680369,83,0.0590,0.0497,1.0078,-0.3052,-0.0610,-0.1221,1,10674,934,332
6691937,84,0.0597,0.0507,1.0068,-0.3052,-0.0610,-0.1221,1,10675,865,333
6703591,85,0.0604,0.0499,1.0055,-0.2441,-0.0610,-0.1831,1,10697,928,334
6715156,86,0.0598,0.0499,1.0055,-0.2441,-0.1221,-0.1831,1,10635,904,335
6726814,87,0.0598,0.0497,1.0076,-0.2441,-0.0610,-0.1831,1,10685,945,337
6738382,88,0.0601,0.0497,1.0089,-0.3052,-0.0610,-0.0610,1,10664,877,338
6750036,89,0.0594,0.0499,1.0079,-0.3052,-0.1221,-0.0610,1,10691,936,339
6761576,90,0.0592,0.0499,1.0068,-0.3052,-0.0610,-0.1221,1,10673,841,341
6773252,91,0.0586,0.0504,1.0055,-0.2441,-0.0610,-0.1221,1,10721,928,342
6784810,92,0.0588,0.0497,1.0057,-0.1831,0.0000,-0.0610,1,10633,870,343
6796342,93,0.0591,0.0498,1.0060,-0.1831,-0.0610,-0.1221,1,10679,825,345
6807976,94,0.0590,0.0509,1.0065,-0.1831,-0.0610,-0.1831,1,10708,898,346
6819571,95,0.0598,0.0510,1.0081,-0.1831,-0.0610,-0.1221,1,10670,898,347
6831244,96,0.0599,0.0502,1.0095,-0.1831,-0.1221,-0.0610,1,10775,870,349
6842887,97,0.0590,0.0479,1.0061,-0.2441,-0.1221,-0.0610,1,10684,932,350
6854449,98,0.0596,0.0488,1.0052,-0.1831,-0.1831,-0.0610,1,10635,871,351
6866098,99,0.0598,0.0502,1.0061,-0.1831,-0.1221,-0.1831,1,10672,948,353
6877657,100,0.0601,0.0507,1.0072,-0.1831,-0.0610,-0.1831,1,10655,876,354
6889309,101,0.0602,0.0502,1.0093,-0.1831,-0.0610,-0.1221,1,10687,939,355
6900870,102,0.0605,0.0486,1.0117,-0.2441,-0.0610,-0.1221,1,10668,864,357
6912521,103,0.0580,0.0494,1.0045,-0.3052,-0.1831,-0.1221,1,10689,933,358
6924085,104,0.0586,0.0498,1.0034,-0.3052,-0.1831,-0.1221,0,10636,874,359
6931413,105,0.0586,0.0498,1.0034,-0.3052,-0.1831,-0.1221,0,6465,834,360
6935228,106,0.0599,0.0499,1.0051,-0.2441,-0.0610,-0.1221,1,2194,749,360
6946837,107,0.0599,0.0503,1.0056,-0.2441,-0.2441,-0.0610,1,10650,933,361
6958377,108,0.0588,0.0500,1.0065,-0.1831,-0.1831,0.0000,1,10663,848,362
6969925,109,0.0585,0.0493,1.0094,-0.1221,0.0000,-0.0610,1,10693,828,363
6981507,110,0.0608,0.0488,1.0120,-0.2441,-0.0610,-0.0610,1,10705,850,365
6992987,111,0.0586,0.0513,1.0037,-0.4272,-0.3052,-0.0610,1,10598,854,366
7004518,112,0.0591,0.0499,1.0039,-0.3052,-0.1221,-0.1221,1,10635,867,367
7016125,113,0.0592,0.0487,1.0083,-0.1831,0.0000,-0.1221,1,10715,848,369
7027616,114,0.0593,0.0497,1.0131,-0.1831,0.0000,-0.1221,1,10641,821,370
7039096,115,0.0602,0.0500,1.0128,-0.3662,-0.1221,-0.1831,1,10626,827,371
7050647,116,0.0590,0.0500,1.0081,-0.3662,-0.1831,-0.1221,1,10661,862,373
7062181,117,0.0602,0.0485,1.0070,-0.2441,0.0000,-0.1221,1,10606,901,374
7073654,118,0.0594,0.0486,1.0050,-0.3662,-0.0610,-0.1221,1,10648,797,375
7085189,119,0.0593,0.0503,1.0056,-0.4272,-0.2441,-0.1221,1,10617,891,376
7096701,120,0.0603,0.0505,1.0120,-0.2441,0.0000,-0.1221,1,10608,876,378
7108256,121,0.0598,0.0496,1.0121,-0.3662,-0.1221,-0.1221,1,10682,846,379
7119867,122,0.0588,0.0493,1.0090,-0.3662,0.0610,-0.1221,1,10714,869,380
7131566,123,0.0598,0.0487,1.0090,-0.4272,0.1221,-0.1221,1,10716,954,382
7143088,124,0.0590,0.0500,1.0043,-0.6104,-0.1221,-0.0610,1,10650,845,383
7154631,125,0.0597,0.0505,1.0062,-0.4883,-0.0610,-0.1221,1,10663,852,384
7166164,126,0.0605,0.0494,1.0098,-0.3052,-0.0610,-0.1221,1,10606,900,386
7177651,127,0.0594,0.0493,1.0082,-0.3662,-0.0610,-0.1221,1,10639,820,387
7189250,128,0.0587,0.0491,1.0092,-0.3052,0.1221,-0.1221,1,10699,872,388
7200838,129,0.0583,0.0490,1.0106,-0.3662,0.0610,-0.0610,1,10707,854,390
7212334,130,0.0583,0.0491,1.0066,-0.4272,0.0000,-0.0610,1,10604,865,391
7223817,131,0.0587,0.0510,1.0005,-0.5493,-0.0610,-0.1221,1,10658,797,392
7235396,132,0.0591,0.0530,1.0012,-0.2441,0.1221,-0.0610,1,10694,858,394
7246930,133,0.0607,0.0521,1.0070,-0.2441,0.0610,0.0000,1,10606,899,395
7258394,134,0.0598,0.0509,1.0066,-0.3662,-0.2441,0.0000,1,10629,808,396
7269819,135,0.0577,0.0497,1.0060,-0.1831,-0.0610,0.0000,1,10613,754,397
7281375,136,0.0599,0.0471,1.0106,-0.2441,0.0610,-0.0610,1,10672,856,399
7292982,137,0.0591,0.0492,1.0062,-0.4883,-0.0610,-0.0610,1,10680,901,400
7304575,138,0.0596,0.0508,1.0035,-0.3052,-0.0610,0.0000,1,10698,867,401
7316014,139,0.0596,0.0511,1.0037,-0.1831,-0.0610,0.0000,1,10686,726,403
7327511,140,0.0601,0.0500,1.0078,-0.1221,0.0610,0.0000,1,10640,828,404
7338960,141,0.0607,0.0490,1.0103,-0.2441,-0.0610,-0.0610,1,10604,819,405
7350612,142,0.0582,0.0510,1.0085,-0.3052,-0.1221,0.0000,1,10675,950,407
7362121,143,0.0599,0.0516,1.0082,-0.3052,0.0000,-0.0610,1,10654,826,408
7373667,144,0.0597,0.0522,1.0049,-0.4272,-0.1221,-0.0610,1,10677,842,409
7385206,145,0.0599,0.0515,1.0039,-0.1831,0.0610,-0.1221,1,10610,900,410
7396710,146,0.0602,0.0499,1.0068,-0.1831,0.0000,-0.0610,1,10619,858,412
7408281,147,0.0591,0.0493,1.0089,-0.2441,-0.0610,-0.0610,1,10684,858,413
7419895,148,0.0596,0.0507,1.0056,-0.3052,-0.0610,-0.0610,1,10714,874,414
7431516,149,0.0598,0.0521,1.0042,-0.4272,-0.0610,-0.1221,1,10699,894,416
7443107,150,0.0605,0.0519,1.0066,-0.3662,0.0000,-0.1831,1,10690,874,417
7454564,151,0.0601,0.0510,1.0067,-0.3052,-0.1221,-0.0610,1,10601,827,418
7466083,152,0.0593,0.0503,1.0066,-0.2441,0.0000,0.0000,1,10657,835,420
7477444,153,0.0598,0.0493,1.0093,-0.3052,0.0000,-0.0610,1,10674,658,421
7489016,154,0.0601,0.0492,1.0074,-0.4272,0.0000,-0.1221,1,10691,853,422
7500547,155,0.0598,0.0497,1.0051,-0.3662,0.0000,-0.1221,1,10711,793,424
7512071,156,0.0598,0.0507,1.0049,-0.3662,0.0000,-0.1221,1,10640,856,425
7523588,157,0.0599,0.0513,1.0071,-0.3052,0.0000,-0.0610,1,10664,825,426
7535135,158,0.0603,0.0504,1.0077,-0.2441,-0.0610,-0.0610,1,10710,809,427
7546694,159,0.0596,0.0493,1.0061,-0.2441,-0.0610,-0.0610,1,10631,901,429
7558178,160,0.0596,0.0490,1.0073,-0.1831,0.0610,0.0000,1,10599,857,430
7569738,161,0.0602,0.0496,1.0071,-0.2441,-0.0610,0.0000,1,10674,859,431
7581255,162,0.0587,0.0507,1.0049,-0.3052,-0.1221,-0.1221,1,10696,792,433
7592814,163,0.0592,0.0505,1.0065,-0.2441,0.0000,-0.1831,1,10630,902,434
7604293,164,0.0598,0.0502,1.0082,-0.1831,0.0000,-0.1831,1,10647,804,435
7615732,165,0.0593,0.0502,1.0072,-0.1831,0.0000,-0.1221,1,10600,810,437
7627278,166,0.0596,0.0503,1.0059,-0.2441,0.0000,-0.0610,1,10662,856,438
7638835,167,0.0603,0.0497,1.0094,-0.2441,0.0610,-0.0610,1,10715,815,439
7650365,168,0.0599,0.0498,1.0082,-0.3052,-0.0610,-0.0610,1,10605,898,441
7661878,169,0.0601,0.0502,1.0060,-0.3662,-0.1221,-0.1221,1,10643,842,442
7673482,170,0.0609,0.0499,1.0067,-0.2441,0.0610,-0.1221,1,10698,879,443
7685101,171,0.0609,0.0496,1.0081,-0.2441,0.0000,-0.0610,1,10690,902,444
7696631,172,0.0602,0.0497,1.0077,-0.3052,-0.0610,-0.0610,1,10689,813,446
7708248,173,0.0598,0.0500,1.0072,-0.3052,-0.0610,-0.1221,1,10729,861,447
7719704,174,0.0596,0.0503,1.0077,-0.3052,-0.0610,-0.0610,1,10597,831,448
7731260,175,0.0596,0.0500,1.0077,-0.3052,0.0000,-0.0610,1,10639,891,450
7742795,176,0.0594,0.0503,1.0071,-0.3052,-0.1221,-0.1221,1,10690,817,451
7754315,177,0.0596,0.0507,1.0072,-0.2441,0.0000,-0.1831,1,10604,888,452
7765787,178,0.0601,0.0503,1.0079,-0.3052,0.0000,-0.1831,1,10643,802,454
7777196,179,0.0594,0.0505,1.0065,-0.3052,-0.1221,-0.1221,1,10598,783,455
7788777,180,0.0598,0.0505,1.0070,-0.3052,-0.0610,-0.1221,1,10689,864,456
7800373,181,0.0596,0.0505,1.0082,-0.3052,-0.0610,-0.1831,1,10702,866,458
7811861,182,0.0591,0.0507,1.0087,-0.3662,-0.0610,-0.1831,1,10601,859,459
7823363,183,0.0587,0.0508,1.0084,-0.3052,-0.0610,-0.0610,1,10633,842,460
7834952,184,0.0588,0.0510,1.0074,-0.2441,0.0000,-0.0610,1,10669,893,461
7846495,185,0.0597,0.0514,1.0077,-0.1831,0.0000,-0.0610,1,10684,832,463
7857940,186,0.0605,0.0500,1.0077,-0.2441,-0.0610,-0.0610,1,10610,807,464
7869543,187,0.0604,0.0498,1.0078,-0.3662,-0.0610,-0.1221,1,10677,898,465
7881118,188,0.0604,0.0498,1.0083,-0.3662,-0.0610,-0.1831,1,10671,875,467
7892735,189,0.0596,0.0503,1.0068,-0.3662,-0.0610,-0.0610,1,10681,909,468
7904345,190,0.0590,0.0504,1.0059,-0.3662,-0.0610,-0.0610,1,10713,870,469
7915836,191,0.0592,0.0500,1.0062,-0.3052,-0.0610,-0.1221,1,10602,861,471
7927363,192,0.0603,0.0507,1.0085,-0.3052,-0.0610,-0.1831,1,10630,869,472
7938890,193,0.0601,0.0504,1.0090,-0.3662,-0.0610,-0.1831,1,10642,859,473
7950398,194,0.0592,0.0498,1.0079,-0.3662,-0.0610,-0.1221,1,10608,871,475
7961896,195,0.0593,0.0503,1.0074,-0.3052,-0.0610,-0.1221,1,10641,829,476
7973448,196,0.0602,0.0515,1.0070,-0.3052,-0.1221,-0.0610,1,10659,867,477
7984910,197,0.0607,0.0516,1.0059,-0.3052,-0.0610,-0.1221,1,10598,835,478
7996455,198,0.0599,0.0497,1.0077,-0.3052,0.0000,-0.1221,1,10658,860,480
8008032,199,0.0593,0.0493,1.0084,-0.3052,0.0000,-0.1221,1,10700,850,481
8019464,200,0.0593,0.0493,1.0071,-0.3052,0.0000,0.0000,1,10595,809,482
8030919,201,0.0593,0.0502,1.0052,-0.3052,-0.0610,-0.1221,1,10659,769,484
8042453,202,0.0597,0.0508,1.0059,-0.3052,-0.0610,-0.1221,1,10640,866,485
8054004,203,0.0602,0.0509,1.0068,-0.3052,-0.0610,-0.1221,1,10665,857,486
8065592,204,0.0601,0.0513,1.0079,-0.3662,0.0000,-0.1831,1,10698,864,488
8076996,205,0.0597,0.0514,1.0085,-0.3662,0.0000,-0.1831,1,10595,781,489
8088561,206,0.0593,0.0513,1.0077,-0.3662,0.0000,-0.1831,1,10706,832,490
8100025,207,0.0593,0.0509,1.0062,-0.3662,-0.0610,-0.1221,1,10606,832,491
8111654,208,0.0599,0.0509,1.0054,-0.3052,-0.0610,-0.0610,1,10668,933,493
8123148,209,0.0596,0.0511,1.0067,-0.2441,0.0000,0.0000,1,10628,838,494
8134558,210,0.0587,0.0508,1.0088,-0.2441,-0.0610,0.0000,1,10674,678,495
8146100,211,0.0580,0.0497,1.0072,-0.3052,-0.0610,-0.0610,1,10659,855,497
8157700,212,0.0591,0.0498,1.0073,-0.3052,-0.0610,-0.1221,1,10752,820,498
8169274,213,0.0601,0.0502,1.0068,-0.3662,0.0000,-0.1221,1,10651,895,499
8180691,214,0.0603,0.0500,1.0067,-0.2441,-0.1221,-0.1221,1,10597,792,501
8192262,215,0.0603,0.0498,1.0077,-0.2441,-0.1221,-0.1221,1,10677,867,502
8203851,216,0.0604,0.0502,1.0078,-0.3052,-0.1221,-0.1221,1,10689,871,503
8215218,217,0.0599,0.0507,1.0067,-0.3052,-0.1221,-0.1221,1,10600,740,504
8226863,218,0.0594,0.0515,1.0067,-0.3052,-0.1221,-0.0610,1,10692,896,506
8238419,219,0.0596,0.0520,1.0079,-0.2441,-0.1221,-0.0610,1,10704,825,507
8249986,220,0.0598,0.0522,1.0085,-0.3052,-0.0610,-0.1221,1,10666,873,508
8261483,221,0.0597,0.0516,1.0076,-0.3052,-0.1221,-0.1221,1,10597,873,510
8273103,222,0.0599,0.0500,1.0068,-0.2441,-0.0610,-0.1221,1,10648,945,511
8284636,223,0.0598,0.0502,1.0079,-0.2441,-0.0610,-0.1221,1,10631,874,512
8296185,224,0.0597,0.0509,1.0081,-0.2441,-0.0610,-0.0610,1,10652,868,514
8307773,225,0.0596,0.0508,1.0078,-0.3052,-0.0610,-0.0610,1,10693,869,515
8319142,226,0.0591,0.0502,1.0084,-0.3052,-0.0610,-0.1831,1,10600,742,516
8330759,227,0.0587,0.0497,1.0088,-0.3052,-0.0610,-0.1831,1,10691,867,518
8342326,228,0.0593,0.0499,1.0084,-0.2441,-0.0610,-0.1221,1,10668,870,519
8353902,229,0.0615,0.0510,1.0078,-0.2441,0.0000,-0.0610,1,10671,878,520
8365330,230,0.0603,0.0500,1.0068,-0.2441,0.0000,-0.0610,0,10598,802,522
8372618,231,0.0603,0.0500,1.0068,-0.2441,0.0000,-0.0610,0,6451,810,522
8375646,232,0.0591,0.0491,1.0063,-0.3052,-0.0610,-0.1831,1,2193,808,522
8387231,233,0.0597,0.0492,1.0072,-0.3052,-0.0610,-0.1831,1,10663,894,523
8398818,234,0.0608,0.0504,1.0081,-0.3052,0.0610,-0.0610,1,10690,871,524
8410407,235,0.0615,0.0509,1.0084,-0.3052,0.0000,-0.0610,1,10672,888,526
8421858,236,0.0608,0.0505,1.0074,-0.3052,0.0000,-0.0610,1,10596,826,527
8433380,237,0.0598,0.0499,1.0062,-0.3052,0.0000,-0.1221,1,10649,847,528
8444959,238,0.0602,0.0505,1.0061,-0.3052,0.0000,-0.1221,1,10696,855,529
8456396,239,0.0599,0.0511,1.0059,-0.3052,-0.0610,-0.0610,1,10599,812,531
8467997,240,0.0594,0.0508,1.0057,-0.2441,0.0000,-0.1221,1,10673,900,532
8479530,241,0.0592,0.0498,1.0061,-0.2441,-0.0610,-0.1221,1,10679,809,533
8491102,242,0.0596,0.0497,1.0071,-0.1831,-0.0610,-0.1221,1,10650,894,535
8502566,243,0.0605,0.0507,1.0076,-0.2441,-0.0610,-0.1221,1,10598,839,536
8514123,244,0.0605,0.0509,1.0070,-0.3052,0.0000,-0.1221,1,10637,893,537
8525637,245,0.0601,0.0503,1.0077,-0.2441,0.0000,-0.1221,1,10665,822,539
8537074,246,0.0596,0.0497,1.0083,-0.2441,-0.0610,-0.1221,1,10608,800,540
8548707,247,0.0602,0.0502,1.0084,-0.3052,0.0000,-0.0610,1,10707,900,541
8560232,248,0.0602,0.0502,1.0084,-0.3052,0.0000,-0.0610,0,10697,800,543
8565221,249,0.0598,0.0507,1.0056,-0.3662,-0.0610,0.0000,1,2205,801,543
8576667,250,0.0592,0.0498,1.0061,-0.2441,-0.0610,-0.0610,1,10603,816,544
8588262,251,0.0598,0.0492,1.0078,-0.2441,-0.0610,-0.1221,1,10719,849,545
8599886,252,0.0596,0.0499,1.0070,-0.2441,-0.0610,-0.1221,1,10705,892,546
8611448,253,0.0588,0.0510,1.0063,-0.1831,0.0610,-0.0610,1,10662,871,548
8623062,254,0.0585,0.0503,1.0088,-0.2441,0.0610,-0.0610,1,10714,872,549
8634668,255,0.0582,0.0497,1.0083,-0.3052,0.0000,-0.0610,1,10681,897,550
8646265,256,0.0586,0.0494,1.0071,-0.2441,-0.1221,-0.1831,1,10719,851,552
8657865,257,0.0594,0.0497,1.0068,-0.1831,-0.1221,-0.1831,1,10700,872,553
8669251,258,0.0605,0.0503,1.0076,-0.1831,-0.1221,-0.1221,1,10604,754,554
8680864,259,0.0607,0.0503,1.0071,-0.2441,-0.1221,-0.1221,1,10690,866,556
8692471,260,0.0596,0.0498,1.0067,-0.2441,-0.1221,-0.1221,1,10717,862,557
8704065,261,0.0598,0.0493,1.0077,-0.2441,-0.1221,-0.1221,1,10665,901,558
8715694,262,0.0596,0.0498,1.0082,-0.2441,-0.1221,-0.1221,1,10729,872,560
8727261,263,0.0594,0.0504,1.0083,-0.3662,-0.0610,-0.1831,1,10640,900,561
8738881,264,0.0594,0.0503,1.0084,-0.3052,-0.0610,-0.1831,1,10713,880,562
8750480,265,0.0597,0.0499,1.0079,-0.3662,-0.0610,-0.1831,1,10671,900,564
8762129,266,0.0596,0.0499,1.0055,-0.3662,-0.0610,-0.1221,1,10744,877,565
8773766,267,0.0593,0.0496,1.0062,-0.3662,-0.0610,-0.0610,1,10707,901,566
8785338,268,0.0598,0.0496,1.0076,-0.3662,0.0000,-0.0610,1,10671,873,568
8796929,269,0.0601,0.0499,1.0081,-0.3662,-0.0610,-0.0610,1,10707,858,569
8808510,270,0.0596,0.0505,1.0076,-0.3052,-0.0610,-0.0610,1,10686,868,570
8820093,271,0.0590,0.0508,1.0077,-0.3052,-0.0610,-0.0610,1,10661,893,571
8831665,272,0.0603,0.0507,1.0074,-0.3662,0.0000,-0.0610,1,10712,834,573
8843200,273,0.0614,0.0499,1.0079,-0.3662,0.0610,-0.1221,1,10601,906,574
8854690,274,0.0605,0.0493,1.0084,-0.3052,0.0610,-0.1221,1,10616,848,575
8866257,275,0.0598,0.0486,1.0082,-0.2441,-0.0610,-0.1221,1,10682,857,577
8877877,276,0.0593,0.0490,1.0081,-0.2441,-0.0610,-0.1221,1,10722,870,578
8889518,277,0.0590,0.0496,1.0082,-0.3052,-0.0610,-0.1221,1,10719,894,579
8901120,278,0.0593,0.0502,1.0066,-0.3662,0.0000,-0.1221,1,10711,863,581
8912692,279,0.0594,0.0507,1.0065,-0.4272,0.0000,-0.1221,1,10693,851,582
8924234,280,0.0591,0.0507,1.0073,-0.4272,0.0000,-0.1831,1,10691,822,583
8935679,281,0.0591,0.0500,1.0084,-0.3052,0.0610,-0.1221,1,10609,810,585
8947275,282,0.0594,0.0491,1.0074,-0.3662,0.0000,-0.1221,1,10706,863,586
8958839,283,0.0593,0.0493,1.0042,-0.3662,-0.0610,-0.1221,1,10710,827,587
8970432,284,0.0597,0.0502,1.0074,-0.3052,-0.0610,-0.1221,1,10664,902,589
8981894,285,0.0601,0.0498,1.0084,-0.2441,-0.0610,-0.1221,1,10599,836,590
8993538,286,0.0604,0.0496,1.0079,-0.3052,-0.1221,-0.1221,1,10665,952,591
9005031,287,0.0603,0.0502,1.0090,-0.3662,0.0000,-0.1831,1,10627,838,592
9016577,288,0.0607,0.0509,1.0096,-0.3662,-0.0610,-0.1831,1,10694,825,594
9028229,289,0.0607,0.0509,1.0088,-0.3662,-0.0610,-0.1221,1,10722,902,595
9039797,290,0.0602,0.0502,1.0079,-0.3662,-0.0610,-0.1221,1,10685,855,596
9051427,291,0.0604,0.0493,1.0099,-0.3052,0.0000,-0.1221,1,10707,894,598
9062988,292,0.0597,0.0488,1.0088,-0.3662,0.0000,-0.1221,1,10694,840,599
9074532,293,0.0582,0.0494,1.0057,-0.4272,0.0000,-0.1221,1,10689,827,600
9085983,294,0.0585,0.0500,1.0061,-0.3662,0.0610,-0.1221,1,10609,814,602
9097546,295,0.0598,0.0504,1.0065,-0.4272,-0.1221,-0.1221,1,10637,899,603
9109165,296,0.0590,0.0508,1.0038,-0.3662,-0.1221,-0.1221,1,10721,870,604
9120711,297,0.0597,0.0503,1.0077,-0.2441,0.0000,-0.1221,1,10663,856,606
9132140,298,0.0596,0.0496,1.0095,-0.2441,0.0000,-0.0610,1,10609,794,607
9143728,299,0.0592,0.0496,1.0071,-0.4272,-0.1221,-0.1221,1,10705,855,608
9155342,300,0.0592,0.0500,1.0050,-0.3052,-0.0610,-0.1831,1,10691,896,610
9166919,301,0.0598,0.0509,1.0062,-0.2441,0.0000,-0.1221,1,10689,859,611
9178483,302,0.0607,0.0503,1.0071,-0.3052,0.0000,-0.1221,1,10707,802,612
9189907,303,0.0598,0.0497,1.0062,-0.3052,-0.0610,-0.0610,1,10602,794,613
9201461,304,0.0596,0.0493,1.0076,-0.3662,0.0000,-0.0610,1,10639,889,615
9212889,305,0.0596,0.0497,1.0074,-0.2441,-0.1221,-0.1221,1,10601,799,616
9224475,306,0.0598,0.0505,1.0067,-0.2441,0.0000,-0.1221,1,10663,895,617
9236015,307,0.0608,0.0507,1.0077,-0.3052,0.0000,-0.1221,1,10711,801,619
9247422,308,0.0607,0.0503,1.0076,-0.3662,-0.0610,-0.0610,1,10602,778,620
9258963,309,0.0593,0.0498,1.0073,-0.3052,-0.0610,-0.0610,1,10629,885,621
9270610,310,0.0593,0.0503,1.0078,-0.3052,-0.0610,-0.0610,1,10746,873,623
9282182,311,0.0594,0.0504,1.0068,-0.4272,-0.0610,-0.1831,1,10658,887,624
9293769,312,0.0596,0.0503,1.0062,-0.3052,-0.0610,-0.1831,1,10710,850,625
9305294,313,0.0593,0.0502,1.0071,-0.2441,-0.0610,-0.1831,1,10600,897,627
9316789,314,0.0597,0.0499,1.0085,-0.2441,-0.0610,-0.0610,1,10623,844,628
9328390,315,0.0598,0.0508,1.0065,-0.2441,-0.1221,-0.0610,1,10682,892,629
9339989,316,0.0594,0.0511,1.0067,-0.1831,-0.0610,-0.0610,1,10674,868,630
9351621,317,0.0597,0.0511,1.0081,-0.1831,0.0000,-0.1221,1,10703,902,632
9363132,318,0.0599,0.0510,1.0090,-0.2441,-0.0610,-0.0610,1,10658,796,633
9374571,319,0.0599,0.0500,1.0089,-0.3052,-0.0610,-0.0610,1,10612,771,634
9386117,320,0.0599,0.0492,1.0077,-0.3662,-0.0610,-0.1221,1,10630,889,636
9397730,321,0.0598,0.0503,1.0066,-0.3662,0.0000,-0.1221,1,10714,872,637
9409237,322,0.0597,0.0504,1.0062,-0.3662,0.0000,-0.0610,1,10654,825,638
9420686,323,0.0588,0.0502,1.0063,-0.3052,-0.0610,-0.0610,1,10621,799,640
9432069,324,0.0587,0.0498,1.0082,-0.2441,-0.0610,-0.1221,1,10601,754,641
9443665,325,0.0597,0.0494,1.0107,-0.3052,0.0000,-0.1221,1,10636,902,642
9455204,326,0.0601,0.0497,1.0095,-0.4272,-0.0610,-0.1221,1,10690,821,643
9466762,327,0.0591,0.0500,1.0035,-0.4272,-0.0610,-0.0610,1,10600,929,645
9478283,328,0.0594,0.0505,1.0065,-0.3052,-0.0610,-0.0610,1,10624,869,646
9489853,329,0.0597,0.0507,1.0098,-0.2441,-0.0610,-0.0610,1,10651,892,647
9501419,330,0.0594,0.0498,1.0104,-0.2441,-0.1221,-0.1831,1,10697,841,649
9513035,331,0.0597,0.0493,1.0088,-0.3052,-0.0610,-0.1831,1,10713,875,650
9524637,332,0.0601,0.0493,1.0082,-0.3662,0.0000,-0.1831,1,10676,899,651
9536194,333,0.0598,0.0497,1.0061,-0.3662,-0.0610,-0.1831,1,10685,844,653
9547835,334,0.0603,0.0499,1.0060,-0.3052,-0.0610,-0.1221,1,10706,908,654
9559460,335,0.0601,0.0500,1.0076,-0.1831,-0.0610,-0.0610,1,10705,891,655
9571053,336,0.0592,0.0502,1.0081,-0.3052,-0.1221,0.0000,1,10701,864,657
9582609,337,0.0587,0.0503,1.0072,-0.3052,-0.0610,0.0610,1,10693,836,658
9594251,338,0.0596,0.0499,1.0070,-0.3052,-0.0610,0.0000,1,10721,865,659
9605808,339,0.0608,0.0505,1.0071,-0.3052,-0.0610,-0.0610,1,10688,841,661
9617401,340,0.0603,0.0508,1.0073,-0.3662,-0.0610,-0.0610,1,10703,862,662
9628808,341,0.0596,0.0504,1.0088,-0.3662,0.0610,-0.0610,1,10594,785,663
9640332,342,0.0596,0.0502,1.0098,-0.4272,0.0000,-0.1221,1,10637,859,665
9651778,343,0.0601,0.0504,1.0081,-0.4272,-0.0610,-0.1221,1,10597,821,666
9663329,344,0.0604,0.0510,1.0052,-0.3662,-0.0610,-0.1221,1,10673,851,667
9674957,345,0.0596,0.0499,1.0071,-0.3052,0.0610,-0.0610,1,10699,872,668
9686583,346,0.0594,0.0500,1.0070,-0.3662,0.0610,-0.0610,1,10710,890,670
9698168,347,0.0597,0.0507,1.0062,-0.4272,0.0000,-0.1221,1,10659,870,671
9709739,348,0.0597,0.0504,1.0067,-0.3662,0.0000,-0.1221,1,10694,850,672
9721327,349,0.0599,0.0498,1.0078,-0.3052,0.0000,-0.1221,1,10705,854,674
9732740,350,0.0604,0.0497,1.0081,-0.3052,0.0000,-0.1221,1,10596,790,675
9744214,351,0.0603,0.0500,1.0070,-0.3662,0.0000,-0.0610,1,10639,807,676
9755677,352,0.0604,0.0502,1.0082,-0.3662,0.0610,0.0000,1,10608,827,678
9767248,353,0.0605,0.0494,1.0082,-0.3052,-0.0610,-0.0610,1,10694,850,679
9778844,354,0.0598,0.0490,1.0062,-0.3052,-0.1221,-0.0610,1,10702,838,680
9790216,355,0.0593,0.0492,1.0056,-0.2441,-0.0610,-0.0610,1,10599,746,681
9801779,356,0.0591,0.0503,1.0061,-0.3052,0.0000,-0.0610,1,10631,874,683
9813201,357,0.0592,0.0509,1.0071,-0.3052,-0.0610,-0.1221,1,10603,792,684
9824759,358,0.0601,0.0493,1.0085,-0.3662,-0.0610,-0.1221,1,10678,852,685
9836356,359,0.0604,0.0487,1.0109,-0.2441,0.0000,-0.1221,1,10701,842,687
9847744,360,0.0602,0.0493,1.0076,-0.3052,0.0000,-0.1221,1,10598,731,688
9859175,361,0.0596,0.0511,1.0016,-0.3052,-0.0610,-0.0610,1,10632,743,689
9870703,362,0.0604,0.0513,1.0057,-0.1831,0.1221,-0.1221,1,10633,868,691
9882318,363,0.0610,0.0498,1.0114,-0.3662,-0.1221,-0.0610,1,10700,888,692
9893925,364,0.0579,0.0505,1.0046,-0.5493,-0.2441,0.0000,1,10706,874,693
9905493,365,0.0599,0.0508,1.0087,-0.4272,0.0000,-0.0610,1,10690,851,695
9917047,366,0.0604,0.0510,1.0093,-0.4272,0.0000,-0.0610,1,10702,824,696
9928460,367,0.0607,0.0511,1.0050,-0.3052,-0.1221,-0.1221,1,10606,779,697
9940025,368,0.0603,0.0503,1.0027,-0.1221,-0.1221,-0.1221,1,10655,882,698
9951491,369,0.0597,0.0492,1.0061,-0.1221,0.0000,-0.0610,1,10605,833,700
9963027,370,0.0601,0.0483,1.0110,-0.3052,0.0000,-0.0610,1,10659,849,701
9974578,371,0.0586,0.0503,1.0034,-0.4272,-0.1831,-0.0610,1,10731,791,702
