t_us,seq,ax,ay,az,gx,gy,gz,valid,work_time_us,missed
29530664, 1165, -0.14, 0.01, 1.02, 133.91, -30.58, -128.05, 1, 14671, 2554
29545771, 1166, -0.14, 0.01, 1.02, 127.69, -36.19, -102.97, 0, 10361, 2556
29556558, 1167, -0.21, -0.56, 0.83, 90.09, -37.90, -65.67, 1, 14732, 2557
29571799, 1168, -0.23, -0.23, 0.90, 76.66, -15.50, -34.48, 1, 14888, 2559
29587112, 1169, -0.17, -0.17, 1.09, 97.41, -8.24, -33.51, 1, 14511, 2561
29601973, 1170, -0.17, -0.24, 1.09, 100.71, -15.08, -34.55, 1, 14602, 2563
29617009, 1171, -0.23, -0.33, 0.98, 96.31, -19.53, -30.46, 1, 14607, 2565
29632126, 1172, -0.22, -0.35, 0.95, 99.67, -15.38, -21.73, 1, 14791, 2567
29647295, 1173, -0.19, -0.35, 0.94, 106.20, -11.41, -21.67, 1, 14637, 2569
29662422, 1174, -0.20, -0.27, 0.99, 129.21, -11.11, -18.98, 1, 14700, 2571
29677639, 1175, -0.19, -0.39, 1.13, 140.32, -25.33, -14.22, 1, 14671, 2573
29692724, 1176, -0.14, -0.63, 1.01, 73.67, -76.66, -14.10, 1, 15215, 2575
29708311, 1177, -0.20, -0.49, 0.95, 24.29, -120.48, -53.71, 1, 14835, 2577
29723547, 1178, -0.46, -0.44, 0.76, 28.99, -123.96, -61.16, 1, 14595, 2579
29738567, 1179, -0.50, -0.43, 0.65, 79.16, -96.68, -60.67, 1, 14765, 2582
29753757, 1180, -0.43, -0.54, 0.69, 104.37, -76.05, -66.16, 1, 14883, 2584
29768983, 1181, -0.39, -0.55, 0.75, 86.67, -61.22, -83.13, 1, 14732, 2586
29784182, 1182, -0.45, -0.54, 0.75, 50.84, -70.74, -88.75, 1, 14831, 2588
29799413, 1183, -0.52, -0.48, 0.75, 17.03, -87.10, -84.78, 1, 15082, 2590
29815016, 1184, -0.57, -0.17, 0.85, 32.96, -81.18, -79.35, 1, 14950, 2592
29830366, 1185, -0.62, 0.03, 0.80, 110.72, -23.74, -98.94, 1, 14677, 2594
29845414, 1186, -0.39, -0.45, 0.59, 162.48, 13.18, -110.60, 1, 14570, 2596
29860397, 1187, -0.39, -0.75, 0.76, 184.45, 3.23, -104.19, 1, 14497, 2598
29875433, 1188, -0.58, -0.60, 0.97, 161.87, -18.80, -106.26, 1, 14694, 2600
29890637, 1189, -0.54, -0.58, 0.91, 116.64, -50.66, -126.10, 1, 14727, 2602
29905742, 1190, -0.60, -0.60, 0.60, 90.09, -56.64, -137.57, 1, 14695, 2604
29920902, 1191, -0.68, -0.53, 0.51, 74.04, -95.09, -150.09, 1, 14883, 2606
29936248, 1192, -0.74, -0.47, 0.60, 76.97, -120.36, -148.56, 1, 14892, 2608
29951481, 1193, -0.77, -0.44, 0.58, 58.35, -143.37, -116.03, 1, 14814, 2610
29966648, 1194, -0.75, -0.49, 0.41, -6.47, -132.32, -75.62, 1, 14798, 2612
29981819, 1195, -0.82, -0.41, 0.32, -51.45, -120.91, -57.56, 1, 14657, 2614
29996847, 1196, -0.87, -0.36, 0.34, -77.33, -115.36, -39.55, 1, 14685, 2616
30011935, 1197, -0.66, -0.17, 0.49, -47.79, -120.12, -38.27, 1, 14728, 2618
30027038, 1198, -0.62, -0.25, 0.44, 69.27, -193.91, -91.43, 1, 14917, 2620
30042328, 1199, -1.05, -0.45, 0.40, 58.72, -209.96, -108.83, 1, 14577, 2622
30057387, 1200, -1.06, -0.33, 0.44, 35.89, -189.70, -127.93, 1, 14722, 2624
30072507, 1201, -0.88, -0.26, 0.37, 42.42, -188.05, -138.43, 1, 14960, 2626
30087874, 1202, -0.77, -0.20, 0.28, 29.54, -165.95, -161.32, 1, 14793, 2628
30103034, 1203, -0.58, 0.01, 0.16, 25.94, -141.66, -157.90, 1, 14754, 2630
30118156, 1204, -0.56, 0.05, 0.14, 64.70, -106.63, -106.57, 1, 14639, 2632
30133198, 1205, -0.73, -0.04, 0.12, 91.37, -102.42, -68.60, 1, 14512, 2634
30148200, 1206, -0.94, -0.10, 0.21, 133.06, -112.06, -33.57, 1, 14717, 2636
30163329, 1207, -0.99, -0.27, 0.49, 119.32, -104.25, -43.21, 1, 14679, 2638
30178370, 1208, -0.89, -0.30, 0.49, -8.48, -61.46, -61.83, 1, 14908, 2640
30193751, 1209, -0.79, -0.09, 0.19, -61.16, -46.51, -58.84, 1, 14821, 2643
30208983, 1210, -0.80, -0.05, 0.06, -56.40, -30.76, -39.55, 1, 14875, 2645
30224323, 1211, -0.89, -0.16, 0.16, -32.90, -39.61, -27.28, 1, 14697, 2647
30239363, 1212, -1.09, -0.27, 0.30, -45.59, -84.84, -20.87, 1, 14802, 2649
30254621, 1213, -1.13, -0.37, 0.32, -156.01, -63.17, -23.62, 1, 14735, 2651
30269796, 1214, -0.98, -0.09, 0.04, -188.96, -48.34, -18.01, 1, 14713, 2653
30284965, 1215, -0.90, -0.00, -0.09, -142.88, -25.63, -7.57, 1, 14921, 2655
30300395, 1216, -0.63, -0.09, -0.11, -89.05, -20.51, -4.21, 1, 14832, 2657
30315711, 1217, -0.65, -0.15, -0.02, -10.13, -35.58, 48.22, 1, 14714, 2659
30330913, 1218, -1.01, -0.17, -0.03, 3.36, -33.14, 94.54, 1, 14862, 2661
30346148, 1219, -1.24, -0.17, -0.11, 30.52, -23.74, 107.12, 1, 14707, 2663
30361226, 1220, -1.29, -0.40, -0.03, 52.25, -25.45, 65.19, 1, 14642, 2665
30376301, 1221, -1.06, -0.40, 0.01, 35.34, -17.09, 0.24, 1, 14929, 2667
30391599, 1222, -0.89, -0.15, -0.15, 25.76, -9.64, -9.89, 1, 15050, 2669
30407041, 1223, -0.93, -0.13, -0.14, 46.39, 4.21, -4.39, 1, 14862, 2671
30422331, 1224, -0.94, -0.19, 0.00, 47.06, 6.71, -1.22, 1, 14502, 2673
30437251, 1225, -0.97, -0.20, -0.00, 20.32, 0.92, 3.72, 1, 14633, 2675
30452224, 1226, -1.05, -0.17, -0.06, 9.83, -2.26, 6.23, 1, 14842, 2677
30467435, 1227, -1.03, -0.14, -0.07, 10.07, -0.12, 11.90, 1, 14687, 2679
30482548, 1228, -0.97, -0.14, -0.09, 13.31, 3.78, 17.64, 1, 14591, 2681
30497513, 1229, -0.98, -0.18, -0.11, 10.80, 14.04, 28.99, 1, 14501, 2683
30512450, 1230, -1.02, -0.25, -0.09, 2.38, 17.94, 30.82, 1, 14497, 2685
30527455, 1231, -1.03, -0.22, -0.09, -16.54, 24.23, 28.56, 1, 14605, 2687
30542606, 1232, -1.02, -0.14, -0.10, 2.20, 40.28, 29.91, 1, 14591, 2689
30557742, 1233, -1.03, -0.12, -0.06, 13.98, 47.85, 33.94, 1, 14563, 2691
30572745, 1234, -1.13, -0.16, 0.01, 23.56, 58.29, 32.10, 1, 14326, 2693
30587441, 1235, -1.23, -0.21, 0.01, 26.86, 64.94, 20.32, 1, 14645, 2695
30602461, 1236, -1.54, -0.32, 0.03, 54.87, 78.06, 0.18, 1, 14547, 2697
30617414, 1237, -1.63, -0.37, 0.10, 69.03, 78.98, -5.98, 1, 14568, 2699
30632503, 1238, -1.61, -0.43, 0.24, 52.12, 68.66, -20.51, 1, 14484, 2701
30647420, 1239, -1.55, -0.45, 0.21, 32.71, 58.65, -27.47, 1, 14871, 2703
30662677, 1240, -1.53, -0.45, 0.17, -0.73, 37.23, -39.55, 1, 14535, 2705
30677679, 1241, -1.35, -0.38, 0.09, -16.97, 23.38, -48.03, 1, 14890, 2707
30693021, 1242, -1.24, -0.30, 0.06, -38.82, -10.44, -61.46, 1, 14771, 2709
30708200, 1243, -1.19, -0.22, 0.09, -32.29, -22.83, -63.29, 1, 14730, 2711
30723318, 1244, -1.15, -0.26, 0.15, -7.45, -26.43, -65.49, 1, 15017, 2713
30738704, 1245, -0.91, -0.26, 0.17, -14.16, -22.40, -61.40, 1, 14736, 2716
30753886, 1246, -0.85, -0.21, 0.08, -31.74, -32.71, -37.54, 1, 14916, 2718
30769139, 1247, -0.86, -0.23, -0.04, -27.65, -44.68, -27.89, 1, 14898, 2720
30784438, 1248, -0.87, -0.23, -0.03, -16.97, -60.12, -33.20, 1, 14847, 2722
30799720, 1249, -0.81, -0.22, 0.11, -19.47, -58.65, -43.52, 1, 14894, 2724
30815051, 1250, -0.68, -0.18, 0.13, -56.09, -45.53, -63.42, 1, 14642, 2726
30830174, 1251, -0.45, 0.04, 0.02, -67.14, -47.30, -62.87, 1, 14608, 2728
30845197, 1252, -0.43, 0.08, -0.02, -24.41, -69.70, -32.10, 1, 14705, 2730
30860338, 1253, -0.51, -0.05, 0.04, -3.23, -74.40, -18.25, 1, 14912, 2732
30875770, 1254, -0.52, -0.11, 0.09, -23.32, -56.52, -22.16, 1, 15086, 2734
30891255, 1255, -0.48, -0.06, 0.11, -47.61, -43.21, -39.92, 1, 14622, 2736
30906247, 1256, -0.28, -0.05, 0.05, -51.33, -44.74, -41.63, 1, 14948, 2738
30921596, 1257, -0.27, -0.00, 0.00, -41.63, -52.98, -13.06, 1, 14865, 2740
30936835, 1258, -0.37, -0.03, 0.05, -26.06, -50.72, 2.38, 1, 14620, 2742
30951893, 1259, -0.35, -0.09, 0.11, -36.13, -17.21, 3.05, 1, 14669, 2744
30966963, 1260, -0.18, -0.09, 0.11, -55.11, -2.08, -0.61, 1, 15144, 2746
30982620, 1261, -0.07, -0.07, 0.05, -55.05, -2.44, 3.97, 1, 14673, 2748
30997670, 1262, 0.42, -0.04, -0.01, -39.00, -3.72, -2.20, 1, 14727, 2750
31012810, 1263, 0.94, 0.03, -0.03, -1.34, 14.89, -50.35, 1, 14540, 2752
31027778, 1264, 2.48, 0.51, -0.03, 35.64, 24.54, -74.10, 1, 14444, 2754
31042679, 1265, 3.34, 0.71, 0.10, 78.86, 86.85, -34.97, 1, 14523, 2756
31057570, 1266, 3.66, 0.41, 0.22, 60.73, 141.97, 61.28, 1, 14349, 2758
31072428, 1267, 2.25, -0.09, 0.23, 190.19, 232.12, 340.39, 1, 14498, 2760
31087361, 1268, -2.62, -2.18, 0.98, 424.62, 210.88, 379.52, 1, 14635, 2762
31102375, 1269, -3.08, -2.98, 1.68, 276.12, -214.05, -353.33, 1, 14555, 2764
31117468, 1270, -0.95, 2.52, -2.26, -599.85, -233.83, -608.46, 1, 14758, 2766
31132653, 1271, -1.18, 2.59, -3.35, -455.63, -194.15, 256.35, 1, 14755, 2768
31147806, 1272, -0.34, -2.03, -0.41, 214.11, -72.08, 471.80, 1, 14873, 2770
31163139, 1273, 1.76, -2.66, 1.65, 482.06, 64.33, -54.14, 1, 14739, 2772
31178285, 1274, -0.54, -0.01, 2.39, 125.00, 83.31, -286.93, 1, 14615, 2774
31193409, 1275, -2.28, 0.78, 0.71, -253.91, -247.31, -144.47, 1, 14581, 2776
31208363, 1276, -1.30, 0.84, -2.53, -155.27, -149.66, 107.60, 1, 14691, 2778
31223471, 1277, -0.94, 0.23, -1.94, 32.23, -3.05, 101.93, 1, 14665, 2780
31238537, 1278, -0.95, -0.68, 0.30, -17.40, 95.21, -22.46, 1, 14663, 2782
31253599, 1279, -0.96, 0.20, 0.39, -70.50, 51.09, -47.30, 1, 14528, 2785
31268523, 1280, -0.85, 0.30, 0.08, -4.27, -14.22, 8.54, 1, 14778, 2786
31283671, 1281, -0.76, -0.18, -0.51, 25.33, -24.05, 43.27, 1, 15058, 2789
31299132, 1282, -1.02, -0.41, -0.63, -11.23, -7.51, 33.26, 1, 15063, 2791
31314579, 1283, -1.14, -0.16, -0.48, -40.28, 23.68, -0.73, 1, 15143, 2793
31330184, 1284, -1.03, 0.04, -0.24, -22.77, 74.89, -20.63, 1, 14803, 2795
31345357, 1285, -0.84, 0.05, -0.01, -1.53, 76.48, -4.03, 1, 15000, 2797
31360903, 1286, -0.81, -0.07, -0.06, 21.55, 51.82, 21.48, 1, 15175, 2799
31376615, 1287, -0.93, -0.25, -0.20, 21.00, 39.37, 20.94, 1, 14703, 2801
31391767, 1288, -1.01, -0.27, -0.26, -2.56, 34.36, 2.38, 1, 14945, 2803
31407126, 1289, -1.02, -0.09, -0.21, 0.12, 60.97, -14.89, 1, 14756, 2805
31422273, 1290, -0.96, 0.01, -0.09, 17.40, 66.71, -10.07, 1, 14655, 2807
31437330, 1291, -0.92, -0.04, 0.02, 24.41, 44.80, 11.41, 1, 14560, 2809
31452313, 1292, -0.96, -0.17, -0.12, 15.75, 32.90, 14.59, 1, 14990, 2811
31467675, 1293, -0.98, -0.18, -0.13, 3.66, 24.41, 7.69, 1, 14759, 2813
31482824, 1294, -0.96, -0.14, -0.06, 0.85, 21.61, 3.72, 1, 14727, 2815
31497950, 1295, -0.96, -0.11, -0.03, -2.08, 10.44, -3.54, 1, 15472, 2817
31513792, 1296, -0.98, -0.05, -0.05, -2.81, 2.75, -2.99, 1, 14783, 2820
31529004, 1297, -0.97, -0.06, -0.05, -2.69, -12.57, 4.64, 1, 14879, 2822
31544312, 1298, -0.94, -0.12, -0.04, -4.09, -19.90, 6.77, 1, 14794, 2824
31559503, 1299, -0.95, -0.15, -0.08, -10.31, -31.74, 6.04, 1, 14761, 2826
31574634, 1300, -0.97, -0.18, -0.16, -15.75, -33.81, 3.91, 1, 15081, 2828
31590177, 1301, -0.98, -0.17, -0.17, -27.65, -27.77, -1.34, 1, 14953, 2830
31605502, 1302, -0.99, -0.10, -0.12, -28.20, -22.09, -3.97, 1, 15020, 2832
31620891, 1303, -0.98, -0.06, -0.09, -15.69, -16.11, -3.23, 1, 15069, 2834
31636377, 1304, -0.93, -0.06, -0.09, 1.77, -21.36, 5.49, 1, 14817, 2836
31651601, 1305, -0.96, -0.14, -0.16, 4.52, -25.15, 6.65, 1, 14733, 2838
31666717, 1306, -0.97, -0.14, -0.21, -1.59, -24.17, 2.62, 1, 14714, 2840
31681917, 1307, -0.98, -0.11, -0.23, -2.69, -18.62, 1.89, 1, 14842, 2842
31697165, 1308, -0.98, -0.11, -0.19, -3.23, -8.30, 2.32, 1, 14712, 2844
31712356, 1309, -0.98, -0.11, -0.19, -4.39, -5.74, 1.59, 0, 10560, 2846
31723321, 1310, -0.99, -0.09, -0.18, -5.74, -3.66, 1.22, 1, 14741, 2847
31738507, 1311, -0.98, -0.09, -0.19, -4.09, 2.81, 4.64, 1, 14805, 2849
31753714, 1312, -0.97, -0.14, -0.18, -1.95, 6.53, 5.98, 1, 14747, 2852
31768848, 1313, -0.97, -0.15, -0.18, -1.53, 12.82, 2.99, 1, 14649, 2854
31783871, 1314, -1.00, -0.14, -0.19, -1.65, 16.48, 0.92, 1, 14798, 2856
31799048, 1315, -1.01, -0.12, -0.17, -1.40, 29.17, -1.22, 1, 14963, 2858
31814412, 1316, -0.99, -0.12, -0.05, -5.74, 38.51, -0.18, 1, 14900, 2860
31829679, 1317, -1.00, -0.14, 0.01, -49.80, 56.95, 7.26, 1, 14691, 2862
31844748, 1318, -1.03, -0.14, -0.07, -102.11, 67.81, 17.52, 1, 14663, 2864
31859850, 1319, -1.09, -0.09, -0.18, -107.36, 71.29, 22.40, 1, 14823, 2866
31875042, 1320, -1.14, -0.09, -0.22, -62.68, 60.06, 28.08, 1, 14819, 2868
31890267, 1321, -1.19, -0.16, -0.24, -16.54, 41.26, 23.56, 1, 14642, 2870
31905300, 1322, -1.21, -0.18, -0.13, 46.94, 29.79, 6.47, 1, 14660, 2872
31920331, 1323, -1.21, -0.16, 0.14, 38.88, 48.16, 1.89, 1, 14499, 2874
31935197, 1324, -1.21, -0.18, 0.18, -4.58, 80.93, 5.00, 1, 14944, 2876
31950538, 1325, -1.33, -0.21, 0.10, -18.49, 77.45, 10.62, 1, 14738, 2878
31965646, 1326, -1.48, -0.21, 0.02, 3.78, 50.78, 30.46, 1, 14769, 2880
31980795, 1327, -1.71, -0.32, -0.06, 3.78, 50.78, 30.46, 0, 10511, 2882
31991829, 1328, -1.67, -0.42, -0.05, 51.76, 23.80, 44.68, 1, 14640, 2883
32006958, 1329, -1.55, -0.46, -0.02, 33.87, 17.94, 9.46, 1, 14623, 2885
32021957, 1330, -1.24, -0.34, 0.00, 17.76, 15.44, -16.72, 1, 14586, 2887
32037086, 1331, -1.13, -0.25, -0.02, 11.23, 8.36, -37.66, 1, 14711, 2889
32052154, 1332, -1.02, -0.18, 0.01, 20.87, 5.49, -31.31, 1, 14513, 2891
32067086, 1333, -1.02, -0.19, 0.05, 26.73, 3.78, -16.36, 1, 14765, 2893
32082394, 1334, -0.97, -0.19, 0.06, 18.92, 4.88, -18.55, 1, 14499, 2895
32097302, 1335, -0.93, -0.17, 0.06, 3.72, 14.83, -36.93, 1, 14547, 2897
32112247, 1336, -0.85, -0.13, 0.16, 1.77, 23.38, -45.17, 1, 14518, 2899
32127135, 1337, -0.75, -0.15, 0.17, -10.38, 26.61, -40.22, 1, 14766, 2901
32142269, 1338, -0.63, -0.10, 0.01, -17.58, 13.12, -27.16, 1, 14522, 2903
32157299, 1339, -0.70, -0.09, -0.02, 14.77, -25.45, 4.88, 1, 14868, 2905
32172508, 1340, -0.79, -0.20, 0.07, 12.15, -40.71, 2.26, 1, 14578, 2907
32187504, 1341, -0.72, -0.16, 0.08, -6.77, -41.99, -14.59, 1, 14909, 2909
