t_us,seq,ax,ay,az,gx,gy,gz,t_imu_us,t_serial_us,missed
16961736,638,0.1025,1.0010,0.1929,120.9717,-77.7588,-12.5732,485,950,0
16966738,639,0.0728,0.9888,0.2236,129.2114,-72.9370,-14.2212,465,944,0
16971736,640,0.0532,0.9595,0.2144,135.9863,-68.1763,-19.5923,470,849,0
16976735,641,0.0732,0.9863,0.2012,139.7095,-66.7725,-24.9634,482,888,0
16981735,642,0.0923,1.0498,0.1934,145.0195,-67.4438,-29.4189,489,910,0
16986736,643,0.1055,1.0591,0.1865,153.8696,-69.2749,-33.2031,475,916,0
16991739,644,0.1182,0.9888,0.2090,160.6445,-71.2280,-35.4004,480,908,0
16996754,645,0.1255,0.9390,0.2524,160.9497,-72.8149,-34.7290,483,877,0
17001739,646,0.1333,0.9185,0.2759,159.8511,-74.4019,-33.2642,486,917,0
17006734,647,0.1353,0.8921,0.2910,159.5459,-75.2563,-32.6538,482,904,0
17011734,648,0.1421,0.8813,0.3188,157.5928,-75.1343,-32.2876,479,938,0
17016741,649,0.1499,0.8721,0.3315,154.7241,-74.9512,-32.5317,464,897,0
17021741,650,0.1333,0.8364,0.3335,151.4282,-75.8667,-31.9214,480,902,0
17026733,651,0.1162,0.8643,0.3403,145.9351,-76.2939,-28.1372,464,973,0
17031737,652,0.1030,0.8828,0.3291,141.1133,-75.2563,-24.5361,476,908,0
17036741,653,0.0903,0.8677,0.3169,135.3760,-75.2563,-23.1934,474,911,0
17041741,654,0.0806,0.8423,0.3130,128.9673,-77.6367,-22.3999,474,910,0
17046737,655,0.0757,0.8408,0.2964,124.0234,-81.1157,-21.1182,472,894,0
17051739,656,0.0615,0.8413,0.2705,122.3144,-84.4726,-21.6675,482,936,0
17056741,657,0.0508,0.8135,0.2725,125.7934,-88.9282,-22.4609,464,963,0
17061742,658,0.0586,0.8208,0.3110,132.2632,-92.5903,-22.8271,491,953,0
17066739,659,0.0640,0.8364,0.3306,140.1978,-93.2617,-24.9634,465,948,0
17071735,660,0.0674,0.8574,0.3271,148.9868,-92.6514,-28.1372,485,947,0
17076736,661,0.0723,0.8613,0.3286,160.4614,-93.0176,-32.7148,463,917,0
17081740,662,0.0806,0.8706,0.3643,170.7764,-94.5434,-38.3301,483,819,0
17086735,663,0.0811,0.8931,0.4238,179.1992,-95.9473,-43.2739,487,910,0
17091737,664,0.0737,0.8970,0.4995,185.4248,-96.5576,-47.9126,477,925,0
17096735,665,0.0854,0.8613,0.5825,186.1572,-95.0928,-52.3071,486,931,0
17101739,666,0.1016,0.8325,0.6514,179.3213,-91.4307,-53.3447,485,930,0
17106733,667,0.1113,0.8325,0.6909,166.5039,-86.1816,-50.9033,487,924,0
17111734,668,0.1084,0.8345,0.6914,151.7944,-80.0781,-46.7529,509,929,0
17116741,669,0.1001,0.8350,0.6621,137.3291,-74.3408,-41.7480,466,913,0
17121734,670,0.1079,0.8096,0.6289,125.1831,-70.9229,-36.3159,483,930,0
17126739,671,0.0825,0.8145,0.5972,113.7085,-71.8384,-30.0293,478,852,0
17131733,672,0.0679,0.8418,0.5625,105.1025,-76.6602,-27.0386,481,940,0
17136736,673,0.0698,0.8530,0.5444,100.9521,-81.8481,-28.1372,469,927,0
17141737,674,0.0708,0.8472,0.5649,99.3652,-85.3271,-30.5176,472,951,0
17146737,675,0.0718,0.8315,0.6108,99.0601,-86.1816,-32.2266,477,941,0
17151734,676,0.0732,0.8086,0.6465,101.0132,-84.5947,-32.6538,477,890,0
17156746,677,0.0737,0.8081,0.6694,105.3467,-82.1533,-33.3862,464,928,0
17161740,678,0.0674,0.8101,0.6733,111.4502,-80.0171,-35.6445,465,954,0
17166741,679,0.0635,0.8286,0.6670,119.2627,-78.4302,-38.8794,491,929,0
17171737,680,0.0645,0.8276,0.6772,128.4180,-77.5757,-43.5181,465,941,0
17176734,681,0.0737,0.7837,0.7261,136.4136,-76.2329,-48.8892,493,912,0
17181739,682,0.0781,0.7471,0.7788,140.0146,-73.7305,-53.7720,470,846,0
17186734,683,0.0615,0.7246,0.7944,140.9912,-70.8618,-56.3354,477,890,0
17191738,684,0.0537,0.7334,0.7891,140.3198,-68.6646,-56.4575,490,894,0
17196735,685,0.0566,0.7524,0.7783,138.1226,-66.6504,-56.5796,473,914,0
17201739,686,0.0562,0.7583,0.7568,135.7422,-65.3687,-57.6782,479,889,0
17206738,687,0.0620,0.7427,0.7363,133.7891,-65.1855,-58.7769,485,889,0
17211740,688,0.0615,0.7300,0.7271,131.2256,-65.9180,-59.5703,491,883,0
17216734,689,0.0552,0.7310,0.7188,128.3569,-67.6270,-59.9976,464,939,0
17221741,690,0.0610,0.7402,0.7188,126.8310,-70.6177,-60.6689,483,970,0
17226734,691,0.0747,0.7363,0.7510,125.3662,-73.4253,-64.2090,464,966,0
17231738,692,0.0659,0.7310,0.8076,120.3613,-75.1343,-69.5190,464,941,0
17236741,693,0.0547,0.7397,0.8696,112.3657,-75.1343,-74.0356,464,904,0
17241734,694,0.0625,0.7441,0.9170,103.6377,-72.7539,-76.7822,465,938,0
17246737,695,0.0737,0.7271,0.9517,94.0552,-68.0542,-77.0264,479,914,0
17251738,696,0.0928,0.6948,0.9688,82.3364,-62.1338,-76.1719,481,909,0
17256738,697,0.0981,0.6641,0.9663,68.6035,-56.2744,-73.8525,482,954,0
17261737,698,0.0913,0.6328,0.9604,55.9692,-52.3682,-70.1904,465,942,0
17266738,699,0.0747,0.6001,0.9458,45.3491,-50.3540,-66.2231,465,916,0
17271739,700,0.0537,0.5737,0.9053,36.6821,-49.3774,-62.6831,492,944,0
17276737,701,0.0356,0.5532,0.8628,30.5786,-49.2554,-60.4858,466,951,0
17281737,702,0.0249,0.5469,0.8311,29.3579,-49.3774,-59.5093,492,953,0
17286739,703,0.0303,0.5469,0.8032,33.2642,-48.8892,-60.4248,483,818,0
17291741,704,0.0376,0.5557,0.7817,41.0767,-47.9126,-62.6831,489,921,0
17296741,705,0.0303,0.5723,0.7700,52.4292,-47.9126,-64.9414,490,903,0
17301737,706,0.0342,0.5786,0.7793,65.3687,-46.9971,-67.6880,477,909,0
17306741,707,0.0361,0.5850,0.8140,76.1108,-46.1426,-69.8242,479,906,0
17311734,708,0.0396,0.5923,0.8564,84.5947,-46.8750,-71.8994,482,912,0
17316734,709,0.0620,0.5757,0.9038,91.4307,-47.7295,-74.4019,491,890,0
17321735,710,0.0752,0.5635,0.9365,95.0317,-49.1333,-77.4536,464,937,0
17326741,711,0.0801,0.5542,0.9438,96.3135,-51.0254,-80.7495,481,916,0
17331736,712,0.0840,0.5469,0.9404,95.8252,-51.7578,-82.6416,464,931,0
17336736,713,0.0840,0.5376,0.9395,94.3603,-52.1240,-82.7637,466,920,0
17341734,714,0.0815,0.5225,0.9287,92.4683,-52.3071,-82.1533,467,976,0
17346742,715,0.0610,0.5020,0.9102,91.3696,-52.6733,-81.2378,472,945,0
17351737,716,0.0498,0.4883,0.8853,90.5762,-54.1382,-80.1392,467,910,0
17356737,717,0.0420,0.4834,0.8574,90.2100,-56.3965,-78.9185,475,908,0
17361734,718,0.0381,0.4917,0.8389,90.5762,-58.7769,-77.6978,474,921,0
17366735,719,0.0444,0.5098,0.8301,93.5669,-60.9131,-77.0264,482,917,0
17371758,720,0.0571,0.5020,0.8379,98.7549,-63.0493,-78.0029,465,929,0
17376735,721,0.0605,0.4834,0.8740,102.1728,-66.2842,-78.7964,465,910,0
17381733,722,0.0254,0.4756,0.9272,103.6987,-70.5566,-78.6743,492,912,0
17386733,723,0.0308,0.4707,0.9683,103.5767,-71.6553,-79.2236,485,916,0
17391734,724,0.0420,0.4707,1.0029,101.3794,-69.3359,-80.1392,463,909,0
17396733,725,0.0527,0.4648,1.0376,97.5342,-64.7583,-80.4443,478,833,0
17401734,726,0.0654,0.4639,1.0635,92.2851,-59.3262,-79.8950,487,841,0
17406736,727,0.0596,0.4658,1.0845,85.6934,-54.6875,-78.9795,485,889,0
17411736,728,0.0405,0.4678,1.0894,76.9653,-50.9033,-78.3081,489,914,0
17416740,729,0.0498,0.4727,1.0728,66.8945,-46.6919,-77.6978,479,907,0
17421738,730,0.0347,0.4741,1.0332,58.4717,-42.2363,-76.7212,478,910,0
17426738,731,0.0288,0.4570,0.9912,52.0630,-36.6211,-75.9888,510,918,0
17431740,732,0.0200,0.4409,0.9653,46.6309,-33.2642,-74.5239,464,933,0
17436739,733,0.0181,0.4258,0.9282,39.3677,-34.4849,-71.4722,482,907,0
17441739,734,0.0215,0.4258,0.9082,38.8794,-36.6821,-71.0449,465,821,0
17446742,735,0.0117,0.4185,0.8984,40.8936,-39.6729,-72.2656,476,927,0
17451735,736,0.0005,0.4180,0.9038,43.8843,-43.0298,-74.7070,476,976,0
17456734,737,0.0073,0.4175,0.9155,46.9360,-44.9219,-77.3315,464,889,0
17461737,738,0.0093,0.4106,0.9214,48.7061,-43.7012,-79.1016,471,914,0
17466736,739,-0.0171,0.4004,0.9194,49.5605,-41.8701,-79.3457,471,909,0
17471740,740,-0.0171,0.3857,0.9121,50.4150,-39.6729,-79.0405,482,920,0
17476741,741,-0.0151,0.3813,0.9146,51.4526,-40.3442,-79.2236,464,934,0
17481740,742,-0.0093,0.3740,0.9302,53.1006,-41.7480,-80.3833,465,950,0
17486741,743,-0.0010,0.3677,0.9663,55.4199,-40.7104,-82.3975,491,907,0
17491740,744,0.0049,0.3726,1.0083,57.9224,-38.6963,-84.0454,464,913,0
17496739,745,0.0000,0.3706,1.0361,61.7676,-36.2549,-85.6934,492,907,0
17501735,746,0.0005,0.3462,1.0474,65.5518,-32.1655,-86.9751,484,793,0
17506737,747,0.0088,0.3486,1.0415,67.9932,-28.1982,-88.2568,487,877,0
17511742,748,0.0186,0.3467,1.0361,70.1904,-25.0854,-91.3086,472,889,0
17516739,749,0.0229,0.3184,1.0420,71.4111,-21.4844,-94.6045,477,901,0
17521735,750,0.0137,0.2783,1.0396,69.6411,-16.9067,-96.3135,487,883,0
17526737,751,0.0186,0.2705,1.0176,63.2324,-13.6108,-96.1914,475,880,0
17531738,752,0.0215,0.2822,0.9941,56.5796,-13.8550,-96.6797,491,893,0
17536742,753,0.0283,0.2993,0.9736,50.5371,-14.7705,-97.3511,464,948,0
17541736,754,0.0322,0.2993,0.9814,47.6685,-18.0054,-98.2056,481,953,0
17546738,755,0.0327,0.2861,1.0117,46.9360,-20.6299,-99.1821,464,902,0
17551737,756,0.0239,0.2715,1.0396,45.7764,-20.6299,-99.1821,474,924,0
17556738,757,0.0156,0.2524,1.0410,44.4336,-18.6768,-98.3887,481,975,0
17561734,758,0.0190,0.2290,1.0454,43.0908,-15.9912,-97.7173,464,932,0
17566736,759,0.0259,0.2207,1.0615,41.3208,-12.6953,-96.6797,473,948,0
17571741,760,0.0449,0.2266,1.0791,40.2222,-9.3994,-95.3979,473,948,0
17576734,761,0.0532,0.2334,1.0820,41.0156,-7.6294,-95.0928,482,918,0
17581739,762,0.0493,0.2437,1.0767,42.4805,-5.6152,-95.9473,464,930,0
17586736,763,0.0557,0.2607,1.0659,44.2505,-2.8687,-97.3511,465,902,0
17591739,764,0.0508,0.2910,1.0610,46.6919,-0.8545,-99.4873,491,927,0
17596739,765,0.0522,0.3096,1.0820,50.0488,3.8452,-101.9287,468,893,0
17601735,766,0.0688,0.3135,1.1089,53.8940,10.5591,-105.0415,492,937,0
17606741,767,0.0708,0.2881,1.1265,58.7158,16.2354,-109.0088,463,814,0
17611737,768,0.0635,0.2246,1.1519,62.9883,21.2402,-111.9385,486,854,0
17616740,769,0.0547,0.1509,1.1870,64.2700,25.5737,-111.6333,475,926,0
17621735,770,0.0488,0.0830,1.2251,61.0962,32.9590,-107.7881,476,917,0
17626741,771,0.0449,0.0508,1.2417,53.7720,42.3584,-101.0742,490,879,0
17631758,772,0.0459,0.0508,1.2280,44.1284,48.8892,-94.5434,491,891,0
17636735,773,0.0635,0.0659,1.1870,34.3018,53.5278,-89.7827,470,890,0
17641741,774,0.0718,0.0928,1.1191,25.6958,56.8848,-86.7920,464,914,0
17646741,775,0.0737,0.1260,1.0542,20.0806,61.0962,-83.8623,476,944,0
17651736,776,0.0796,0.1582,1.0171,17.2119,63.8428,-81.6040,464,902,0
17656737,777,0.0933,0.1914,1.0298,17.0288,62.3779,-81.5430,466,908,0
17661741,778,0.1143,0.2192,1.1016,19.8975,59.9365,-83.9233,465,975,0
17666735,779,0.1450,0.2349,1.2002,24.2920,61.2183,-87.8906,466,937,0
17671735,780,0.1538,0.2246,1.2866,27.4048,67.9321,-91.9189,477,907,0
17676739,781,0.1899,0.2021,1.3340,26.3062,80.8716,-96.5576,464,952,0
17681741,782,0.1860,0.2217,1.3374,14.9536,99.1211,-103.3325,478,932,0
17686739,783,0.1699,0.2734,1.3096,3.2959,113.8916,-104.2480,465,913,0
17691740,784,0.1689,0.2285,1.2603,-6.8359,125.1221,-110.0464,464,944,0
17696736,785,0.1494,0.1035,1.1846,-17.8833,135.9253,-117.6758,464,915,0
17701736,786,0.1328,-0.0298,1.1392,-26.9165,141.4795,-118.2251,465,951,0
17706736,787,0.1367,-0.1289,1.1523,-35.0342,144.6533,-109.5581,481,927,0
17711735,788,0.1484,-0.1484,1.1797,-43.0298,148.7427,-94.9707,463,836,0
17716740,789,0.1758,-0.0762,1.1650,-50.2930,152.4658,-80.7495,481,865,0
17721741,790,0.2026,0.0303,1.0859,-55.1758,153.5034,-71.2891,482,891,0
17726737,791,0.2168,0.1172,0.9990,-55.9692,150.8789,-67.3218,490,879,0
17731741,792,0.2100,0.1870,0.9463,-53.1006,145.3247,-68.2983,481,913,0
17736758,793,0.1968,0.2119,0.9209,-49.6216,143.6768,-70.7397,486,912,0
17741738,794,0.1978,0.2065,0.9146,-46.6919,143.2495,-73.1201,468,912,0
17746736,795,0.2202,0.2041,0.9302,-43.2739,139.4043,-75.0732,464,915,0
17751740,796,0.2593,0.2114,0.9741,-40.0391,135.6201,-76.7822,483,912,0
17756736,797,0.2930,0.1948,1.0327,-39.0015,137.0850,-77.8198,464,896,0
17761735,798,0.3052,0.1655,1.0869,-37.6587,140.0757,-77.8809,475,934,0
17766733,799,0.3262,0.1035,1.1274,-32.9590,142.7612,-79.2847,481,891,0
17771736,800,0.3394,0.0229,1.1548,-30.3345,145.2026,-83.4351,466,932,0
17776740,801,0.3086,-0.0737,1.1724,-30.9448,146.4844,-88.7451,471,869,0
17781735,802,0.2573,-0.2368,1.1904,-31.0669,148.6206,-91.1865,474,901,0
17786735,803,0.2686,-0.3174,1.1709,-32.3486,156.8604,-83.7402,482,907,0
17791749,804,0.3071,-0.2651,1.1357,-28.5034,162.1704,-75.0122,464,939,0
17796737,805,0.3589,-0.1660,1.1299,-18.0054,159.1797,-72.8149,465,923,0
17801737,806,0.4497,-0.0278,1.1655,-7.4463,156.6772,-76.8433,492,934,0
17806742,807,0.5190,0.0366,1.2036,-0.3052,157.3486,-87.0361,482,933,0
17811736,808,0.5151,0.0098,1.1978,-1.4038,156.9214,-98.8769,493,899,0
17816736,809,0.4834,-0.0083,1.1533,-10.7422,156.5552,-102.7222,473,852,0
17821739,810,0.4712,0.0117,1.1226,-22.5830,155.7007,-98.3276,484,900,0
17826735,811,0.4785,0.0464,1.1270,-31.6162,153.1982,-91.6748,489,888,0
17831733,812,0.4829,0.0757,1.1514,-35.0952,150.6958,-87.2803,478,895,0
17836736,813,0.4985,0.0601,1.1719,-33.6304,151.1230,-85.9985,470,933,0
17841736,814,0.5376,0.0132,1.1812,-32.8369,155.0293,-84.4726,490,882,0
17846736,815,0.5688,-0.0293,1.1763,-37.1704,158.8745,-80.1392,508,914,0
17851735,816,0.5488,-0.0361,1.1470,-44.6777,159.4849,-72.5708,464,907,0
17856734,817,0.5435,-0.0303,1.0923,-49.8657,161.5600,-64.5752,483,911,0
17861738,818,0.5664,0.0015,1.0415,-53.7720,166.3208,-58.0444,477,830,0
17866736,819,0.5791,-0.0010,1.0254,-53.2227,167.1142,-55.4199,479,947,0
17871739,820,0.5781,-0.0342,1.0342,-50.1099,167.6636,-54.5654,481,913,0
17876733,821,0.5640,-0.0215,1.0425,-46.6309,169.3115,-51.8799,464,921,0
17881735,822,0.5518,0.0225,1.0205,-42.9077,172.3633,-48.7671,470,941,0
17886734,823,0.5454,0.0581,0.9727,-40.1611,176.2695,-46.5088,467,931,0
17891735,824,0.5381,0.1099,0.9141,-39.8560,179.4433,-45.6543,482,937,0
17896757,825,0.5264,0.1455,0.8594,-39.9780,180.7861,-45.5933,465,944,0
17901737,826,0.5171,0.1201,0.8081,-40.0391,178.8940,-44.8608,464,923,0
17906741,827,0.5181,0.0479,0.7661,-40.0391,173.0957,-41.8701,492,940,0
17911733,828,0.5059,-0.0430,0.7461,-40.8936,166.2598,-37.7808,464,908,0
17916735,829,0.4995,-0.0903,0.7544,-44.7388,161.0718,-32.7759,493,936,0
17921734,830,0.5112,-0.0654,0.7974,-49.8047,155.6396,-28.0151,475,917,0
17926735,831,0.5503,-0.0562,0.8584,-52.4902,149.8413,-25.8179,484,901,0
17931734,832,0.5991,-0.0435,0.9160,-55.7251,145.9351,-22.8271,491,917,0
17936739,833,0.6553,0.0249,0.9541,-60.4858,144.2261,-18.1274,476,918,0
17941737,834,0.7075,0.0776,1.0005,-62.6221,146.0571,-14.4043,473,944,0
17946741,835,0.7168,0.0625,1.0444,-62.8052,150.3906,-14.8315,482,883,0
17951739,836,0.6782,0.0439,1.0571,-64.4531,156.1890,-15.9912,504,886,0
17956741,837,0.6206,0.0708,0.9922,-67.9321,161.3159,-15.3198,464,920,0
17961737,838,0.5571,0.1084,0.8584,-72.7539,164.1235,-14.5264,483,922,0
17966733,839,0.4951,0.1162,0.6982,-78.1860,164.6118,-15.0757,464,913,0
17971742,840,0.4741,0.1157,0.5459,-82.5195,163.6963,-15.8691,464,954,0
17976735,841,0.4688,0.1201,0.4204,-83.8623,159.0576,-15.6860,477,963,0
17981741,842,0.4805,0.1016,0.3442,-81.2988,152.0996,-15.4419,464,970,0
17986740,843,0.5391,0.0527,0.3062,-73.7915,146.0571,-14.0991,464,917,0
17991738,844,0.6157,-0.0034,0.3037,-64.0869,141.1133,-11.2305,465,893,0
17996734,845,0.6685,-0.0063,0.3423,-55.7251,134.2773,-8.2397,482,892,0
18001737,846,0.7212,0.0742,0.3872,-47.6685,127.5635,-6.2866,464,929,0
18006761,847,0.7837,0.1616,0.4155,-38.0249,122.1313,-6.0425,465,939,0
18011734,848,0.8330,0.2041,0.4653,-31.9824,118.8965,-6.8359,465,906,0
18016733,849,0.8354,0.2036,0.5532,-30.5176,117.8589,-9.7656,464,916,0
18021739,850,0.8071,0.1514,0.6372,-30.3345,120.6055,-13.5498,492,912,0
18026735,851,0.7661,0.1431,0.6709,-32.3486,125.2441,-15.5640,463,840,0
18031737,852,0.7349,0.1875,0.6548,-34.0576,130.1880,-17.6392,475,917,0
18036739,853,0.7354,0.2222,0.5786,-32.4097,135.8643,-21.3623,482,903,0
18041735,854,0.7456,0.2495,0.4561,-30.6396,140.3198,-25.2686,480,915,0
18046738,855,0.7417,0.2598,0.3423,-31.0669,141.3574,-30.0903,490,922,0
18051735,856,0.7627,0.2246,0.2534,-30.9448,139.7095,-35.2173,475,913,0
18056734,857,0.8081,0.1860,0.1733,-29.1138,134.5825,-39.8560,487,886,0
18061734,858,0.8350,0.1934,0.1094,-25.2075,123.4131,-43.7012,464,917,0
18066735,859,0.8599,0.2236,0.1060,-19.1040,109.9243,-46.4478,483,946,0
18071736,860,0.8936,0.2363,0.1455,-10.5591,98.3276,-47.9736,464,832,0
18076742,861,0.9131,0.2222,0.1870,-2.4414,89.4775,-49.1333,479,871,0
18081737,862,0.8633,0.1851,0.2573,1.5259,87.1582,-49.4995,479,975,0
18086739,863,0.7993,0.1172,0.3765,-2.5635,112.6099,-46.6919,466,892,0
18091733,864,0.8755,0.0229,0.4644,-11.9019,145.8130,-41.3208,469,925,0
18096734,865,1.0010,0.0166,0.4453,-18.7988,148.6816,-37.4146,480,896,0
18101735,866,1.0322,0.0552,0.3892,-20.9351,132.0190,-36.5601,483,889,0
18106739,867,0.9771,0.0645,0.3887,-20.8740,119.4458,-38.1470,465,901,0
18111734,868,0.9380,0.0684,0.4321,-18.1274,114.1968,-39.6729,465,912,0
18116733,869,0.9526,0.0698,0.4282,-11.8408,106.2012,-38.5742,465,915,0
18121738,870,0.9536,0.0703,0.3950,-10.1318,108.8867,-35.7666,464,952,0
18126737,871,0.9561,0.0503,0.3491,-11.9629,120.1172,-37.8418,493,924,0
18131733,872,1.0010,0.0259,0.2847,-12.8784,125.6714,-38.8794,471,808,0
18136738,873,1.0430,0.0342,0.2539,-15.2588,122.4976,-36.4380,485,848,0
18141737,874,1.0039,0.0557,0.2520,-16.5405,117.8589,-32.8979,476,922,0
18146736,875,0.9541,0.0635,0.2202,-15.6860,113.2812,-31.3110,487,884,0
18151741,876,0.9551,0.0767,0.1338,-15.5029,108.9477,-31.6772,473,923,0
18156737,877,0.9653,0.1196,0.0649,-17.0288,106.1401,-33.4473,477,895,0
18161738,878,0.9795,0.1514,0.0698,-15.5029,103.5156,-36.4380,505,914,0
18166736,879,0.9932,0.1768,0.1411,-10.5591,100.8301,-39.5508,464,918,0
18171740,880,1.0151,0.1807,0.2690,-3.6011,99.9145,-43.6401,482,923,0
18176739,881,1.0186,0.1685,0.3804,5.1270,101.7456,-48.5229,464,824,0
18181738,882,1.0195,0.1934,0.4116,12.1460,106.0791,-53.8330,464,944,0
18186736,883,1.0337,0.2202,0.3823,16.3574,112.4268,-60.6079,466,997,0
18191734,884,1.0176,0.2051,0.3164,18.1274,118.2861,-67.0776,471,940,0
18196737,885,1.0029,0.1533,0.2109,16.7236,121.8262,-72.2656,478,867,0
18201741,886,1.0010,0.0752,0.0889,13.1226,120.9717,-75.5615,476,900,0
18206735,887,1.0039,0.0039,0.0117,6.6528,115.6616,-75.3174,483,920,0
18211737,888,0.9829,-0.0405,0.0171,-0.7935,108.3984,-70.3125,464,928,0
18216734,889,0.9761,-0.0664,0.0576,-4.3945,102.4780,-64.2700,464,893,0
18221737,890,1.0010,-0.0801,0.0679,-4.3945,98.9380,-60.4248,491,901,0
18226740,891,1.0039,-0.0903,0.0576,-3.1128,95.6421,-57.8613,465,892,0
18231735,892,0.9956,-0.1011,0.0645,-1.4648,92.8345,-55.1147,493,929,0
18236741,893,0.9814,-0.0879,0.0864,-0.7935,92.5903,-52.3071,475,847,0
18241733,894,0.9814,-0.0562,0.1021,-0.2441,93.5669,-49.5605,479,823,0
18246740,895,0.9951,-0.0444,0.1157,2.8076,94.2993,-47.6685,489,899,0
18251740,896,1.0068,-0.0303,0.1465,7.2021,95.3979,-46.8140,470,912,0
18256733,897,1.0366,-0.0234,0.1636,13.0615,97.5342,-47.9126,480,922,0
18261734,898,1.0713,-0.0225,0.1426,18.8599,99.7925,-49.5605,471,921,0
18266740,899,0.9873,-0.0039,0.1074,22.0947,99.9756,-48.7671,509,910,0
18271740,900,0.9380,0.0137,0.0645,21.8506,100.2197,-50.4150,464,945,0
18276737,901,0.9746,0.0337,0.0166,20.8740,100.0976,-52.3071,482,942,0
18281738,902,0.9956,0.0381,-0.0117,20.4468,98.0835,-52.9785,471,940,0
18286738,903,0.9795,0.0186,-0.0195,18.7378,95.4590,-53.4668,478,941,0
18291738,904,0.9575,0.0093,-0.0376,15.6860,93.5059,-53.5278,464,927,0
18296736,905,0.9468,-0.0034,-0.0679,13.9160,91.0644,-53.4668,467,906,0
18301737,906,0.9399,-0.0166,-0.0967,13.9160,87.1582,-53.7720,476,943,0
18306737,907,0.9404,-0.0586,-0.1313,19.0430,78.4302,-55.7251,477,932,0
18311733,908,0.9551,-0.1030,-0.1367,24.2310,75.1953,-57.0679,482,913,0
18316746,909,0.9448,-0.1372,-0.1348,28.6865,71.0449,-56.2744,465,913,0
18321739,910,0.9326,-0.1313,-0.1382,31.0669,66.5894,-54.5654,465,954,0
18326734,911,0.9351,-0.1040,-0.1304,32.9590,63.2324,-52.4902,492,920,0
18331737,912,0.9307,-0.0762,-0.1094,35.7666,60.9741,-51.2695,477,942,0
18336741,913,0.9355,-0.0405,-0.0718,39.7949,59.7534,-52.4292,492,912,0
18341739,914,0.9468,-0.0415,-0.0293,45.6543,60.1196,-55.1147,489,943,0
18346741,915,0.9399,-0.0781,-0.0088,49.8047,62.1338,-57.4951,490,827,0
18351733,916,0.9224,-0.1104,-0.0337,48.0957,65.0635,-58.8989,473,918,0
18356733,917,0.9058,-0.1104,-0.1201,42.3584,67.5659,-58.5327,488,912,0
18361742,918,0.9409,-0.1167,-0.2329,36.4990,67.3828,-57.4951,475,889,0
18366741,919,0.8892,-0.1348,-0.3062,31.9214,62.0728,-55.3589,473,917,0
18371738,920,0.8521,-0.1748,-0.3413,29.8462,53.1006,-54.3213,509,917,0
18376740,921,0.8794,-0.1992,-0.3745,29.0527,45.2881,-53.8330,465,918,0
18381735,922,0.8896,-0.2075,-0.3955,28.9917,38.6353,-51.3916,482,923,0
18386740,923,0.8784,-0.2192,-0.3931,29.6631,30.6396,-49.3164,478,937,0
18391736,924,0.8774,-0.2437,-0.3711,30.6396,22.1558,-47.1802,476,952,0
18396741,925,0.8779,-0.2632,-0.3647,31.1890,15.7471,-42.8467,481,998,0
18401739,926,0.8682,-0.2881,-0.3667,30.5176,11.5967,-39.0015,479,920,0
18406737,927,0.8584,-0.3042,-0.3804,29.5410,7.5073,-35.0952,466,857,0
18411736,928,0.8594,-0.2920,-0.4062,29.7241,2.8687,-29.5410,465,905,0
18416734,929,0.8486,-0.2559,-0.4185,31.9824,-0.3662,-25.6958,483,914,0
18421736,930,0.8599,-0.2368,-0.3960,39.1235,-5.0049,-23.4985,465,908,0
18426741,931,0.8677,-0.2373,-0.3306,46.6919,-8.9722,-22.8882,464,930,0
18431737,932,0.8667,-0.2310,-0.2607,52.6123,-8.9722,-23.8647,465,903,0
18436738,933,0.8721,-0.2090,-0.2354,57.2510,-6.7749,-24.5361,465,935,0
18441736,934,0.8882,-0.1782,-0.2495,57.5561,-3.5400,-24.2920,492,932,0
18446739,935,0.8936,-0.1660,-0.2612,54.1992,-1.2207,-23.6206,465,837,0
18451733,936,0.8936,-0.1670,-0.2793,49.0112,-0.8545,-22.3999,490,804,0
18456737,937,0.8984,-0.1626,-0.3096,42.1753,-1.8311,-20.4468,482,903,0
18461734,938,0.8989,-0.1543,-0.3501,35.3394,-3.6011,-20.0195,485,869,0
18466733,939,0.8940,-0.1636,-0.3887,30.7007,-6.0425,-20.6909,490,883,0
18471757,940,0.8853,-0.1880,-0.4175,28.1372,-8.7891,-21.1182,477,894,0
18476739,941,0.8872,-0.2012,-0.4390,27.5269,-12.1460,-21.8506,471,902,0
18481740,942,0.8794,-0.2095,-0.4556,29.7852,-16.4185,-22.6440,510,918,0
18486739,943,0.8521,-0.1987,-0.4780,35.5225,-23.4985,-22.7661,468,911,0
18491736,944,0.8901,-0.1851,-0.4878,44.9219,-32.5928,-22.1558,483,937,0
18496741,945,0.9521,-0.1821,-0.4307,51.8188,-40.4663,-24.6582,475,902,0
18501735,946,0.9468,-0.1855,-0.3164,57.4951,-45.8374,-26.3672,474,956,0
18506734,947,0.9233,-0.1973,-0.2202,60.8520,-46.8750,-26.0010,481,999,0
18511735,948,0.9243,-0.2046,-0.1689,60.2417,-44.1284,-25.1465,464,908,0
18516734,949,0.9355,-0.1978,-0.1465,56.4575,-40.0391,-23.9258,466,943,0
18521734,950,0.9390,-0.1836,-0.1499,52.4902,-36.3770,-22.8882,466,924,0
18526735,951,0.9419,-0.1826,-0.1768,48.7671,-33.7524,-22.2168,483,928,0
18531738,952,0.9438,-0.1626,-0.2017,45.0439,-33.2031,-21.3623,464,946,0
