Sequence,X_Position_m,Y_Position_m,Missed_Ticks
0,0.0,0.0,0
55,0.128,-1.519,110
56,-0.378,-0.851,110
57,-1.388,-1.541,110
58,-2.23,-2.03,110
59,-3.213,-2.395,110
60,-4.037,-2.738,110
61,-4.357,-2.937,110
62,-3.725,-3.714,110
63,-3.493,-3.941,110
64,-2.485,-3.598,110
65,-1.557,-3.372,110
66,-0.645,-3.215,110
67,-0.062,-3.017,110
68,1.246,-2.856,110
