t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
226396306,34558,-0.0337,-0.0464,1.0215,0.3052,0.1221,-0.2441,1,479,822,235
226401308,34559,-0.0342,-0.0474,1.0205,0.2441,0.0610,-0.2441,1,497,823,235
226406307,34560,-0.0347,-0.0493,1.0195,0.4272,0.0000,-0.1221,1,509,829,235
226411306,34561,-0.0352,-0.0498,1.0200,0.4272,-0.0610,-0.1221,1,471,803,235
226416308,34562,-0.0352,-0.0488,1.0215,0.3662,-0.0610,-0.2441,1,492,845,235
226421301,34563,-0.0337,-0.0493,1.0225,0.3662,-0.0610,-0.2441,1,466,876,235
226426301,34564,-0.0337,-0.0503,1.0215,0.4272,0.0000,-0.3052,1,466,879,235
226431302,34565,-0.0347,-0.0513,1.0200,0.3662,0.0000,-0.2441,1,466,825,235
226436307,34566,-0.0361,-0.0522,1.0186,0.4883,-0.0610,-0.3052,1,466,832,235
226441305,34567,-0.0361,-0.0518,1.0186,0.6104,-0.1831,-0.3662,1,466,874,235
226446304,34568,-0.0342,-0.0503,1.0210,0.6104,-0.1831,-0.3052,1,466,878,235
226451304,34569,-0.0322,-0.0483,1.0229,0.6104,-0.2441,-0.3052,1,466,868,235
226456308,34570,-0.0312,-0.0469,1.0239,0.7324,-0.1221,-0.3052,1,466,879,235
226461302,34571,-0.0312,-0.0464,1.0234,0.6104,-0.1831,-0.3052,1,466,898,235
226466307,34572,-0.0312,-0.0469,1.0220,0.6104,-0.0610,-0.4272,1,466,899,235
226471304,34573,-0.0327,-0.0479,1.0210,0.6714,-0.1221,-0.3662,1,481,894,235
226476308,34574,-0.0337,-0.0479,1.0205,0.6104,-0.1831,-0.3052,1,510,863,235
226481302,34575,-0.0332,-0.0483,1.0205,0.5493,-0.0610,-0.3052,1,492,898,235
226486302,34576,-0.0337,-0.0508,1.0195,0.7324,-0.1831,-0.4272,1,494,865,235
226491302,34577,-0.0342,-0.0518,1.0200,0.7324,-0.0610,-0.3662,1,474,776,235
226496304,34578,-0.0332,-0.0503,1.0210,0.7324,-0.1221,-0.3662,1,477,828,235
226501304,34579,-0.0327,-0.0488,1.0220,0.7324,0.0610,-0.4272,1,500,828,235
226506303,34580,-0.0327,-0.0479,1.0220,0.7935,-0.0610,-0.3052,1,504,833,235
226511305,34581,-0.0317,-0.0498,1.0215,0.7935,-0.1221,-0.4883,1,507,851,235
226516304,34582,-0.0327,-0.0518,1.0210,0.8545,-0.2441,-0.3662,1,475,849,235
226521301,34583,-0.0332,-0.0518,1.0210,0.9766,-0.2441,-0.3052,1,478,849,235
226526306,34584,-0.0337,-0.0503,1.0210,0.8545,-0.2441,-0.3052,1,493,843,235
226531302,34585,-0.0347,-0.0493,1.0195,0.9155,-0.2441,-0.4883,1,466,870,235
226536308,34586,-0.0371,-0.0522,1.0151,0.9766,-0.2441,-0.4272,1,466,883,235
226541308,34587,-0.0361,-0.0488,1.0161,1.3428,-0.4883,-0.4272,1,466,884,235
226546308,34588,-0.0337,-0.0454,1.0215,0.9766,-0.2441,-0.6104,1,466,883,235
226551302,34589,-0.0337,-0.0474,1.0220,1.1597,-0.3052,-0.5493,1,466,875,235
226556308,34590,-0.0337,-0.0454,1.0210,1.2817,-0.6104,-0.4272,1,466,874,235
226561302,34591,-0.0327,-0.0435,1.0205,1.0986,-0.3052,-0.4883,1,465,878,235
