t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
963428926,189066,-0.0308,-0.0317,1.0234,0.2441,-0.1221,-0.3052,1,511,846,475
963433930,189067,-0.0308,-0.0308,1.0229,0.3052,-0.2441,-0.3052,1,487,873,475
963438926,189068,-0.0317,-0.0303,1.0244,0.1221,-0.1831,-0.3052,1,490,830,475
963443922,189069,-0.0322,-0.0303,1.0244,0.1831,-0.1221,-0.2441,1,497,843,475
963448930,189070,-0.0342,-0.0322,1.0200,0.0610,-0.1831,-0.3662,1,486,849,475
963453928,189071,-0.0352,-0.0337,1.0195,0.1221,-0.2441,-0.4272,1,482,832,475
963458923,189072,-0.0342,-0.0347,1.0200,0.1221,-0.4883,-0.4272,1,489,831,475
963463930,189073,-0.0337,-0.0342,1.0210,0.0610,-0.4272,-0.3052,1,511,825,475
963468926,189074,-0.0322,-0.0332,1.0234,0.1221,-0.4272,-0.3052,1,466,852,475
963473930,189075,-0.0303,-0.0322,1.0254,0.1221,-0.3662,-0.4883,1,466,878,475
963478923,189076,-0.0303,-0.0322,1.0249,0.0000,-0.4272,-0.4272,1,466,874,475
963483925,189077,-0.0308,-0.0317,1.0244,0.0610,-0.3662,-0.3662,1,466,836,475
963488930,189078,-0.0308,-0.0312,1.0249,0.1221,-0.3662,-0.3052,1,465,880,475
963493927,189079,-0.0303,-0.0308,1.0249,0.0000,-0.2441,-0.3052,1,466,899,475
963498927,189080,-0.0303,-0.0308,1.0234,-0.1221,-0.1831,-0.4883,1,466,827,475
963503926,189081,-0.0317,-0.0317,1.0215,-0.0610,-0.1831,-0.4883,1,466,874,475
963508923,189082,-0.0327,-0.0337,1.0215,0.0000,-0.3052,-0.3662,1,466,880,475
963513945,189083,-0.0327,-0.0342,1.0225,0.0000,-0.2441,-0.3662,1,466,830,475
963518927,189084,-0.0312,-0.0322,1.0239,0.1221,-0.2441,-0.3662,1,466,836,475
963523923,189085,-0.0298,-0.0312,1.0239,0.0610,-0.2441,-0.3052,1,492,908,475
963528930,189086,-0.0298,-0.0317,1.0229,0.0000,-0.1221,-0.3662,1,485,901,475
963533925,189087,-0.0312,-0.0327,1.0220,-0.0610,-0.1221,-0.3662,1,512,756,475
963538930,189088,-0.0332,-0.0337,1.0225,0.0000,0.0000,-0.4272,1,479,797,475
963543924,189089,-0.0337,-0.0332,1.0234,0.0000,0.0610,-0.4883,1,482,784,475
963548923,189090,-0.0312,-0.0312,1.0239,0.0610,0.1221,-0.3662,1,508,793,475
963553926,189091,-0.0298,-0.0303,1.0254,-0.0610,0.1831,-0.3052,1,474,918,475
963558930,189092,-0.0298,-0.0322,1.0259,0.0610,0.1831,-0.3052,1,481,823,475
963563931,189093,-0.0303,-0.0332,1.0249,0.0610,0.2441,-0.3052,1,503,827,475
963568929,189094,-0.0312,-0.0332,1.0225,-0.0610,0.1831,-0.3052,1,505,828,475
963573929,189095,-0.0322,-0.0332,1.0215,-0.0610,0.1221,-0.3662,1,484,881,475
963578926,189096,-0.0317,-0.0322,1.0215,-0.0610,0.1831,-0.4883,1,466,878,475
963583928,189097,-0.0303,-0.0308,1.0234,0.0610,0.1831,-0.2441,1,466,879,475
963588924,189098,-0.0298,-0.0317,1.0244,-0.1221,0.2441,-0.3662,1,466,875,475
963593922,189099,-0.0308,-0.0322,1.0229,-0.1221,0.3662,-0.3052,1,466,882,475
963598927,189100,-0.0317,-0.0317,1.0220,-0.0610,0.3052,-0.3662,1,465,876,475
963603929,189101,-0.0317,-0.0308,1.0215,0.0000,0.2441,-0.3052,1,466,876,475
963608929,189102,-0.0312,-0.0317,1.0220,-0.0610,0.3052,-0.1831,1,466,827,475
963613925,189103,-0.0312,-0.0332,1.0225,-0.0610,0.4272,-0.1831,1,466,902,475
963618922,189104,-0.0303,-0.0342,1.0234,-0.1221,0.3662,-0.3662,1,466,906,475
963623944,189105,-0.0303,-0.0337,1.0234,-0.1221,0.3662,-0.4272,1,466,877,475
963628930,189106,-0.0312,-0.0337,1.0225,-0.1221,0.3662,-0.3662,1,466,877,475
963633922,189107,-0.0312,-0.0327,1.0225,-0.0610,0.3662,-0.2441,1,493,902,475
963638926,189108,-0.0308,-0.0317,1.0234,0.0610,0.4272,-0.3052,1,491,906,475
963643925,189109,-0.0317,-0.0327,1.0225,0.0610,0.3052,-0.2441,1,512,862,475
963648924,189110,-0.0327,-0.0337,1.0215,0.0000,0.4272,-0.3052,1,477,875,475
963653924,189111,-0.0322,-0.0332,1.0210,0.0610,0.3052,-0.2441,1,501,790,475
963658925,189112,-0.0312,-0.0332,1.0215,0.1831,0.3052,-0.2441,1,486,844,475
963663930,189113,-0.0308,-0.0327,1.0215,-0.0610,0.4272,-0.2441,1,489,873,475
963668927,189114,-0.0312,-0.0317,1.0229,-0.1221,0.4883,-0.1831,1,489,847,475
963673928,189115,-0.0312,-0.0308,1.0234,0.0000,0.4883,-0.2441,1,494,858,475
963678928,189116,-0.0298,-0.0308,1.0239,-0.1221,0.4883,-0.3052,1,492,810,475
963683930,189117,-0.0293,-0.0322,1.0234,-0.1221,0.5493,-0.2441,1,511,821,475
963688926,189118,-0.0308,-0.0332,1.0229,-0.1831,0.6714,-0.1221,1,466,880,475
963693929,189119,-0.0322,-0.0322,1.0220,-0.1831,0.6104,-0.1831,1,466,878,475
963698927,189120,-0.0327,-0.0322,1.0215,-0.2441,0.6104,-0.2441,1,466,882,475
963703926,189121,-0.0322,-0.0322,1.0229,-0.1221,0.6104,-0.1221,1,466,883,475
963708926,189122,-0.0317,-0.0312,1.0234,-0.3052,0.8545,-0.1221,1,466,874,475
963713927,189123,-0.0308,-0.0312,1.0234,-0.3662,0.9766,-0.2441,1,466,900,475
963718929,189124,-0.0303,-0.0317,1.0229,-0.3052,0.9766,-0.2441,1,466,904,475
963723926,189125,-0.0312,-0.0322,1.0239,-0.5493,1.0986,-0.1221,1,466,876,475
963728923,189126,-0.0317,-0.0322,1.0234,-0.4883,1.2817,-0.0610,1,466,908,475
963733933,189127,-0.0322,-0.0322,1.0229,-0.4883,1.3428,-0.0610,1,466,885,475
963738941,189128,-0.0322,-0.0312,1.0229,-0.6104,1.2207,-0.0610,1,466,881,475
963743924,189129,-0.0327,-0.0308,1.0234,-0.5493,1.1597,-0.0610,1,492,903,475
963748926,189130,-0.0337,-0.0317,1.0229,-0.5493,1.2207,-0.1221,1,511,879,475
963753924,189131,-0.0342,-0.0342,1.0220,-0.6104,1.4038,-0.1221,1,495,869,475
963758928,189132,-0.0337,-0.0352,1.0205,-0.4883,1.3428,-0.1221,1,511,789,475
963763926,189133,-0.0337,-0.0347,1.0195,-0.3052,1.2817,-0.1831,1,481,884,475
963768925,189134,-0.0352,-0.0347,1.0176,-0.3662,1.2207,-0.1831,1,487,840,475
963773922,189135,-0.0361,-0.0366,1.0171,-0.3662,1.0986,-0.1831,1,496,848,475
963778924,189136,-0.0352,-0.0366,1.0181,-0.1221,0.9155,-0.1221,1,506,853,475
963783930,189137,-0.0337,-0.0356,1.0215,0.0000,0.7935,-0.2441,1,504,824,475
963788926,189138,-0.0327,-0.0347,1.0249,0.0000,0.8545,-0.2441,1,497,787,475
