t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
125889727,16895,-0.0674,-0.1318,1.0122,-0.3662,0.2441,-0.2441,1,491,841,471
125894727,16896,-0.0669,-0.1304,1.0142,-0.3662,0.2441,-0.1831,1,490,841,471
125899730,16897,-0.0659,-0.1304,1.0151,-0.4272,0.3662,-0.1221,1,502,861,471
125904727,16898,-0.0649,-0.1313,1.0146,-0.4272,0.3662,0.0000,1,484,852,471
125909728,16899,-0.0640,-0.1323,1.0146,-0.5493,0.4272,-0.0610,1,490,814,471
125914727,16900,-0.0640,-0.1323,1.0151,-0.4883,0.3662,-0.1221,1,466,855,471
125919730,16901,-0.0630,-0.1318,1.0166,-0.4883,0.3662,-0.1831,1,466,880,471
125924729,16902,-0.0645,-0.1323,1.0161,-0.4883,0.4883,-0.2441,1,466,885,471
125929729,16903,-0.0659,-0.1323,1.0146,-0.4272,0.3662,-0.1221,1,466,883,471
125934729,16904,-0.0654,-0.1323,1.0151,-0.3662,0.3662,-0.1221,1,466,886,471
125939730,16905,-0.0645,-0.1323,1.0146,-0.3052,0.4883,-0.1221,1,466,886,471
125944733,16906,-0.0649,-0.1333,1.0127,-0.5493,0.6104,-0.1221,1,466,875,471
125949726,16907,-0.0674,-0.1343,1.0122,-0.3052,0.4272,-0.1831,1,466,879,471
125954729,16908,-0.0688,-0.1343,1.0117,-0.3052,0.4272,-0.1831,1,483,880,471
125959732,16909,-0.0674,-0.1318,1.0117,-0.3052,0.4883,-0.1221,1,465,871,471
125964728,16910,-0.0659,-0.1299,1.0137,-0.2441,0.3052,-0.1831,1,484,818,471
125969729,16911,-0.0659,-0.1299,1.0156,-0.4883,0.4883,-0.1221,1,492,877,471
125974733,16912,-0.0664,-0.1309,1.0166,-0.4272,0.4272,-0.1221,1,479,864,471
125979728,16913,-0.0669,-0.1318,1.0161,-0.4272,0.3052,-0.1221,1,503,867,471
125984733,16914,-0.0664,-0.1313,1.0151,-0.3662,0.3662,-0.1221,1,491,856,471
125989726,16915,-0.0659,-0.1289,1.0137,-0.4272,0.4883,-0.3052,1,493,839,471
125994727,16916,-0.0664,-0.1284,1.0127,-0.5493,0.3662,-0.1831,1,479,833,471
125999730,16917,-0.0669,-0.1304,1.0127,-0.6104,0.4272,-0.1831,1,501,840,471
126004728,16918,-0.0664,-0.1309,1.0132,-0.6714,0.3662,-0.1221,1,483,845,471
126009726,16919,-0.0664,-0.1309,1.0132,-0.7324,0.3662,-0.1221,1,473,847,471
126014730,16920,-0.0679,-0.1313,1.0132,-0.7324,0.3662,-0.2441,1,493,850,471
126019733,16921,-0.0688,-0.1323,1.0142,-0.7324,0.2441,-0.1831,1,466,885,471
126024730,16922,-0.0688,-0.1318,1.0146,-0.7935,0.1831,-0.0610,1,466,889,471
126029728,16923,-0.0684,-0.1313,1.0137,-0.7324,0.2441,-0.0610,1,466,885,471
126034728,16924,-0.0674,-0.1323,1.0137,-0.7324,0.1831,-0.1831,1,466,884,471
126039726,16925,-0.0669,-0.1338,1.0146,-0.6714,0.3052,-0.2441,1,465,886,471
126044731,16926,-0.0669,-0.1343,1.0161,-0.7324,0.1831,-0.2441,1,465,878,471
126049731,16927,-0.0669,-0.1338,1.0166,-0.7324,0.1221,-0.1221,1,465,887,471
126054730,16928,-0.0679,-0.1333,1.0161,-0.7324,0.3052,-0.1221,1,483,875,471
126059732,16929,-0.0674,-0.1328,1.0142,-0.7324,0.3052,-0.1221,1,465,877,471
126064731,16930,-0.0669,-0.1323,1.0127,-0.7935,0.1831,-0.1221,1,484,864,471
126069725,16931,-0.0669,-0.1318,1.0132,-0.7324,0.1831,-0.1221,1,492,876,471
126074731,16932,-0.0669,-0.1333,1.0132,-0.7324,0.1831,-0.1221,1,478,868,471
126079731,16933,-0.0669,-0.1348,1.0132,-0.7935,0.0610,-0.1831,1,499,867,471
126084725,16934,-0.0669,-0.1338,1.0137,-0.6104,0.1221,-0.1221,1,480,856,471
126089726,16935,-0.0664,-0.1318,1.0156,-0.7324,0.1831,-0.0610,1,495,822,471
126094726,16936,-0.0645,-0.1318,1.0161,-0.8545,0.1221,-0.0610,1,496,838,471
126099726,16937,-0.0645,-0.1333,1.0151,-0.7324,0.1831,-0.1221,1,491,849,471
126104731,16938,-0.0659,-0.1348,1.0142,-0.7935,0.1221,-0.1221,1,474,853,471
126109732,16939,-0.0679,-0.1343,1.0127,-0.8545,0.1831,-0.1221,1,478,845,471
126114728,16940,-0.0684,-0.1338,1.0117,-0.7324,0.0000,-0.1221,1,492,847,471
126119729,16941,-0.0693,-0.1338,1.0112,-0.7324,0.0610,-0.1221,1,466,831,471
126124732,16942,-0.0698,-0.1338,1.0112,-0.7324,0.0610,-0.1831,1,466,879,471
126129725,16943,-0.0669,-0.1338,1.0117,-0.6714,-0.1221,-0.1221,1,466,885,471
126134731,16944,-0.0645,-0.1338,1.0122,-0.7324,-0.1221,-0.1831,1,466,874,471
126139728,16945,-0.0654,-0.1353,1.0127,-0.7935,-0.0610,-0.1831,1,466,881,471
126144730,16946,-0.0674,-0.1353,1.0132,-0.6714,-0.2441,-0.1221,1,466,880,471
126149743,16947,-0.0674,-0.1343,1.0142,-0.6104,-0.3052,-0.1831,1,466,876,471
126154731,16948,-0.0659,-0.1333,1.0142,-0.6714,-0.1221,-0.2441,1,466,873,471
126159729,16949,-0.0649,-0.1328,1.0146,-0.7324,0.0000,-0.1831,1,484,881,471
126164753,16950,-0.0645,-0.1328,1.0146,-0.7324,-0.1221,-0.2441,1,479,831,471
126169728,16951,-0.0654,-0.1328,1.0142,-0.7324,-0.1221,-0.1831,1,484,873,471
126174734,16952,-0.0669,-0.1333,1.0146,-0.6714,0.0610,-0.1221,1,493,910,471
126179729,16953,-0.0669,-0.1333,1.0142,-0.6104,0.0610,-0.0610,1,472,864,471
126184726,16954,-0.0669,-0.1338,1.0127,-0.7935,0.1831,-0.1831,1,506,752,471
126189732,16955,-0.0674,-0.1348,1.0117,-0.7935,-0.0610,-0.1831,1,491,833,471
126194725,16956,-0.0659,-0.1353,1.0127,-0.7935,-0.0610,-0.1831,1,494,833,471
126199726,16957,-0.0640,-0.1353,1.0137,-0.6104,-0.0610,-0.0610,1,492,833,471
126204731,16958,-0.0630,-0.1348,1.0142,-0.6104,-0.0610,-0.0610,1,471,843,471
126209729,16959,-0.0630,-0.1348,1.0142,-0.7324,0.0610,-0.2441,1,478,842,471
126214734,16960,-0.0640,-0.1348,1.0151,-0.7324,0.1221,-0.1221,1,486,850,471
126219728,16961,-0.0649,-0.1338,1.0146,-0.7324,0.3052,-0.1831,1,493,847,471
126224725,16962,-0.0664,-0.1338,1.0122,-0.7324,0.3662,-0.2441,1,466,882,471
126229726,16963,-0.0674,-0.1353,1.0107,-0.6714,0.2441,-0.1831,1,466,888,471
126234733,16964,-0.0669,-0.1362,1.0112,-0.7324,0.2441,-0.1221,1,466,882,471
126239732,16965,-0.0654,-0.1357,1.0137,-0.6104,0.1221,-0.2441,1,466,885,471
126244725,16966,-0.0645,-0.1353,1.0151,-0.4883,0.3052,-0.2441,1,466,880,471
126249727,16967,-0.0649,-0.1362,1.0142,-0.5493,0.1831,-0.2441,1,466,879,471
126254730,16968,-0.0669,-0.1372,1.0127,-0.5493,0.1221,-0.3052,1,465,888,471
126259729,16969,-0.0674,-0.1362,1.0107,-0.6714,0.2441,-0.2441,1,483,877,471
126264736,16970,-0.0674,-0.1343,1.0107,-0.6104,0.2441,-0.2441,1,466,872,471
126269756,16971,-0.0654,-0.1343,1.0127,-0.6104,0.1831,-0.2441,1,484,868,471
126274725,16972,-0.0640,-0.1348,1.0137,-0.6104,0.1221,-0.3052,1,465,878,471
126279733,16973,-0.0649,-0.1348,1.0142,-0.6714,0.1221,-0.3052,1,465,856,471
126284728,16974,-0.0664,-0.1353,1.0137,-0.7935,0.0610,-0.3052,1,508,861,471
126289726,16975,-0.0669,-0.1353,1.0132,-0.7324,0.1221,-0.2441,1,481,826,471
126294730,16976,-0.0669,-0.1333,1.0127,-0.7935,0.0000,-0.1831,1,491,831,471
126299727,16977,-0.0664,-0.1338,1.0132,-0.7324,-0.1221,-0.1831,1,490,808,471
126304731,16978,-0.0659,-0.1367,1.0132,-0.7324,-0.2441,-0.1831,1,476,860,471
126309726,16979,-0.0654,-0.1372,1.0132,-0.7935,-0.0610,-0.3052,1,475,860,471
126314731,16980,-0.0645,-0.1362,1.0146,-0.9155,0.0000,-0.3052,1,486,848,471
126319727,16981,-0.0635,-0.1362,1.0161,-0.9766,-0.0610,-0.2441,1,493,806,471
126324730,16982,-0.0635,-0.1367,1.0161,-0.8545,-0.0610,-0.3052,1,466,880,471
126329733,16983,-0.0645,-0.1362,1.0156,-0.8545,-0.1831,-0.2441,1,466,877,471
126334726,16984,-0.0664,-0.1357,1.0137,-0.7935,-0.1831,-0.3052,1,466,887,471
126339730,16985,-0.0659,-0.1362,1.0146,-0.8545,-0.3052,-0.3052,1,466,880,471
126344726,16986,-0.0645,-0.1357,1.0146,-0.8545,-0.1831,-0.3052,1,465,879,471
126349739,16987,-0.0635,-0.1357,1.0146,-0.9155,-0.0610,-0.3052,1,466,882,471
126354734,16988,-0.0635,-0.1357,1.0137,-0.8545,-0.1831,-0.3052,1,466,880,471
126359728,16989,-0.0649,-0.1353,1.0132,-0.9155,-0.0610,-0.2441,1,483,879,471
126364746,16990,-0.0669,-0.1362,1.0127,-0.9766,-0.2441,-0.3052,1,481,870,471
126369730,16991,-0.0664,-0.1377,1.0122,-0.9155,-0.1831,-0.3052,1,484,811,471
126374725,16992,-0.0654,-0.1372,1.0127,-0.8545,-0.1831,-0.3052,1,493,910,471
126379728,16993,-0.0659,-0.1357,1.0132,-0.9155,-0.3052,-0.2441,1,481,868,471
126384729,16994,-0.0669,-0.1357,1.0132,-0.9155,-0.3052,-0.1831,1,507,757,471
126389733,16995,-0.0674,-0.1367,1.0137,-0.9766,-0.3052,-0.3662,1,489,843,471
126394734,16996,-0.0674,-0.1387,1.0137,-0.8545,-0.4272,-0.3052,1,472,830,471
126399729,16997,-0.0664,-0.1406,1.0142,-0.7935,-0.4883,-0.3662,1,492,827,471
126404732,16998,-0.0645,-0.1401,1.0146,-0.7324,-0.3662,-0.4272,1,476,859,471
126409734,16999,-0.0630,-0.1382,1.0137,-0.7324,-0.3662,-0.4272,1,476,857,471
126414734,17000,-0.0640,-0.1367,1.0132,-0.7935,-0.3052,-0.3662,1,479,854,471
126419730,17001,-0.0659,-0.1372,1.0127,-0.7324,-0.1831,-0.3662,1,493,850,471
126424731,17002,-0.0649,-0.1392,1.0122,-0.6104,-0.2441,-0.1831,1,465,888,471
126429725,17003,-0.0645,-0.1401,1.0112,-0.5493,-0.3052,-0.1831,1,466,884,471
126434727,17004,-0.0659,-0.1392,1.0098,-0.4272,-0.3662,-0.3052,1,466,882,471
126439732,17005,-0.0669,-0.1382,1.0093,-0.4272,-0.3662,-0.4272,1,466,878,471
126444730,17006,-0.0664,-0.1377,1.0103,-0.3662,-0.3662,-0.4272,1,466,881,471
126449731,17007,-0.0649,-0.1382,1.0122,-0.4883,-0.3662,-0.3052,1,466,884,471
126454727,17008,-0.0630,-0.1372,1.0151,-0.3662,-0.3052,-0.1831,1,466,880,471
126459728,17009,-0.0620,-0.1367,1.0156,-0.3662,-0.1831,-0.3052,1,483,883,471
126464732,17010,-0.0635,-0.1372,1.0146,-0.3662,-0.2441,-0.3052,1,469,873,471
126469730,17011,-0.0640,-0.1382,1.0132,-0.3662,-0.2441,-0.3662,1,484,872,471
126474726,17012,-0.0640,-0.1392,1.0117,-0.3662,-0.3052,-0.3052,1,492,881,471
126479731,17013,-0.0649,-0.1401,1.0107,-0.1831,-0.1831,-0.1831,1,473,863,471
126484727,17014,-0.0654,-0.1406,1.0103,-0.1221,-0.2441,-0.2441,1,500,837,471
126489733,17015,-0.0654,-0.1406,1.0103,-0.0610,-0.3662,-0.1831,1,490,842,471
126494731,17016,-0.0645,-0.1396,1.0112,-0.0610,-0.4272,-0.3052,1,493,833,471
126499728,17017,-0.0640,-0.1387,1.0132,0.0610,-0.4272,-0.1831,1,500,831,471
126504728,17018,-0.0640,-0.1387,1.0146,-0.0610,-0.3052,-0.2441,1,482,848,471
126509729,17019,-0.0620,-0.1382,1.0156,-0.0610,-0.3662,-0.3052,1,485,848,471
126514732,17020,-0.0605,-0.1377,1.0156,-0.0610,-0.2441,-0.3052,1,491,849,471
126519726,17021,-0.0610,-0.1382,1.0151,0.0000,-0.2441,-0.2441,1,466,876,471
126524730,17022,-0.0615,-0.1396,1.0142,0.0000,-0.1221,-0.1221,1,466,839,471
126529725,17023,-0.0605,-0.1396,1.0146,0.0000,0.0000,-0.2441,1,466,831,471
126534733,17024,-0.0601,-0.1387,1.0156,0.0000,-0.0610,-0.2441,1,466,795,471
126539727,17025,-0.0610,-0.1367,1.0146,0.0000,0.1831,-0.1831,1,466,831,471
126544733,17026,-0.0630,-0.1362,1.0137,0.0000,0.1831,-0.2441,1,466,842,471
126549733,17027,-0.0625,-0.1382,1.0127,0.0000,0.1221,-0.3052,1,466,838,471
126554731,17028,-0.0615,-0.1401,1.0127,0.0610,0.3662,-0.1831,1,465,825,471
126559725,17029,-0.0625,-0.1401,1.0122,0.0610,0.2441,-0.2441,1,466,882,471
126564757,17030,-0.0640,-0.1382,1.0122,0.0000,0.3662,-0.1831,1,485,870,471
126569733,17031,-0.0645,-0.1357,1.0117,0.1831,0.4272,-0.0610,1,484,834,471
126574732,17032,-0.0635,-0.1362,1.0112,0.2441,0.4272,-0.1221,1,500,910,471
126579726,17033,-0.0630,-0.1377,1.0112,0.1221,0.4272,-0.0610,1,482,870,471
126584733,17034,-0.0635,-0.1372,1.0127,0.2441,0.3662,-0.1831,1,496,755,471
126589725,17035,-0.0635,-0.1377,1.0127,0.1831,0.4272,-0.2441,1,496,864,471
126594729,17036,-0.0635,-0.1387,1.0127,0.2441,0.4883,-0.2441,1,488,835,471
126599727,17037,-0.0635,-0.1387,1.0132,0.1221,0.4272,-0.1221,1,504,832,471
126604725,17038,-0.0659,-0.1396,1.0117,0.3052,0.4272,-0.2441,1,478,842,471
126609734,17039,-0.0684,-0.1411,1.0098,0.4272,0.2441,-0.3052,1,483,855,471
126614729,17040,-0.0674,-0.1421,1.0107,0.4272,0.1221,-0.2441,1,479,849,471
126619728,17041,-0.0640,-0.1406,1.0127,0.6104,-0.1221,-0.1221,1,493,847,471
126624733,17042,-0.0625,-0.1372,1.0142,0.6104,-0.0610,-0.3052,1,466,868,471
126629733,17043,-0.0615,-0.1348,1.0146,0.4272,0.0610,-0.2441,1,466,871,471
126634729,17044,-0.0605,-0.1353,1.0137,0.4883,0.1221,-0.2441,1,466,884,471
126639729,17045,-0.0610,-0.1367,1.0122,0.4883,0.1221,-0.3052,1,465,877,471
126644733,17046,-0.0630,-0.1377,1.0122,0.6104,0.1221,-0.2441,1,466,877,471
126649732,17047,-0.0645,-0.1396,1.0127,0.5493,0.1831,-0.2441,1,466,876,471
126654728,17048,-0.0640,-0.1411,1.0132,0.5493,0.1831,-0.3052,1,466,886,471
126659732,17049,-0.0635,-0.1396,1.0142,0.7935,0.1221,-0.1831,1,484,880,471
126664731,17050,-0.0635,-0.1377,1.0151,0.7324,0.2441,-0.1831,1,465,866,471
126669730,17051,-0.0630,-0.1372,1.0142,0.5493,0.2441,-0.1221,1,484,874,471
126674732,17052,-0.0630,-0.1372,1.0117,0.6104,0.3052,-0.1831,1,491,878,471
126679730,17053,-0.0630,-0.1382,1.0098,0.5493,0.2441,-0.2441,1,506,919,471
126684727,17054,-0.0625,-0.1387,1.0093,0.6104,0.2441,-0.2441,1,510,870,471
126689725,17055,-0.0620,-0.1367,1.0122,0.6714,0.4272,-0.3052,1,476,839,471
126694730,17056,-0.0630,-0.1357,1.0156,0.6714,0.3052,-0.3052,1,483,832,471
126699731,17057,-0.0645,-0.1372,1.0156,0.5493,0.3052,-0.1831,1,480,827,471
