t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
1191408922,234418,-0.0337,-0.0308,1.0225,0.2441,1.2207,-0.3662,1,490,844,719
1191413923,234419,-0.0347,-0.0293,1.0215,0.1831,1.0376,-0.3052,1,480,852,719
1191418927,234420,-0.0337,-0.0283,1.0220,0.0610,1.0376,-0.2441,1,484,844,719
1191423926,234421,-0.0327,-0.0288,1.0229,0.0000,1.2207,-0.3662,1,475,850,719
1191428926,234422,-0.0332,-0.0303,1.0225,0.0000,1.0986,-0.1831,1,493,813,719
1191433930,234423,-0.0342,-0.0312,1.0210,0.0000,1.0986,-0.2441,1,466,805,719
1191438929,234424,-0.0356,-0.0322,1.0200,0.0000,0.9155,-0.2441,1,483,858,719
1191443931,234425,-0.0361,-0.0322,1.0190,0.1221,0.8545,-0.3662,1,465,828,719
1191448926,234426,-0.0342,-0.0322,1.0186,0.1831,0.8545,-0.3052,1,484,868,719
1191453923,234427,-0.0337,-0.0312,1.0190,0.1221,0.8545,-0.2441,1,466,873,719
1191458926,234428,-0.0352,-0.0298,1.0195,0.1831,0.7324,-0.4272,1,469,928,719
1191463931,234429,-0.0366,-0.0298,1.0195,0.2441,0.6714,-0.3052,1,465,872,719
1191468930,234430,-0.0366,-0.0312,1.0195,0.1221,0.5493,-0.3052,1,479,875,719
1191473930,234431,-0.0352,-0.0317,1.0186,0.1221,0.6714,-0.3052,1,477,903,719
1191478928,234432,-0.0347,-0.0308,1.0176,0.2441,0.6104,-0.2441,1,476,853,719
1191483924,234433,-0.0352,-0.0308,1.0171,0.1831,0.6104,-0.4272,1,475,858,719
1191488924,234434,-0.0347,-0.0317,1.0190,0.2441,0.4883,-0.4883,1,484,852,719
1191493930,234435,-0.0337,-0.0312,1.0215,0.3662,0.6714,-0.4272,1,466,860,719
1191498925,234436,-0.0327,-0.0298,1.0229,0.3662,0.6714,-0.4272,1,465,904,719
1191503922,234437,-0.0322,-0.0293,1.0239,0.2441,0.6104,-0.5493,1,465,883,719
1191508923,234438,-0.0327,-0.0278,1.0225,0.2441,0.4883,-0.4883,1,494,881,719
1191513923,234439,-0.0337,-0.0273,1.0215,0.2441,0.6104,-0.4883,1,465,779,719
1191518930,234440,-0.0352,-0.0278,1.0220,0.0610,0.6104,-0.4883,1,488,828,719
1191523928,234441,-0.0352,-0.0288,1.0225,0.0000,0.3052,-0.4272,1,475,844,719
1191528924,234442,-0.0322,-0.0298,1.0249,-0.0610,0.3052,-0.4272,1,478,822,719
1191533925,234443,-0.0293,-0.0298,1.0259,-0.0610,0.6714,-0.4883,1,482,871,719
1191538922,234444,-0.0312,-0.0298,1.0225,0.0000,0.8545,-0.4272,1,486,844,719
1191543930,234445,-0.0347,-0.0303,1.0195,0.1221,0.4883,-0.4883,1,489,828,719
1191548925,234446,-0.0347,-0.0298,1.0210,0.1221,0.6104,-0.3662,1,493,842,719
1191553924,234447,-0.0342,-0.0288,1.0229,0.0000,0.6714,-0.3052,1,493,843,719
1191558927,234448,-0.0347,-0.0303,1.0229,0.0610,0.6104,-0.4272,1,483,829,719
1191563927,234449,-0.0352,-0.0308,1.0220,0.1831,0.5493,-0.5493,1,465,873,719
1191568926,234450,-0.0356,-0.0308,1.0210,0.1221,0.3662,-0.4883,1,482,868,719
1191573924,234451,-0.0356,-0.0298,1.0215,0.2441,0.3052,-0.4883,1,466,873,719
1191578929,234452,-0.0347,-0.0283,1.0215,0.1831,0.1221,-0.3662,1,466,917,719
1191583929,234453,-0.0342,-0.0283,1.0210,0.0610,0.0610,-0.4883,1,478,869,719
