t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
2078218928,410078,-0.0161,0.0034,1.0234,-0.1221,0.4272,-0.3052,1,466,877,2421
2078223923,410079,-0.0161,0.0034,1.0225,0.0000,0.4272,-0.3662,1,476,865,2421
2078228925,410080,-0.0166,0.0029,1.0229,-0.0610,0.5493,-0.3662,1,465,875,2421
2078233927,410081,-0.0161,0.0029,1.0234,-0.1831,0.5493,-0.4272,1,482,908,2421
2078238924,410082,-0.0146,0.0024,1.0225,-0.3052,0.5493,-0.4272,1,465,873,2421
2078243928,410083,-0.0156,0.0020,1.0215,-0.1831,0.6104,-0.4272,1,469,867,2421
2078248923,410084,-0.0161,0.0024,1.0220,-0.0610,0.4883,-0.4272,1,465,872,2421
2078253924,410085,-0.0176,0.0020,1.0229,-0.1831,0.6104,-0.3662,1,473,858,2421
2078258929,410086,-0.0181,0.0020,1.0239,-0.3662,0.6104,-0.3052,1,498,789,2421
2078263928,410087,-0.0171,0.0020,1.0229,-0.2441,0.6104,-0.3662,1,482,775,2421
2078268927,410088,-0.0161,0.0015,1.0225,-0.3052,0.5493,-0.4272,1,489,855,2421
2078273929,410089,-0.0161,0.0015,1.0234,-0.4272,0.7324,-0.4272,1,478,845,2421
2078278922,410090,-0.0171,0.0029,1.0244,-0.3662,0.6104,-0.3662,1,483,852,2421
2078283925,410091,-0.0186,0.0020,1.0244,-0.4272,0.6714,-0.3052,1,475,846,2421
2078288923,410092,-0.0171,0.0005,1.0239,-0.3052,0.7935,-0.3052,1,480,843,2421
2078293924,410093,-0.0151,0.0005,1.0229,-0.4272,0.7324,-0.3052,1,493,834,2421
2078298924,410094,-0.0151,0.0010,1.0220,-0.3662,0.7324,-0.1831,1,466,872,2421
2078303923,410095,-0.0161,0.0005,1.0210,-0.3662,0.7324,-0.2441,1,466,878,2421
2078308925,410096,-0.0166,0.0005,1.0215,-0.3052,0.7324,-0.3052,1,466,876,2421
2078313940,410097,-0.0176,0.0005,1.0234,-0.4883,0.6714,-0.2441,1,466,866,2421
2078318922,410098,-0.0186,0.0010,1.0239,-0.3662,0.5493,-0.2441,1,466,872,2421
2078323925,410099,-0.0190,0.0015,1.0234,-0.3052,0.5493,-0.2441,1,484,877,2421
2078328923,410100,-0.0190,0.0010,1.0229,-0.3662,0.5493,-0.1831,1,475,865,2421
2078333928,410101,-0.0186,0.0000,1.0225,-0.3052,0.4272,-0.3662,1,465,877,2421
2078338925,410102,-0.0186,-0.0005,1.0220,-0.3662,0.3662,-0.4272,1,483,821,2421
2078343926,410103,-0.0186,-0.0005,1.0215,-0.3662,0.4272,-0.2441,1,469,863,2421
2078348923,410104,-0.0186,0.0010,1.0215,-0.4272,0.4883,-0.3662,1,472,863,2421
2078353929,410105,-0.0190,0.0024,1.0225,-0.3052,0.5493,-0.4272,1,501,870,2421
2078358926,410106,-0.0195,0.0034,1.0244,-0.2441,0.3662,-0.2441,1,477,857,2421
2078363930,410107,-0.0186,0.0034,1.0254,-0.1831,0.4272,-0.1831,1,505,867,2421
2078368927,410108,-0.0171,0.0020,1.0254,-0.2441,0.3052,-0.3052,1,494,757,2421
2078373928,410109,-0.0156,0.0010,1.0249,-0.3662,0.3052,-0.3662,1,481,838,2421
2078378924,410110,-0.0166,0.0005,1.0234,-0.3662,0.4272,-0.2441,1,486,845,2421
2078383930,410111,-0.0176,-0.0005,1.0220,-0.1831,0.4272,-0.2441,1,479,871,2421
2078388922,410112,-0.0176,0.0005,1.0215,-0.1831,0.4272,-0.2441,1,481,846,2421
2078393924,410113,-0.0186,0.0010,1.0220,-0.3052,0.3052,-0.2441,1,472,846,2421
2078398926,410114,-0.0186,0.0005,1.0220,-0.2441,0.4883,-0.2441,1,493,836,2421
2078403928,410115,-0.0176,0.0010,1.0220,-0.2441,0.3052,-0.3052,1,466,843,2421
2078408929,410116,-0.0171,0.0020,1.0229,-0.4272,0.2441,-0.3052,1,466,863,2421
2078413930,410117,-0.0171,0.0015,1.0249,-0.4272,0.3662,-0.2441,1,466,875,2421
2078418937,410118,-0.0171,0.0020,1.0254,-0.4272,0.3662,-0.3052,1,466,878,2421
2078423928,410119,-0.0171,0.0020,1.0264,-0.4272,0.4272,-0.3662,1,465,871,2421
2078428928,410120,-0.0181,0.0020,1.0264,-0.4883,0.4272,-0.3052,1,483,876,2421
2078433926,410121,-0.0186,0.0010,1.0249,-0.4272,0.4883,-0.2441,1,467,856,2421
2078438931,410122,-0.0176,-0.0005,1.0225,-0.4272,0.4883,-0.2441,1,484,865,2421
2078443929,410123,-0.0161,-0.0020,1.0205,-0.3052,0.4883,-0.3662,1,472,899,2421
2078448927,410124,-0.0156,0.0000,1.0229,-0.4272,0.5493,-0.2441,1,479,863,2421
2078453930,410125,-0.0146,-0.0010,1.0249,-0.6104,0.5493,-0.2441,1,482,840,2421
2078458930,410126,-0.0151,-0.0010,1.0244,-0.5493,0.4883,-0.3052,1,483,865,2421
2078463930,410127,-0.0181,0.0000,1.0229,-0.4883,0.6104,-0.3052,1,469,852,2421
2078468928,410128,-0.0190,0.0005,1.0215,-0.4272,0.6104,-0.3052,1,494,733,2421
2078473929,410129,-0.0176,0.0000,1.0210,-0.4272,0.6104,-0.3052,1,511,742,2421
2078478926,410130,-0.0181,-0.0005,1.0205,-0.5493,0.4883,-0.3052,1,492,797,2421
2078483924,410131,-0.0181,-0.0005,1.0205,-0.5493,0.4883,-0.3052,1,485,836,2421
