t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
15773930,10,-0.0493,-0.0391,1.0210,0.6714,-0.9766,-0.1221,1,487,888,0
15778929,11,-0.0474,-0.0381,1.0215,0.6104,-0.9155,-0.1221,1,501,824,0
15783923,12,-0.0459,-0.0386,1.0210,0.5493,-0.9766,0.0000,1,478,862,0
15788923,13,-0.0459,-0.0386,1.0225,0.5493,-0.9155,0.0610,1,469,804,0
15793925,14,-0.0464,-0.0371,1.0234,0.5493,-0.7935,0.1221,1,475,852,0
15798928,15,-0.0474,-0.0371,1.0229,0.4272,-0.6714,0.0000,1,474,854,0
15803925,16,-0.0474,-0.0376,1.0220,0.3052,-0.6104,-0.1221,1,483,811,0
15808922,17,-0.0474,-0.0376,1.0210,0.3052,-0.4272,-0.1221,1,466,861,0
15813926,18,-0.0474,-0.0376,1.0200,0.3662,-0.5493,-0.0610,1,466,864,0
15818929,19,-0.0474,-0.0376,1.0210,0.3052,-0.3662,-0.0610,1,466,871,0
15823926,20,-0.0459,-0.0371,1.0220,0.2441,-0.3662,-0.1221,1,466,866,0
15828950,21,-0.0464,-0.0376,1.0210,0.3662,-0.3662,-0.1221,1,466,874,0
15833923,22,-0.0483,-0.0400,1.0186,0.2441,-0.2441,-0.1831,1,465,869,0
15838922,23,-0.0498,-0.0420,1.0166,0.3662,-0.3662,-0.1831,1,465,876,0
15843924,24,-0.0488,-0.0410,1.0181,0.4272,-0.4883,-0.1221,1,494,879,0
15848922,25,-0.0464,-0.0391,1.0200,0.3052,-0.2441,-0.1831,1,470,849,0
15853945,26,-0.0449,-0.0376,1.0220,0.2441,-0.2441,-0.1221,1,483,847,0
15858930,27,-0.0459,-0.0371,1.0225,0.1221,-0.3052,-0.0610,1,492,846,0
15863928,28,-0.0469,-0.0381,1.0195,0.0610,-0.3052,-0.1221,1,510,835,0
15868928,29,-0.0469,-0.0396,1.0181,0.1831,-0.3052,-0.1831,1,499,821,0
15873928,30,-0.0454,-0.0396,1.0195,0.3052,-0.3662,-0.2441,1,489,864,0
15878928,31,-0.0449,-0.0376,1.0215,0.3052,-0.1831,-0.3052,1,502,903,0
15883929,32,-0.0449,-0.0352,1.0225,0.1831,-0.3052,-0.1831,1,481,854,0
15888927,33,-0.0454,-0.0356,1.0220,0.0000,-0.1221,-0.3662,1,467,870,0
15893927,34,-0.0469,-0.0371,1.0200,0.0000,0.0000,-0.3052,1,472,810,0
15898929,35,-0.0474,-0.0371,1.0186,-0.1221,0.0000,-0.1831,1,479,755,0
15903925,36,-0.0469,-0.0371,1.0190,-0.1831,0.0610,-0.1831,1,483,807,0
15908924,37,-0.0464,-0.0371,1.0215,-0.2441,0.0000,-0.2441,1,466,872,0
15913924,38,-0.0449,-0.0381,1.0254,-0.2441,0.1831,-0.3052,1,466,831,0
15918928,39,-0.0439,-0.0386,1.0269,-0.3052,0.2441,-0.2441,1,466,872,0
15923924,40,-0.0439,-0.0381,1.0259,-0.4272,0.3052,-0.2441,1,466,875,0
15928943,41,-0.0435,-0.0381,1.0244,-0.4883,0.3662,-0.1831,1,466,871,0
15933930,42,-0.0439,-0.0391,1.0234,-0.4883,0.3662,-0.1831,1,465,873,0
15938927,43,-0.0454,-0.0400,1.0220,-0.4272,0.4272,-0.1831,1,494,875,0
15943925,44,-0.0469,-0.0400,1.0205,-0.3052,0.3662,0.0000,1,493,875,0
15948929,45,-0.0479,-0.0400,1.0190,-0.1831,0.5493,-0.1831,1,471,790,0
15953922,46,-0.0493,-0.0415,1.0166,-0.1831,0.6104,-0.2441,1,482,856,0
15958925,47,-0.0503,-0.0415,1.0146,-0.1221,0.4883,-0.1831,1,499,848,0
15963923,48,-0.0508,-0.0410,1.0166,0.0610,0.3052,-0.1831,1,479,830,0
15968923,49,-0.0493,-0.0415,1.0210,0.1221,0.1831,-0.1831,1,497,771,0
15973930,50,-0.0464,-0.0405,1.0239,0.1831,0.2441,-0.1221,1,485,884,0
15978924,51,-0.0454,-0.0391,1.0244,0.1831,0.3052,-0.0610,1,501,833,0
15983928,52,-0.0454,-0.0386,1.0244,0.1831,0.3662,-0.1221,1,465,857,0
15988923,53,-0.0454,-0.0391,1.0229,0.0610,0.4272,-0.1831,1,466,873,0
15993923,54,-0.0469,-0.0396,1.0205,-0.1221,0.4883,-0.2441,1,478,856,0
15998924,55,-0.0488,-0.0405,1.0186,-0.0610,0.3662,-0.1831,1,478,849,0
16003929,56,-0.0498,-0.0420,1.0176,0.0610,0.4883,-0.2441,1,466,855,0
