t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
400393923,76700,-0.0337,-0.0366,1.0205,0.1221,0.3052,-0.3662,1,477,830,234
400398928,76701,-0.0322,-0.0376,1.0205,0.0610,0.1831,-0.3052,1,465,864,234
400403926,76702,-0.0308,-0.0376,1.0215,0.0610,0.2441,-0.3052,1,465,873,234
400408928,76703,-0.0308,-0.0376,1.0215,0.0610,0.1221,-0.2441,1,472,850,234
400413923,76704,-0.0312,-0.0376,1.0210,-0.0610,0.1831,-0.3052,1,471,853,234
400418923,76705,-0.0312,-0.0376,1.0215,-0.1831,0.3052,-0.3662,1,483,878,234
400423926,76706,-0.0312,-0.0381,1.0215,-0.1221,0.3662,-0.4272,1,465,901,234
400428923,76707,-0.0322,-0.0376,1.0220,-0.1831,0.3662,-0.3052,1,466,900,234
400433925,76708,-0.0332,-0.0381,1.0229,-0.1831,0.3052,-0.3052,1,492,878,234
400438929,76709,-0.0322,-0.0381,1.0229,-0.1221,0.3052,-0.2441,1,466,872,234
400443927,76710,-0.0317,-0.0376,1.0229,-0.1221,0.6104,-0.2441,1,493,873,234
400448925,76711,-0.0322,-0.0361,1.0239,-0.1221,0.6714,-0.3052,1,466,857,234
400453929,76712,-0.0327,-0.0352,1.0249,-0.1831,0.6104,-0.3662,1,479,847,234
400458926,76713,-0.0322,-0.0356,1.0254,-0.3052,0.5493,-0.1831,1,485,852,234
400463930,76714,-0.0322,-0.0371,1.0220,-0.3052,0.6104,-0.3052,1,476,853,234
400468923,76715,-0.0327,-0.0386,1.0225,-0.3052,0.7324,-0.1831,1,473,842,234
400473926,76716,-0.0327,-0.0391,1.0234,-0.4272,0.8545,-0.1831,1,489,848,234
400478923,76717,-0.0332,-0.0391,1.0234,-0.3052,0.9155,-0.2441,1,492,850,234
400483927,76718,-0.0327,-0.0381,1.0225,-0.3052,0.8545,-0.2441,1,480,865,234
400488922,76719,-0.0327,-0.0371,1.0225,-0.3052,0.9155,-0.2441,1,466,872,234
400493925,76720,-0.0327,-0.0376,1.0225,-0.1831,0.9155,-0.2441,1,465,921,234
400498925,76721,-0.0332,-0.0381,1.0220,-0.2441,0.9155,-0.2441,1,466,872,234
400503925,76722,-0.0332,-0.0376,1.0215,-0.2441,0.7935,-0.1221,1,466,880,234
400508926,76723,-0.0322,-0.0371,1.0220,-0.2441,0.9766,-0.1221,1,469,875,234
400513923,76724,-0.0317,-0.0356,1.0220,-0.3662,0.9155,-0.2441,1,472,859,234
400518931,76725,-0.0317,-0.0366,1.0220,-0.3662,0.9766,-0.3052,1,472,867,234
400523927,76726,-0.0317,-0.0391,1.0220,-0.1831,0.9766,-0.3052,1,483,859,234
400528922,76727,-0.0327,-0.0405,1.0229,-0.1831,0.9766,-0.3052,1,466,872,234
400533943,76728,-0.0337,-0.0400,1.0229,-0.1221,0.9766,-0.2441,1,466,878,234
400538927,76729,-0.0337,-0.0376,1.0225,-0.1831,0.9155,-0.3052,1,466,876,234
400543930,76730,-0.0332,-0.0366,1.0220,-0.3052,0.8545,-0.3052,1,493,875,234
400548929,76731,-0.0327,-0.0371,1.0229,-0.1831,0.8545,-0.3052,1,488,871,234
400553926,76732,-0.0322,-0.0371,1.0234,-0.1221,0.8545,-0.2441,1,464,785,234
400558928,76733,-0.0317,-0.0371,1.0239,-0.1831,0.7935,-0.2441,1,488,862,234
400563922,76734,-0.0308,-0.0386,1.0244,-0.1221,0.7935,-0.1831,1,492,857,234
400568929,76735,-0.0317,-0.0396,1.0234,-0.0610,0.7324,-0.2441,1,476,845,234
400573922,76736,-0.0332,-0.0386,1.0225,0.0610,0.7324,-0.2441,1,476,852,234
400578926,76737,-0.0337,-0.0381,1.0215,0.1221,0.6104,-0.0610,1,490,850,234
400583930,76738,-0.0322,-0.0381,1.0220,-0.0610,0.4883,-0.2441,1,490,837,234
400588926,76739,-0.0317,-0.0376,1.0229,-0.0610,0.6104,-0.1831,1,493,835,234
400593928,76740,-0.0332,-0.0376,1.0229,-0.0610,0.6714,-0.2441,1,484,866,234
400598923,76741,-0.0337,-0.0386,1.0220,0.0610,0.6104,-0.3052,1,465,907,234
400603927,76742,-0.0342,-0.0391,1.0220,0.2441,0.4883,-0.0610,1,474,857,234
400608930,76743,-0.0337,-0.0381,1.0234,0.1831,0.4883,-0.1221,1,473,870,234
400613925,76744,-0.0332,-0.0376,1.0239,0.1221,0.4272,-0.2441,1,474,873,234
400618929,76745,-0.0327,-0.0381,1.0239,0.1831,0.3662,-0.1221,1,482,862,234
400623923,76746,-0.0327,-0.0381,1.0234,0.4272,0.4272,-0.1831,1,482,861,234
400628922,76747,-0.0327,-0.0376,1.0229,0.3052,0.3052,-0.2441,1,484,864,234
400633930,76748,-0.0327,-0.0361,1.0229,0.3052,0.3662,-0.2441,1,466,875,234
400638936,76749,-0.0322,-0.0366,1.0229,0.3052,0.3662,-0.1831,1,466,883,234
400643925,76750,-0.0312,-0.0371,1.0234,0.3662,0.4883,-0.2441,1,466,883,234
400648923,76751,-0.0303,-0.0371,1.0244,0.3662,0.6104,-0.1831,1,493,909,234
400653929,76752,-0.0298,-0.0376,1.0239,0.3052,0.6104,-0.1831,1,477,877,234
400658927,76753,-0.0308,-0.0381,1.0225,0.3052,0.6104,-0.1221,1,493,795,234
400663929,76754,-0.0322,-0.0386,1.0220,0.2441,0.6104,-0.1221,1,491,794,234
400668930,76755,-0.0327,-0.0381,1.0229,0.2441,0.6714,-0.1831,1,487,845,234
400673925,76756,-0.0322,-0.0371,1.0234,0.1831,0.7324,-0.1221,1,491,853,234
400678931,76757,-0.0317,-0.0381,1.0229,0.0610,0.7324,-0.1831,1,485,874,234
400683928,76758,-0.0317,-0.0386,1.0239,0.1221,0.9155,-0.0610,1,488,850,234
400688929,76759,-0.0317,-0.0366,1.0234,0.0000,0.8545,-0.0610,1,483,848,234
400693929,76760,-0.0312,-0.0352,1.0229,0.0000,0.9766,-0.0610,1,492,793,234
400698925,76761,-0.0312,-0.0356,1.0239,0.0610,1.0986,-0.1221,1,484,796,234
400703931,76762,-0.0317,-0.0376,1.0249,-0.0610,1.2207,0.0000,1,465,853,234
400708922,76763,-0.0312,-0.0391,1.0249,-0.0610,1.4038,0.0610,1,482,822,234
400713926,76764,-0.0312,-0.0381,1.0244,-0.1221,1.5259,-0.0610,1,473,887,234
400718924,76765,-0.0308,-0.0366,1.0249,-0.2441,1.5259,0.0000,1,474,887,234
400723927,76766,-0.0308,-0.0376,1.0269,-0.3662,1.7700,0.1221,1,479,816,234
400728923,76767,-0.0317,-0.0386,1.0278,-0.4272,1.9531,0.1221,1,478,853,234
400733930,76768,-0.0332,-0.0376,1.0249,-0.3662,2.1362,0.1221,1,483,863,234
400738930,76769,-0.0356,-0.0361,1.0229,-0.4272,2.0142,0.1831,1,466,882,234
400743937,76770,-0.0361,-0.0376,1.0229,-0.4883,2.0752,0.0610,1,466,885,234
400748922,76771,-0.0342,-0.0396,1.0225,-0.4272,2.0752,0.1831,1,466,876,234
400753929,76772,-0.0337,-0.0410,1.0220,-0.4272,2.1973,0.1831,1,493,878,234
400758930,76773,-0.0352,-0.0410,1.0200,-0.3662,2.0142,0.1831,1,475,879,234
400763930,76774,-0.0381,-0.0396,1.0171,-0.2441,1.8311,0.2441,1,493,874,234
400768928,76775,-0.0400,-0.0386,1.0161,-0.5493,1.7090,0.0610,1,475,816,234
400773924,76776,-0.0391,-0.0381,1.0171,-0.6104,1.4648,0.1831,1,477,846,234
400778930,76777,-0.0371,-0.0381,1.0186,-0.4272,1.4648,0.2441,1,490,842,234
400783923,76778,-0.0361,-0.0396,1.0210,-0.4883,1.4038,0.1831,1,490,873,234
400788926,76779,-0.0361,-0.0400,1.0229,-0.4883,1.2207,0.1831,1,484,850,234
400793925,76780,-0.0366,-0.0396,1.0220,-0.4272,1.4038,0.3052,1,509,851,234
400798923,76781,-0.0381,-0.0400,1.0186,-0.5493,1.4038,0.2441,1,493,836,234
400803929,76782,-0.0396,-0.0405,1.0161,-0.5493,1.2207,0.2441,1,484,835,234
400808927,76783,-0.0386,-0.0396,1.0171,-0.4272,1.0376,0.1831,1,465,879,234
400813927,76784,-0.0371,-0.0400,1.0190,-0.3662,1.2207,0.3052,1,476,930,234
400818922,76785,-0.0371,-0.0405,1.0195,-0.3052,1.1597,0.3052,1,476,865,234
400823925,76786,-0.0376,-0.0391,1.0190,-0.1831,1.0986,0.3052,1,482,863,234
400828923,76787,-0.0381,-0.0405,1.0181,-0.0610,0.8545,0.3052,1,482,870,234
400833928,76788,-0.0381,-0.0430,1.0186,0.0610,0.9766,0.3052,1,465,846,234
400838923,76789,-0.0381,-0.0430,1.0205,0.2441,0.8545,0.2441,1,478,847,234
400843925,76790,-0.0376,-0.0415,1.0205,0.2441,0.7935,0.0610,1,466,858,234
400848926,76791,-0.0371,-0.0400,1.0200,0.1831,0.7935,0.0610,1,466,877,234
400853926,76792,-0.0376,-0.0386,1.0210,0.3052,0.6714,0.1221,1,465,874,234
400858927,76793,-0.0391,-0.0376,1.0205,0.3662,0.6104,0.1221,1,492,867,234
400863927,76794,-0.0396,-0.0371,1.0190,0.3662,0.3662,0.0610,1,466,867,234
400868929,76795,-0.0386,-0.0356,1.0186,0.4272,0.1831,0.1221,1,494,878,234
400873926,76796,-0.0376,-0.0366,1.0200,0.3052,0.0610,-0.1221,1,465,800,234
400878926,76797,-0.0352,-0.0381,1.0220,0.3662,0.0000,-0.0610,1,481,840,234
400883929,76798,-0.0347,-0.0400,1.0220,0.3052,0.2441,-0.0610,1,490,797,234
400888927,76799,-0.0356,-0.0405,1.0210,0.3052,0.1831,-0.1221,1,475,868,234
400893945,76800,-0.0352,-0.0400,1.0215,0.2441,0.3052,-0.0610,1,487,842,234
400898930,76801,-0.0352,-0.0396,1.0234,0.1831,0.2441,-0.1221,1,476,840,234
400903925,76802,-0.0356,-0.0376,1.0244,0.1831,0.1831,-0.1831,1,489,849,234
400908927,76803,-0.0352,-0.0361,1.0249,0.1831,0.3662,-0.1221,1,511,846,234
400913923,76804,-0.0347,-0.0356,1.0244,0.1831,0.4883,-0.1221,1,465,876,234
400918929,76805,-0.0352,-0.0371,1.0234,0.1831,0.6104,-0.1831,1,476,917,234
400923925,76806,-0.0361,-0.0386,1.0234,0.0610,0.7324,-0.1831,1,472,869,234
400928929,76807,-0.0361,-0.0386,1.0234,0.0610,0.7324,-0.1831,1,481,879,234
400933930,76808,-0.0356,-0.0376,1.0234,-0.0610,0.7324,-0.1221,1,481,880,234
400938924,76809,-0.0356,-0.0376,1.0234,-0.0610,0.9155,-0.1831,1,466,858,234
400943930,76810,-0.0361,-0.0381,1.0234,-0.0610,1.0376,-0.1831,1,484,863,234
400948922,76811,-0.0366,-0.0381,1.0229,-0.0610,1.0986,-0.1831,1,466,859,234
400953924,76812,-0.0376,-0.0376,1.0225,-0.0610,1.0986,-0.1831,1,466,879,234
400958931,76813,-0.0371,-0.0366,1.0225,-0.1831,1.0986,-0.3052,1,466,876,234
400963926,76814,-0.0356,-0.0361,1.0234,-0.2441,0.9155,-0.3052,1,492,879,234
400968925,76815,-0.0356,-0.0361,1.0249,-0.2441,0.9155,-0.3052,1,467,883,234
400973926,76816,-0.0366,-0.0366,1.0254,-0.3052,1.0376,-0.2441,1,492,883,234
400978927,76817,-0.0371,-0.0376,1.0249,-0.4883,1.1597,-0.3052,1,466,821,234
400983922,76818,-0.0366,-0.0376,1.0234,-0.5493,1.1597,-0.3662,1,490,848,234
400988926,76819,-0.0376,-0.0371,1.0229,-0.4272,1.0376,-0.4272,1,483,856,234
400993926,76820,-0.0386,-0.0376,1.0220,-0.4272,0.9766,-0.4272,1,490,873,234
400998923,76821,-0.0391,-0.0396,1.0210,-0.4883,0.9155,-0.4272,1,481,848,234
401003925,76822,-0.0391,-0.0405,1.0210,-0.4883,0.9155,-0.3052,1,504,843,234
401008923,76823,-0.0391,-0.0381,1.0220,-0.4883,0.8545,-0.3052,1,492,828,234
401013929,76824,-0.0381,-0.0366,1.0229,-0.5493,0.9155,-0.4272,1,484,769,234
401018929,76825,-0.0371,-0.0386,1.0225,-0.4883,1.0986,-0.4883,1,466,880,234
401023922,76826,-0.0371,-0.0405,1.0210,-0.3052,1.0376,-0.4883,1,482,917,234
401028924,76827,-0.0376,-0.0410,1.0200,-0.2441,0.9155,-0.4272,1,469,869,234
401033925,76828,-0.0386,-0.0391,1.0195,-0.2441,0.9766,-0.4883,1,475,878,234
401038923,76829,-0.0386,-0.0386,1.0200,-0.3052,0.9766,-0.4272,1,476,856,234
401043927,76830,-0.0386,-0.0391,1.0205,-0.1831,1.0376,-0.4883,1,482,852,234
401048925,76831,-0.0381,-0.0405,1.0210,0.0000,1.0986,-0.6104,1,483,854,234
401053930,76832,-0.0376,-0.0425,1.0215,0.1221,1.0376,-0.6714,1,466,822,234
401058938,76833,-0.0381,-0.0420,1.0210,0.2441,0.9766,-0.6104,1,466,868,234
401063923,76834,-0.0371,-0.0400,1.0205,0.0610,1.0986,-0.4883,1,466,866,234
401068929,76835,-0.0366,-0.0381,1.0205,0.0000,1.0986,-0.6104,1,493,874,234
401073927,76836,-0.0376,-0.0376,1.0210,0.0610,0.9766,-0.5493,1,465,754,234
401078922,76837,-0.0391,-0.0381,1.0205,-0.1221,1.0376,-0.5493,1,494,870,234
401083926,76838,-0.0396,-0.0396,1.0200,0.0000,1.0376,-0.4883,1,473,850,234
401088925,76839,-0.0391,-0.0405,1.0210,0.1221,0.8545,-0.5493,1,480,798,234
401093928,76840,-0.0386,-0.0405,1.0215,0.1221,0.9766,-0.4883,1,488,840,234
401098927,76841,-0.0386,-0.0405,1.0225,0.2441,0.8545,-0.6104,1,473,861,234
401103923,76842,-0.0386,-0.0396,1.0234,0.1221,0.7935,-0.5493,1,475,843,234
401108930,76843,-0.0386,-0.0371,1.0225,0.1221,0.8545,-0.4883,1,507,846,234
401113929,76844,-0.0391,-0.0352,1.0215,0.0610,0.7935,-0.4883,1,492,833,234
401118927,76845,-0.0391,-0.0352,1.0220,-0.0610,0.9155,-0.5493,1,484,827,234
401123928,76846,-0.0391,-0.0356,1.0225,0.0610,0.9155,-0.4883,1,465,901,234
401128925,76847,-0.0381,-0.0366,1.0229,-0.1221,0.8545,-0.3052,1,470,863,234
401133925,76848,-0.0381,-0.0391,1.0234,-0.1831,0.9766,-0.4272,1,477,869,234
401138931,76849,-0.0381,-0.0396,1.0225,-0.1221,0.8545,-0.4883,1,481,871,234
401143924,76850,-0.0391,-0.0391,1.0215,-0.1831,0.9155,-0.4272,1,482,851,234
401148924,76851,-0.0396,-0.0386,1.0205,-0.2441,1.0376,-0.4883,1,468,857,234
401153922,76852,-0.0391,-0.0391,1.0200,-0.2441,0.8545,-0.3662,1,483,857,234
401158924,76853,-0.0376,-0.0381,1.0205,-0.2441,0.8545,-0.3662,1,466,870,234
401163945,76854,-0.0376,-0.0371,1.0220,-0.4883,0.6104,-0.3662,1,466,876,234
401168928,76855,-0.0391,-0.0371,1.0225,-0.4883,0.6104,-0.3052,1,466,876,234
401173922,76856,-0.0400,-0.0381,1.0215,-0.4883,0.6104,-0.3662,1,492,866,234
401178922,76857,-0.0400,-0.0386,1.0215,-0.4883,0.6714,-0.4272,1,466,868,234
401183922,76858,-0.0391,-0.0386,1.0220,-0.5493,0.5493,-0.4883,1,493,818,234
401188928,76859,-0.0386,-0.0391,1.0205,-0.6104,0.6714,-0.4272,1,474,856,234
401193931,76860,-0.0376,-0.0400,1.0200,-0.4883,0.6714,-0.3662,1,478,841,234
401198925,76861,-0.0376,-0.0391,1.0205,-0.3662,0.5493,-0.4883,1,481,845,234
401203928,76862,-0.0386,-0.0381,1.0215,-0.4272,0.5493,-0.4272,1,473,868,234
401208927,76863,-0.0391,-0.0391,1.0234,-0.4883,0.6104,-0.4272,1,492,850,234
401213927,76864,-0.0396,-0.0405,1.0229,-0.4883,0.5493,-0.4883,1,481,840,234
