t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
1386688924,272988,-0.0210,-0.0200,1.0234,-0.1221,0.2441,-0.1831,1,508,853,1205
1386693929,272989,-0.0215,-0.0205,1.0244,0.0000,0.1221,-0.2441,1,466,877,1205
1386698923,272990,-0.0220,-0.0215,1.0244,0.0610,0.1831,-0.2441,1,494,756,1205
1386703926,272991,-0.0215,-0.0220,1.0244,-0.1221,0.3662,-0.3052,1,486,805,1205
1386708928,272992,-0.0205,-0.0220,1.0234,0.0000,0.2441,-0.2441,1,471,848,1205
1386713930,272993,-0.0215,-0.0205,1.0229,0.0610,0.3052,-0.2441,1,492,809,1205
1386718926,272994,-0.0229,-0.0195,1.0225,0.0000,0.3052,-0.2441,1,478,868,1205
1386723930,272995,-0.0229,-0.0186,1.0225,0.0000,0.3662,-0.3052,1,473,804,1205
1386728930,272996,-0.0225,-0.0190,1.0234,0.0000,0.4883,-0.3662,1,474,802,1205
1386733927,272997,-0.0210,-0.0195,1.0239,0.0000,0.2441,-0.1221,1,493,806,1205
1386738930,272998,-0.0200,-0.0210,1.0244,0.0610,0.3662,-0.1831,1,465,833,1205
1386743925,272999,-0.0195,-0.0210,1.0254,0.1221,0.4272,-0.2441,1,466,877,1205
1386748926,273000,-0.0210,-0.0200,1.0249,0.0000,0.4272,-0.3052,1,484,878,1205
1386753924,273001,-0.0220,-0.0205,1.0229,0.1221,0.3662,-0.3662,1,465,773,1205
1386758922,273002,-0.0210,-0.0210,1.0215,0.1221,0.3052,-0.3052,1,485,821,1205
1386763929,273003,-0.0195,-0.0195,1.0210,0.0610,0.2441,-0.2441,1,481,904,1205
1386768923,273004,-0.0190,-0.0186,1.0220,0.0610,0.2441,-0.2441,1,479,871,1205
1386773922,273005,-0.0200,-0.0195,1.0234,0.0000,0.1831,-0.1831,1,470,879,1205
1386778931,273006,-0.0220,-0.0205,1.0239,0.0610,0.1831,-0.2441,1,475,819,1205
1386783933,273007,-0.0239,-0.0215,1.0229,0.1831,0.3052,-0.1831,1,472,863,1205
1386788925,273008,-0.0239,-0.0225,1.0210,0.1831,0.3052,-0.2441,1,470,862,1205
1386793923,273009,-0.0225,-0.0215,1.0215,0.1221,0.2441,-0.3052,1,511,858,1205
1386798923,273010,-0.0210,-0.0195,1.0234,0.1831,0.2441,-0.3052,1,485,869,1205
1386803927,273011,-0.0195,-0.0181,1.0239,0.1221,0.1831,-0.3662,1,465,813,1205
1386808927,273012,-0.0195,-0.0181,1.0234,0.1221,0.2441,-0.3052,1,480,823,1205
1386813929,273013,-0.0205,-0.0181,1.0234,0.1221,0.2441,-0.3052,1,481,846,1205
1386818926,273014,-0.0205,-0.0190,1.0229,0.1831,0.3052,-0.3662,1,488,845,1205
1386823929,273015,-0.0205,-0.0190,1.0234,0.2441,0.3662,-0.3052,1,478,853,1205
1386828926,273016,-0.0215,-0.0195,1.0229,0.1831,0.3662,-0.1831,1,487,853,1205
1386833926,273017,-0.0220,-0.0200,1.0210,0.0610,0.3052,-0.3052,1,493,857,1205
1386838927,273018,-0.0215,-0.0200,1.0205,0.1221,0.4272,-0.3662,1,466,865,1205
1386843928,273019,-0.0205,-0.0200,1.0220,0.1831,0.3662,-0.3662,1,465,876,1205
1386848927,273020,-0.0205,-0.0205,1.0239,0.1221,0.3052,-0.3662,1,466,881,1205
1386853931,273021,-0.0205,-0.0205,1.0244,0.1221,0.3662,-0.3662,1,466,876,1205
1386858926,273022,-0.0210,-0.0195,1.0239,0.1221,0.4272,-0.2441,1,484,870,1205
1386863928,273023,-0.0225,-0.0200,1.0215,0.1831,0.4272,-0.2441,1,466,907,1205
1386868925,273024,-0.0220,-0.0210,1.0210,0.1831,0.4272,-0.2441,1,466,869,1205
1386873923,273025,-0.0205,-0.0205,1.0225,0.0610,0.6104,-0.2441,1,470,876,1205
