t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
1528506311,294497,-0.0322,-0.0264,1.0205,-0.2441,-0.1221,-0.0610,1,466,894,718
1528511302,294498,-0.0322,-0.0264,1.0215,-0.2441,-0.1831,-0.3052,1,466,877,718
1528516308,294499,-0.0303,-0.0259,1.0220,-0.3052,-0.1221,-0.3052,1,483,882,718
1528521305,294500,-0.0288,-0.0249,1.0220,-0.2441,-0.0610,-0.2441,1,467,856,718
1528526307,294501,-0.0278,-0.0234,1.0225,-0.0610,0.1221,-0.2441,1,465,828,718
1528531308,294502,-0.0264,-0.0229,1.0225,-0.0610,0.0610,-0.1221,1,465,931,718
1528536301,294503,-0.0273,-0.0244,1.0225,-0.2441,0.0610,-0.2441,1,492,861,718
1528541301,294504,-0.0283,-0.0254,1.0244,-0.2441,0.0610,-0.1221,1,486,879,718
1528546301,294505,-0.0288,-0.0259,1.0254,-0.1221,0.0610,-0.1831,1,493,784,718
1528551304,294506,-0.0283,-0.0259,1.0239,-0.1221,0.1221,-0.1831,1,484,839,718
1528556308,294507,-0.0283,-0.0249,1.0239,-0.1831,0.1831,-0.3052,1,489,831,718
1528561302,294508,-0.0298,-0.0234,1.0244,-0.1831,0.2441,-0.2441,1,482,838,718
1528566303,294509,-0.0298,-0.0234,1.0234,-0.2441,0.1221,-0.2441,1,476,856,718
1528571301,294510,-0.0293,-0.0244,1.0220,-0.1831,0.1831,-0.2441,1,487,852,718
1528576302,294511,-0.0283,-0.0249,1.0229,-0.1831,0.2441,-0.1831,1,488,885,718
1528581306,294512,-0.0283,-0.0249,1.0239,-0.2441,0.3662,-0.1221,1,466,861,718
1528586302,294513,-0.0283,-0.0249,1.0244,-0.2441,0.3662,-0.1831,1,466,885,718
1528591305,294514,-0.0278,-0.0249,1.0244,-0.2441,0.4883,-0.2441,1,466,891,718
1528596301,294515,-0.0273,-0.0249,1.0239,-0.3052,0.5493,-0.3052,1,466,888,718
1528601306,294516,-0.0288,-0.0254,1.0225,-0.2441,0.4883,-0.1221,1,466,880,718
1528606301,294517,-0.0298,-0.0269,1.0220,-0.3052,0.3662,-0.0610,1,466,876,718
1528611306,294518,-0.0298,-0.0278,1.0229,-0.2441,0.4272,-0.1221,1,483,874,718
1528616302,294519,-0.0288,-0.0264,1.0239,-0.1221,0.3052,-0.1831,1,465,881,718
1528621305,294520,-0.0288,-0.0254,1.0234,-0.1831,0.4883,-0.1831,1,484,867,718
1528626332,294521,-0.0288,-0.0264,1.0229,-0.1221,0.3662,-0.1831,1,467,911,718
1528631309,294522,-0.0283,-0.0254,1.0234,-0.0610,0.4272,-0.1221,1,471,921,718
1528636307,294523,-0.0278,-0.0239,1.0239,-0.1221,0.3662,-0.1221,1,481,873,718
1528641305,294524,-0.0283,-0.0244,1.0239,-0.1831,0.5493,-0.1831,1,493,876,718
1528646309,294525,-0.0298,-0.0264,1.0220,-0.1221,0.4272,-0.2441,1,483,766,718
1528651302,294526,-0.0308,-0.0269,1.0200,0.0610,0.3052,-0.1831,1,484,830,718
1528656303,294527,-0.0303,-0.0264,1.0205,0.0000,0.2441,-0.1831,1,495,823,718
1528661305,294528,-0.0293,-0.0264,1.0205,0.0000,0.3052,-0.2441,1,487,805,718
1528666304,294529,-0.0288,-0.0244,1.0210,0.0610,0.1831,-0.1221,1,474,802,718
1528671301,294530,-0.0293,-0.0229,1.0215,-0.0610,0.3052,-0.1831,1,481,848,718
1528676302,294531,-0.0298,-0.0234,1.0229,-0.1831,0.3052,-0.1831,1,466,846,718
1528681308,294532,-0.0298,-0.0244,1.0244,-0.1221,0.4272,-0.1221,1,466,879,718
1528686303,294533,-0.0303,-0.0244,1.0239,-0.1831,0.3662,-0.1831,1,466,877,718
1528691309,294534,-0.0308,-0.0244,1.0220,-0.1831,0.2441,-0.1831,1,466,885,718
1528696305,294535,-0.0303,-0.0254,1.0210,-0.1831,0.2441,-0.1831,1,466,883,718
1528701305,294536,-0.0298,-0.0249,1.0215,-0.1831,0.1831,-0.1221,1,466,879,718
1528706307,294537,-0.0288,-0.0234,1.0229,-0.2441,0.2441,-0.1221,1,466,881,718
1528711304,294538,-0.0288,-0.0239,1.0234,-0.2441,0.3662,-0.2441,1,483,884,718
