t_us, seq, ax, ay, az, gx, gy, gz, valid, t_imu_us, t_serial_us, missed
52481303,10,-0.0234,-0.0503,1.0190,0.4883,-0.5493,-0.4272,1,495,818,0
52486310,11,-0.0229,-0.0503,1.0181,0.4883,-0.5493,-0.4272,1,483,851,0
52491308,12,-0.0210,-0.0483,1.0195,0.5493,-0.4883,-0.4272,1,466,872,0
52496310,13,-0.0210,-0.0464,1.0200,0.6104,-0.4272,-0.4272,1,466,876,0
52501302,14,-0.0220,-0.0459,1.0200,0.7324,-0.6714,-0.3052,1,466,866,0
52506303,15,-0.0220,-0.0459,1.0205,0.7324,-0.7324,-0.4272,1,466,866,0
52511307,16,-0.0220,-0.0454,1.0210,0.6104,-0.6104,-0.4883,1,466,875,0
52516308,17,-0.0205,-0.0449,1.0215,0.6714,-0.7324,-0.3662,1,466,866,0
52521302,18,-0.0186,-0.0435,1.0234,0.5493,-0.5493,-0.3052,1,466,875,0
52526303,19,-0.0176,-0.0425,1.0249,0.5493,-0.5493,-0.2441,1,466,872,0
52531311,20,-0.0181,-0.0425,1.0254,0.3662,-0.4883,-0.2441,1,466,907,0
52536309,21,-0.0186,-0.0439,1.0249,0.1831,-0.3662,-0.3052,1,466,870,0
52541302,22,-0.0176,-0.0454,1.0239,0.3052,-0.1831,-0.2441,1,492,874,0
52546304,23,-0.0171,-0.0469,1.0225,0.1831,-0.1221,-0.1831,1,486,863,0
52551308,24,-0.0186,-0.0488,1.0205,0.1831,-0.1831,-0.2441,1,512,780,0
52556307,25,-0.0205,-0.0498,1.0200,0.1831,-0.1221,-0.2441,1,483,821,0
52561309,26,-0.0200,-0.0488,1.0210,0.3052,-0.0610,-0.2441,1,509,903,0
52566303,27,-0.0190,-0.0469,1.0220,0.4272,-0.1221,-0.2441,1,491,858,0
52571301,28,-0.0190,-0.0454,1.0220,0.3662,0.0000,-0.2441,1,489,839,0
52576309,29,-0.0195,-0.0439,1.0210,0.4883,0.0000,-0.2441,1,481,784,0
52581306,30,-0.0195,-0.0430,1.0195,0.4883,-0.0610,-0.3052,1,501,780,0
52586307,31,-0.0181,-0.0449,1.0210,0.4883,0.0610,-0.2441,1,483,821,0
52591304,32,-0.0181,-0.0474,1.0225,0.4883,0.0000,-0.2441,1,466,865,0
52596308,33,-0.0205,-0.0464,1.0225,0.5493,0.0610,-0.2441,1,465,822,0
52601306,34,-0.0220,-0.0444,1.0210,0.4883,0.0610,-0.1831,1,466,872,0
52606306,35,-0.0225,-0.0444,1.0186,0.4883,0.0000,-0.2441,1,466,871,0
52611301,36,-0.0220,-0.0449,1.0166,0.4272,-0.0610,-0.2441,1,466,827,0
52616306,37,-0.0215,-0.0444,1.0176,0.4883,-0.0610,-0.2441,1,466,875,0
52621303,38,-0.0210,-0.0435,1.0210,0.4272,-0.2441,-0.2441,1,466,872,0
52626302,39,-0.0190,-0.0435,1.0234,0.3052,-0.1831,-0.1831,1,466,872,0
52631301,40,-0.0166,-0.0444,1.0254,0.1831,-0.0610,-0.1221,1,466,873,0
52636309,41,-0.0151,-0.0435,1.0273,0.0610,0.1221,-0.0610,1,466,872,0
52641302,42,-0.0166,-0.0430,1.0273,-0.0610,0.1831,-0.1831,1,466,866,0
52646304,43,-0.0200,-0.0444,1.0249,0.0610,0.0000,-0.1221,1,483,875,0
52651303,44,-0.0215,-0.0454,1.0229,0.0610,0.1221,-0.1221,1,497,753,0
52656303,45,-0.0205,-0.0454,1.0225,0.0000,0.1221,-0.1221,1,482,798,0
52661303,46,-0.0190,-0.0454,1.0225,0.0000,0.1221,-0.1831,1,491,782,0
52666304,47,-0.0190,-0.0459,1.0200,0.0000,0.2441,-0.1221,1,494,788,0
52671302,48,-0.0195,-0.0469,1.0186,0.1221,0.3662,-0.1831,1,481,774,0
52676305,49,-0.0215,-0.0469,1.0181,0.1831,0.1831,-0.2441,1,494,822,0
52681308,50,-0.0225,-0.0469,1.0190,0.1221,0.1221,-0.1831,1,500,822,0
52686302,51,-0.0220,-0.0479,1.0205,0.3052,0.0610,-0.1831,1,505,816,0
52691308,52,-0.0210,-0.0479,1.0220,0.3052,0.0610,-0.3662,1,466,848,0
52696308,53,-0.0210,-0.0464,1.0239,0.4272,0.0610,-0.4272,1,466,865,0
52701308,54,-0.0210,-0.0449,1.0249,0.4272,-0.1221,-0.3662,1,466,872,0
52706303,55,-0.0200,-0.0439,1.0254,0.6104,-0.1221,-0.3662,1,466,874,0
52711303,56,-0.0181,-0.0435,1.0254,0.3662,-0.1831,-0.3052,1,466,867,0
52716305,57,-0.0166,-0.0430,1.0254,0.2441,-0.1221,-0.3052,1,466,867,0
52721309,58,-0.0156,-0.0425,1.0249,0.1831,0.0000,-0.3662,1,466,869,0
52726306,59,-0.0161,-0.0430,1.0259,0.0000,-0.0610,-0.3052,1,466,831,0
52731301,60,-0.0186,-0.0444,1.0254,-0.1831,0.0000,-0.3052,1,466,822,0
52736307,61,-0.0205,-0.0449,1.0229,-0.1221,-0.0610,-0.4272,1,466,825,0
52741324,62,-0.0215,-0.0469,1.0205,0.0610,-0.0610,-0.3052,1,466,872,0
52746301,63,-0.0210,-0.0464,1.0195,0.1221,-0.1831,-0.2441,1,466,859,0
52751304,64,-0.0195,-0.0449,1.0190,0.0610,-0.2441,-0.2441,1,480,859,0
52756302,65,-0.0186,-0.0444,1.0190,0.0000,-0.2441,-0.3052,1,511,819,0
