seq,t,dt,work,missed,,,
5215,34308554,5004,9,0,,,
5216,34313547,4993,9,0,,,
5217,34318552,5005,9,0,,,
5218,34323548,4996,9,0,,,
5219,34328546,4998,9,0,,,
5220,34333546,5000,9,0,,,
5221,34338551,5005,9,0,,,
5222,34343554,5003,9,0,,,
5223,34348548,4994,9,0,,,
5224,34353562,5014,9,0,,,
5225,34358554,4992,9,0,,,
5226,34363554,5000,9,0,,,
5227,34368546,4992,9,0,,,
5228,34373554,5008,9,0,,,
5229,34378549,4995,9,0,,,
5230,34383553,5004,9,0,,,
5231,34388554,5001,8,0,,,
5232,34393553,4999,9,0,,,
5233,34398551,4998,9,0,,,
5234,34403552,5001,9,0,,,
5235,34408555,5003,9,0,,,
5236,34413546,4991,9,0,,,
5237,34418548,5002,9,0,,,
5238,34423548,5000,8,0,,,
5239,34428547,4999,9,0,,,
5240,34433554,5007,9,0,,,
5241,34438553,4999,8,0,,,
5242,34443546,4993,9,0,,,
5243,34448546,5000,8,0,,,
5244,34453548,5002,9,0,,,
5245,34458550,5002,9,0,,,
5246,34463567,5017,9,0,,,
5247,34468550,4983,9,0,,,
5248,34473552,5002,8,0,,,
5249,34478551,4999,8,0,,,
5250,34483547,4996,9,0,,,
5251,34488551,5004,9,0,,,
5252,34493551,5000,9,0,,,
5253,34498552,5001,9,0,,,
5254,34503547,4995,9,0,,,
5255,34508548,5001,9,0,,,
5256,34513549,5001,9,0,,,
5257,34518552,5003,9,0,,,
5258,34523552,5000,9,0,,,
5259,34528550,4998,9,0,,,
5260,34533551,5001,9,0,,,
5261,34538547,4996,9,0,,,
5262,34543546,4999,9,0,,,
5263,34548549,5003,8,0,,,
5264,34553551,5002,9,0,,,
5265,34558548,4997,9,0,,,
5266,34563546,4998,8,0,,,
5267,34568556,5010,9,0,,,
5268,34573552,4996,9,0,,,
5269,34578554,5002,9,0,,,
5270,34583546,4992,9,0,,,
5271,34588553,5007,8,0,,,
5272,34593551,4998,9,0,,,
5273,34598546,4995,8,0,,,
5274,34603554,5008,8,0,,,
5275,34608554,5000,9,0,,,
5276,34613546,4992,9,0,,,
5277,34618554,5008,9,0,,,
5278,34623550,4996,9,0,,,
5279,34628547,4997,9,0,,,
5280,34633546,4999,9,0,,,
5281,34638547,5001,9,0,,,
5282,34643555,5008,9,0,,,
5283,34648550,4995,9,0,,,
5284,34653548,4998,9,0,,,
5285,34658548,5000,25,0,,,
5286,34663546,4998,9,0,,,
5287,34668553,5007,9,0,,,
5288,34673548,4995,9,0,,,
5289,34678551,5003,8,0,,,
5290,34683549,4998,9,0,,,
5291,34688547,4998,9,0,,,
5292,34693553,5006,9,0,,,
5293,34698550,4997,9,0,,,
5294,34703549,4999,9,0,,,
5295,34708547,4998,9,0,,,
5296,34713553,5006,9,0,,,
5297,34718549,4996,9,0,,,
5298,34723548,4999,9,0,,,
5299,34728547,4999,9,0,,,
5300,34733553,5006,9,0,,,
5301,34738553,5000,9,0,,,
5302,34743548,4995,9,0,,,
5303,34748552,5004,9,0,,,
5304,34753550,4998,9,0,,,
5305,34758546,4996,9,0,,,
5306,34763546,5000,9,0,,,
5307,34768546,5000,8,0,,,
5308,34773549,5003,8,0,,,
5309,34778554,5005,8,0,,,
5310,34783571,5017,9,0,,,
5311,34788547,4976,8,0,,,
5312,34793552,5005,9,0,,,
5313,34798547,4995,9,0,,,
5314,34803548,5001,9,0,,,
5315,34808552,5004,9,0,,,
5316,34813551,4999,8,0,,,
5317,34818547,4996,9,0,,,
5318,34823548,5001,9,0,,,
5319,34828546,4998,9,0,,,
5320,34833554,5008,9,0,,,
5321,34838548,4994,9,0,,,
5322,34843554,5006,9,0,,,
5323,34848548,4994,9,0,,,
5324,34853547,4999,9,0,,,
5325,34858551,5004,9,0,,,
5326,34863548,4997,9,0,,,
5327,34868557,5009,8,0,,,
5328,34873550,4993,8,0,,,
5329,34878551,5001,9,0,,,
5330,34883546,4995,9,0,,,
5331,34888555,5009,9,0,,,
5332,34893547,4992,9,0,,,
5333,34898552,5005,9,0,,,
5334,34903546,4994,9,0,,,
5335,34908552,5006,9,0,,,
5336,34913551,4999,9,0,,,
5337,34918551,5000,9,0,,,
5338,34923554,5003,9,0,,,
5339,34928546,4992,9,0,,,
5340,34933551,5005,9,0,,,
5341,34938547,4996,9,0,,,
5342,34943549,5002,9,0,,,
5343,34948546,4997,9,0,,,
5344,34953546,5000,9,0,,,
5345,34958549,5003,9,0,,,
5346,34963546,4997,9,0,,,
5347,34968553,5007,8,0,,,
5348,34973549,4996,9,0,,,
5349,34978548,4999,9,0,,,
5350,34983548,5000,9,0,,,
5351,34988550,5002,9,0,,,
5352,34993554,5004,8,0,,,
5353,34998569,5015,9,0,,,
5354,35003554,4985,9,0,,,
5355,35008547,4993,9,0,,,
5356,35013546,4999,9,0,,,
5357,35018549,5003,9,0,,,
5358,35023550,5001,9,0,,,
5359,35028548,4998,9,0,,,
5360,35033547,4999,9,0,,,
5361,35038554,5007,9,0,,,
5362,35043548,4994,8,0,,,
5363,35048551,5003,9,0,,,
5364,35053552,5001,9,0,,,
5365,35058547,4995,9,0,,,
5366,35063547,5000,9,0,,,
5367,35068555,5008,9,0,,,
5368,35073549,4994,9,0,,,
5369,35078550,5001,9,0,,,
5370,35083563,5013,9,0,,,
5371,35088552,4989,9,0,,,
5372,35093550,4998,9,0,,,
5373,35098548,4998,9,0,,,
5374,35103548,5000,9,0,,,
5375,35108549,5001,36,0,,,
5376,35113548,4999,8,0,,,
5377,35118549,5001,9,0,,,
5378,35123552,5003,9,0,,,
5379,35128552,5000,9,0,,,
5380,35133550,4998,8,0,,,
5381,35138551,5001,9,0,,,
5382,35143548,4997,9,0,,,
5383,35148552,5004,9,0,,,
5384,35153549,4997,9,0,,,
5385,35158549,5000,9,0,,,
5386,35163550,5001,8,0,,,
5387,35168554,5004,8,0,,,
5388,35173549,4995,9,0,,,
5389,35178548,4999,9,0,,,
5390,35183551,5003,9,0,,,
5391,35188546,4995,9,0,,,
5392,35193549,5003,9,0,,,
5393,35198554,5005,9,0,,,
5394,35203554,5000,8,0,,,
5395,35208554,5000,9,0,,,
5396,35213557,5003,9,0,,,
5397,35218554,4997,8,0,,,
5398,35223548,4994,9,0,,,
5399,35228555,5007,9,0,,,
5400,35233552,4997,9,0,,,
5401,35238555,5003,9,0,,,
5402,35243547,4992,8,0,,,
5403,35248554,5007,9,0,,,
5404,35253549,4995,9,0,,,
5405,35258548,4999,9,0,,,
5406,35263551,5003,9,0,,,
5407,35268553,5002,9,0,,,
5408,35273553,5000,9,0,,,
5409,35278549,4996,9,0,,,
5410,35283551,5002,9,0,,,
5411,35288552,5001,9,0,,,
5412,35293554,5002,9,0,,,
5413,35298547,4993,9,0,,,
5414,35303552,5005,9,0,,,
5415,35308549,4997,8,0,,,
5416,35313548,4999,9,0,,,
5417,35318546,4998,9,0,,,
5418,35323549,5003,8,0,,,
5419,35328553,5004,9,0,,,
5420,35333554,5001,9,0,,,
5421,35338554,5000,9,0,,,
5422,35343553,4999,9,0,,,
5423,35348546,4993,9,0,,,
5424,35353546,5000,8,0,,,
5425,35358549,5003,9,0,,,
5426,35363546,4997,9,0,,,
5427,35368549,5003,9,0,,,
5428,35373551,5002,8,0,,,
5429,35378552,5001,9,0,,,
5430,35383553,5001,9,0,,,
5431,35388548,4995,9,0,,,
5432,35393553,5005,9,0,,,
5433,35398551,4998,9,0,,,
5434,35403548,4997,9,0,,,
5435,35408546,4998,9,0,,,
5436,35413555,5009,9,0,,,
5437,35418552,4997,9,0,,,
5438,35423551,4999,9,0,,,
5439,35428570,5019,9,0,,,
5440,35433554,4984,8,0,,,
5441,35438553,4999,9,0,,,
5442,35443553,5000,9,0,,,
5443,35448548,4995,9,0,,,
5444,35453550,5002,9,0,,,
5445,35458552,5002,9,0,,,
5446,35463552,5000,9,0,,,
5447,35468550,4998,9,0,,,
5448,35473554,5004,9,0,,,
5449,35478552,4998,9,0,,,
5450,35483551,4999,9,0,,,
5451,35488554,5003,9,0,,,
5452,35493550,4996,9,0,,,
5453,35498552,5002,9,0,,,
5454,35503549,4997,9,0,,,
5455,35508553,5004,9,0,,,
5456,35513560,5007,9,0,,,
5457,35518552,4992,9,0,,,
5458,35523553,5001,9,0,,,
5459,35528549,4996,9,0,,,
5460,35533562,5013,9,0,,,
5461,35538579,5017,9,0,,,
5462,35543552,4973,9,0,,,
5463,35548548,4996,9,0,,,
5464,35553553,5005,9,0,,,
5465,35558553,5000,9,0,,,
5466,35563546,4993,8,0,,,
5467,35568547,5001,9,0,,,
5468,35573552,5005,9,0,,,
5469,35578554,5002,9,0,,,
5470,35583551,4997,8,0,,,
5471,35588553,5002,9,0,,,
5472,35593552,4999,8,0,,,
5473,35598549,4997,9,0,,,
5474,35603552,5003,9,0,,,
5475,35608547,4995,8,0,,,
5476,35613551,5004,9,0,,,
5477,35618563,5012,8,0,,,
5478,35623551,4988,9,0,,,
5479,35628551,5000,9,0,,,
5480,35633552,5001,9,0,,,
5481,35638548,4996,9,0,,,
5482,35643554,5006,9,0,,,
5483,35648548,4994,9,0,,,
5484,35653554,5006,8,0,,,
5485,35658553,4999,8,0,,,
5486,35663553,5000,9,0,,,
5487,35668548,4995,9,0,,,
5488,35673549,5001,9,0,,,
5489,35678554,5005,8,0,,,
5490,35683546,4992,8,0,,,
5491,35688553,5007,9,0,,,
5492,35693551,4998,8,0,,,
5493,35698551,5000,8,0,,,
5494,35703553,5002,9,0,,,
5495,35708548,4995,9,0,,,
5496,35713552,5004,9,0,,,
5497,35718552,5000,8,0,,,
5498,35723553,5001,9,0,,,
5499,35728548,4995,9,0,,,
5500,35733547,4999,9,0,,,
5501,35738546,4999,9,0,,,
5502,35743553,5007,9,0,,,
5503,35748572,5019,9,0,,,
5504,35753550,4978,9,0,,,
5505,35758554,5004,9,0,,,
5506,35763550,4996,9,0,,,
5507,35768551,5001,9,0,,,
5508,35773551,5000,9,0,,,
5509,35778550,4999,9,0,,,
5510,35783554,5004,9,0,,,
5511,35788552,4998,9,0,,,
5512,35793550,4998,8,0,,,
5513,35798549,4999,8,0,,,
5514,35803549,5000,9,0,,,
5515,35808548,4999,8,0,,,
5516,35813546,4998,9,0,,,
5517,35818547,5001,9,0,,,
5518,35823549,5002,9,0,,,
5519,35828549,5000,9,0,,,
5520,35833547,4998,9,0,,,
5521,35838553,5006,9,0,,,
5522,35843549,4996,8,0,,,
5523,35848553,5004,9,0,,,
5524,35853546,4993,9,0,,,
5525,35858550,5004,35,0,,,
5526,35863552,5002,9,0,,,
5527,35868552,5000,9,0,,,
5528,35873553,5001,9,0,,,
5529,35878552,4999,8,0,,,
5530,35883548,4996,9,0,,,
5531,35888546,4998,8,0,,,
5532,35893548,5002,8,0,,,
5533,35898549,5001,8,0,,,
5534,35903555,5006,9,0,,,
5535,35908546,4991,8,0,,,
5536,35913552,5006,8,0,,,
5537,35918555,5003,9,0,,,
5538,35923553,4998,9,0,,,
5539,35928553,5000,9,0,,,
5540,35933547,4994,9,0,,,
5541,35938549,5002,8,0,,,
5542,35943547,4998,26,0,,,
5543,35948555,5008,9,0,,,
5544,35953549,4994,9,0,,,
5545,35958546,4997,9,0,,,
5546,35963550,5004,9,0,,,
5547,35968547,4997,9,0,,,
5548,35973550,5003,9,0,,,
5549,35978551,5001,9,0,,,
5550,35983548,4997,9,0,,,
5551,35988551,5003,8,0,,,
5552,35993551,5000,9,0,,,
5553,35998551,5000,9,0,,,
5554,36003547,4996,9,0,,,
5555,36008546,4999,9,0,,,
5556,36013555,5009,9,0,,,
5557,36018547,4992,9,0,,,
5558,36023554,5007,9,0,,,
5559,36028550,4996,9,0,,,
5560,36033551,5001,9,0,,,
5561,36038549,4998,9,0,,,
5562,36043546,4997,9,0,,,
5563,36048554,5008,9,0,,,
5564,36053555,5001,8,0,,,
5565,36058549,4994,9,0,,,
5566,36063554,5005,9,0,,,
5567,36068554,5000,9,0,,,
5568,36073547,4993,9,0,,,
5569,36078569,5022,9,0,,,
5570,36083548,4979,9,0,,,
5571,36088548,5000,9,0,,,
5572,36093546,4998,9,0,,,
5573,36098552,5006,9,0,,,
5574,36103552,5000,9,0,,,
5575,36108547,4995,9,0,,,
5576,36113551,5004,9,0,,,
5577,36118553,5002,9,0,,,
5578,36123546,4993,9,0,,,
5579,36128546,5000,9,0,,,
5580,36133554,5008,8,0,,,
5581,36138553,4999,9,0,,,
5582,36143548,4995,9,0,,,
5583,36148552,5004,9,0,,,
5584,36153547,4995,8,0,,,
5585,36158546,4999,9,0,,,
5586,36163553,5007,9,0,,,
5587,36168552,4999,9,0,,,
5588,36173546,4994,9,0,,,
5589,36178549,5003,9,0,,,
5590,36183547,4998,9,0,,,
5591,36188553,5006,9,0,,,
5592,36193546,4993,9,0,,,
5593,36198554,5008,9,0,,,
5594,36203550,4996,9,0,,,
5595,36208552,5002,9,0,,,
5596,36213549,4997,9,0,,,
5597,36218553,5004,9,0,,,
5598,36223552,4999,9,0,,,
5599,36228552,5000,9,0,,,
5600,36233549,4997,9,0,,,
5601,36238550,5001,9,0,,,
5602,36243546,4996,8,0,,,
5603,36248551,5005,8,0,,,
5604,36253546,4995,9,0,,,
5605,36258550,5004,8,0,,,
5606,36263548,4998,8,0,,,
5607,36268553,5005,9,0,,,
5608,36273550,4997,9,0,,,
5609,36278554,5004,9,0,,,
5610,36283547,4993,9,0,,,
5611,36288551,5004,8,0,,,
5612,36293564,5013,9,0,,,
5613,36298554,4990,9,0,,,
5614,36303550,4996,9,0,,,
5615,36308549,4999,9,0,,,
5616,36313546,4997,9,0,,,
5617,36318547,5001,9,0,,,
5618,36323547,5000,9,0,,,
5619,36328549,5002,9,0,,,
5620,36333554,5005,9,0,,,
5621,36338554,5000,9,0,,,
5622,36343550,4996,9,0,,,
5623,36348554,5004,9,0,,,
5624,36353552,4998,9,0,,,
5625,36358549,4997,9,0,,,
5626,36363554,5005,9,0,,,
5627,36368550,4996,9,0,,,
5628,36373551,5001,9,0,,,
5629,36378550,4999,9,0,,,
5630,36383547,4997,9,0,,,
5631,36388553,5006,8,0,,,
5632,36393550,4997,9,0,,,
5633,36398550,5000,9,0,,,
5634,36403554,5004,9,0,,,
5635,36408551,4997,9,0,,,
5636,36413548,4997,8,0,,,
5637,36418550,5002,8,0,,,
5638,36423552,5002,9,0,,,
5639,36428552,5000,9,0,,,
5640,36433553,5001,8,0,,,
5641,36438552,4999,9,0,,,
5642,36443552,5000,9,0,,,
5643,36448551,4999,9,0,,,
5644,36453549,4998,9,0,,,
5645,36458549,5000,9,0,,,
5646,36463546,4997,9,0,,,
5647,36468549,5003,8,0,,,
5648,36473551,5002,8,0,,,
5649,36478553,5002,8,0,,,
5650,36483557,5004,8,0,,,
5651,36488550,4993,8,0,,,
5652,36493553,5003,9,0,,,
5653,36498554,5001,9,0,,,
5654,36503553,4999,9,0,,,
5655,36508551,4998,8,0,,,
5656,36513552,5001,9,0,,,
5657,36518546,4994,9,0,,,
5658,36523554,5008,9,0,,,
5659,36528550,4996,9,0,,,
5660,36533552,5002,9,0,,,
5661,36538551,4999,9,0,,,
5662,36543554,5003,9,0,,,
5663,36548553,4999,8,0,,,
5664,36553547,4994,9,0,,,
5665,36558549,5002,8,0,,,
5666,36563552,5003,9,0,,,
5667,36568549,4997,9,0,,,
5668,36573552,5003,9,0,,,
5669,36578551,4999,9,0,,,
5670,36583555,5004,8,0,,,
5671,36588554,4999,9,0,,,
5672,36593564,5010,9,0,,,
5673,36598548,4984,9,0,,,
5674,36603547,4999,8,0,,,
5675,36608555,5008,9,0,,,
5676,36613555,5000,9,0,,,
5677,36618560,5005,8,0,,,
5678,36623547,4987,9,0,,,
5679,36628553,5006,9,0,,,
5680,36633550,4997,9,0,,,
5681,36638546,4996,9,0,,,
5682,36643548,5002,9,0,,,
5683,36648546,4998,9,0,,,
5684,36653554,5008,9,0,,,
5685,36658546,4992,9,0,,,
5686,36663546,5000,8,0,,,
5687,36668548,5002,9,0,,,
5688,36673552,5004,9,0,,,
5689,36678546,4994,9,0,,,
5690,36683548,5002,9,0,,,
5691,36688547,4999,9,0,,,
5692,36693554,5007,8,0,,,
5693,36698546,4992,8,0,,,
5694,36703566,5020,8,0,,,
5695,36708555,4989,9,0,,,
5696,36713547,4992,9,0,,,
5697,36718551,5004,9,0,,,
5698,36723547,4996,8,0,,,
5699,36728554,5007,9,0,,,
5700,36733549,4995,8,0,,,
5701,36738553,5004,9,0,,,
5702,36743546,4993,9,0,,,
5703,36748553,5007,9,0,,,
5704,36753551,4998,9,0,,,
5705,36758550,4999,9,0,,,
5706,36763555,5005,9,0,,,
5707,36768553,4998,9,0,,,
5708,36773553,5000,8,0,,,
5709,36778549,4996,9,0,,,
5710,36783549,5000,9,0,,,
5711,36788554,5005,8,0,,,
5712,36793550,4996,9,0,,,
5713,36798548,4998,8,0,,,
5714,36803553,5005,9,0,,,
5715,36808546,4993,9,0,,,
5716,36813547,5001,8,0,,,
5717,36818552,5005,9,0,,,
5718,36823546,4994,9,0,,,
5719,36828549,5003,9,0,,,
5720,36833546,4997,9,0,,,
5721,36838550,5004,35,0,,,
5722,36843549,4999,8,0,,,
5723,36848555,5006,9,0,,,
5724,36853551,4996,9,0,,,
5725,36858550,4999,8,0,,,
5726,36863553,5003,9,0,,,
5727,36868553,5000,9,0,,,
5728,36873552,4999,9,0,,,
5729,36878551,4999,9,0,,,
5730,36883549,4998,9,0,,,
5731,36888551,5002,9,0,,,
5732,36893546,4995,9,0,,,
5733,36898547,5001,9,0,,,
5734,36903546,4999,9,0,,,
5735,36908554,5008,9,0,,,
5736,36913549,4995,8,0,,,
5737,36918549,5000,9,0,,,
5738,36923568,5019,8,0,,,
5739,36928555,4987,9,0,,,
5740,36933546,4991,8,0,,,
5741,36938552,5006,8,0,,,
5742,36943547,4995,9,0,,,
5743,36948554,5007,9,0,,,
5744,36953555,5001,36,0,,,
5745,36958550,4995,9,0,,,
5746,36963551,5001,9,0,,,
5747,36968551,5000,9,0,,,
5748,36973549,4998,9,0,,,
5749,36978551,5002,9,0,,,
5750,36983548,4997,8,0,,,
5751,36988551,5003,8,0,,,
5752,36993550,4999,8,0,,,
5753,36998550,5000,8,0,,,
5754,37003550,5000,9,0,,,
5755,37008551,5001,9,0,,,
5756,37013549,4998,9,0,,,
5757,37018549,5000,8,0,,,
5758,37023547,4998,9,0,,,
5759,37028565,5018,9,0,,,
5760,37033546,4981,9,0,,,
5761,37038550,5004,9,0,,,
5762,37043553,5003,9,0,,,
5763,37048552,4999,9,0,,,
5764,37053551,4999,8,0,,,
5765,37058554,5003,9,0,,,
5766,37063549,4995,9,0,,,
5767,37068547,4998,9,0,,,
5768,37073551,5004,9,0,,,
5769,37078548,4997,9,0,,,
5770,37083552,5004,9,0,,,
5771,37088554,5002,9,0,,,
5772,37093546,4992,9,0,,,
5773,37098552,5006,9,0,,,
5774,37103548,4996,9,0,,,
5775,37108546,4998,9,0,,,
5776,37113546,5000,9,0,,,
5777,37118555,5009,9,0,,,
5778,37123546,4991,9,0,,,
5779,37128553,5007,9,0,,,
5780,37133565,5012,9,0,,,
5781,37138552,4987,9,0,,,
5782,37143551,4999,9,0,,,
5783,37148551,5000,9,0,,,
5784,37153551,5000,9,0,,,
5785,37158547,4996,9,0,,,
5786,37163549,5002,9,0,,,
5787,37168551,5002,8,0,,,
5788,37173554,5003,9,0,,,
5789,37178553,4999,9,0,,,
5790,37183551,4998,9,0,,,
5791,37188548,4997,8,0,,,
5792,37193548,5000,9,0,,,
5793,37198547,4999,9,0,,,
5794,37203549,5002,9,0,,,
5795,37208551,5002,8,0,,,
5796,37213547,4996,9,0,,,
5797,37218552,5005,9,0,,,
5798,37223552,5000,9,0,,,
5799,37228552,5000,9,0,,,
5800,37233546,4994,9,0,,,
5801,37238547,5001,8,0,,,
5802,37243548,5001,9,0,,,
5803,37248547,4999,8,0,,,
5804,37253548,5001,9,0,,,
5805,37258555,5007,9,0,,,
5806,37263556,5001,9,0,,,
5807,37268546,4990,9,0,,,
5808,37273547,5001,9,0,,,
5809,37278554,5007,9,0,,,
5810,37283554,5000,8,0,,,
5811,37288553,4999,9,0,,,
5812,37293548,4995,9,0,,,
5813,37298550,5002,8,0,,,
5814,37303549,4999,9,0,,,
5815,37308547,4998,9,0,,,
5816,37313552,5005,9,0,,,
5817,37318555,5003,8,0,,,
5818,37323552,4997,8,0,,,
5819,37328553,5001,9,0,,,
5820,37333553,5000,8,0,,,
5821,37338546,4993,9,0,,,
5822,37343564,5018,9,0,,,
5823,37348552,4988,8,0,,,
5824,37353553,5001,9,0,,,
5825,37358546,4993,9,0,,,
5826,37363551,5005,9,0,,,
5827,37368555,5004,9,0,,,
5828,37373550,4995,9,0,,,
5829,37378553,5003,9,0,,,
5830,37383547,4994,8,0,,,
5831,37388548,5001,8,0,,,
5832,37393552,5004,9,0,,,
5833,37398548,4996,9,0,,,
5834,37403550,5002,9,0,,,
5835,37408553,5003,9,0,,,
5836,37413550,4997,8,0,,,
5837,37418547,4997,9,0,,,
5838,37423553,5006,9,0,,,
5839,37428553,5000,9,0,,,
5840,37433553,5000,9,0,,,
5841,37438554,5001,9,0,,,
5842,37443552,4998,9,0,,,
5843,37448547,4995,9,0,,,
5844,37453548,5001,25,0,,,
5845,37458546,4998,9,0,,,
5846,37463548,5002,9,0,,,
5847,37468552,5004,9,0,,,
5848,37473549,4997,9,0,,,
5849,37478551,5002,9,0,,,
5850,37483554,5003,8,0,,,
5851,37488551,4997,9,0,,,
5852,37493554,5003,9,0,,,
5853,37498553,4999,9,0,,,
5854,37503551,4998,9,0,,,
5855,37508554,5003,8,0,,,
5856,37513546,4992,9,0,,,
5857,37518554,5008,8,0,,,
5858,37523547,4993,9,0,,,
5859,37528550,5003,9,0,,,
5860,37533553,5003,9,0,,,
5861,37538548,4995,9,0,,,
5862,37543549,5001,9,0,,,
5863,37548546,4997,9,0,,,
5864,37553550,5004,9,0,,,
5865,37558563,5013,9,0,,,
5866,37563549,4986,9,0,,,
5867,37568546,4997,9,0,,,
5868,37573555,5009,9,0,,,
5869,37578550,4995,9,0,,,
5870,37583547,4997,9,0,,,
5871,37588571,5024,9,0,,,
5872,37593551,4980,9,0,,,
5873,37598546,4995,9,0,,,
5874,37603548,5002,8,0,,,
5875,37608549,5001,9,0,,,
5876,37613548,4999,9,0,,,
5877,37618547,4999,9,0,,,
5878,37623546,4999,8,0,,,
5879,37628546,5000,9,0,,,
5880,37633547,5001,9,0,,,
5881,37638552,5005,9,0,,,
5882,37643548,4996,8,0,,,
5883,37648546,4998,9,0,,,
5884,37653554,5008,9,0,,,
5885,37658549,4995,9,0,,,
5886,37663551,5002,9,0,,,
5887,37668550,4999,9,0,,,
5888,37673550,5000,9,0,,,
5889,37678550,5000,9,0,,,
5890,37683548,4998,9,0,,,
5891,37688553,5005,9,0,,,
5892,37693553,5000,9,0,,,
5893,37698554,5001,35,0,,,
5894,37703549,4995,9,0,,,
5895,37708546,4997,9,0,,,
5896,37713547,5001,9,0,,,
5897,37718550,5003,8,0,,,
5898,37723549,4999,8,0,,,
5899,37728553,5004,9,0,,,
5900,37733549,4996,9,0,,,
5901,37738554,5005,9,0,,,
5902,37743553,4999,9,0,,,
5903,37748550,4997,9,0,,,
5904,37753547,4997,8,0,,,
5905,37758555,5008,9,0,,,
5906,37763551,4996,9,0,,,
5907,37768553,5002,9,0,,,
5908,37773549,4996,9,0,,,
5909,37778549,5000,9,0,,,
5910,37783551,5002,9,0,,,
5911,37788547,4996,9,0,,,
5912,37793553,5006,9,0,,,
5913,37798546,4993,9,0,,,
5914,37803558,5012,9,0,,,
5915,37808552,4994,9,0,,,
5916,37813555,5003,8,0,,,
5917,37818548,4993,8,0,,,
5918,37823546,4998,9,0,,,
5919,37828549,5003,9,0,,,
5920,37833551,5002,9,0,,,
5921,37838554,5003,8,0,,,
5922,37843551,4997,9,0,,,
5923,37848550,4999,9,0,,,
5924,37853554,5004,9,0,,,
5925,37858552,4998,9,0,,,
5926,37863551,4999,9,0,,,
5927,37868550,4999,9,0,,,
5928,37873550,5000,9,0,,,
5929,37878550,5000,9,0,,,
5930,37883550,5000,26,0,,,
5931,37888546,4996,9,0,,,
5932,37893550,5004,9,0,,,
5933,37898547,4997,9,0,,,
5934,37903546,4999,8,0,,,
5935,37908567,5021,9,0,,,
5936,37913548,4981,36,0,,,
5937,37918546,4998,9,0,,,
5938,37923552,5006,9,0,,,
5939,37928555,5003,9,0,,,
5940,37933551,4996,8,0,,,
5941,37938546,4995,9,0,,,
5942,37943553,5007,8,0,,,
5943,37948546,4993,9,0,,,
5944,37953550,5004,8,0,,,
5945,37958551,5001,9,0,,,
5946,37963552,5001,9,0,,,
5947,37968554,5002,9,0,,,
5948,37973552,4998,9,0,,,
5949,37978550,4998,9,0,,,
5950,37983554,5004,8,0,,,
5951,37988554,5000,9,0,,,
5952,37993549,4995,9,0,,,
5953,37998546,4997,9,0,,,
5954,38003552,5006,9,0,,,
5955,38008552,5000,9,0,,,
5956,38013552,5000,9,0,,,
5957,38018549,4997,36,0,,,
5958,38023547,4998,9,0,,,
5959,38028550,5003,8,0,,,
5960,38033550,5000,8,0,,,
5961,38038550,5000,9,0,,,
5962,38043550,5000,9,0,,,
5963,38048550,5000,9,0,,,
5964,38053548,4998,9,0,,,
5965,38058550,5002,9,0,,,
5966,38063552,5002,9,0,,,
5967,38068552,5000,9,0,,,
5968,38073553,5001,9,0,,,
5969,38078551,4998,9,0,,,
5970,38083546,4995,9,0,,,
5971,38088555,5009,9,0,,,
5972,38093550,4995,8,0,,,
5973,38098548,4998,9,0,,,
5974,38103550,5002,9,0,,,
5975,38108550,5000,9,0,,,
5976,38113555,5005,9,0,,,
5977,38118546,4991,8,0,,,
5978,38123551,5005,9,0,,,
5979,38128555,5004,9,0,,,
5980,38133549,4994,9,0,,,
5981,38138553,5004,9,0,,,
5982,38143547,4994,9,0,,,
5983,38148551,5004,9,0,,,
5984,38153551,5000,9,0,,,
5985,38158553,5002,9,0,,,
5986,38163550,4997,9,0,,,
5987,38168553,5003,9,0,,,
5988,38173547,4994,9,0,,,
5989,38178550,5003,9,0,,,
5990,38183554,5004,9,0,,,
5991,38188549,4995,9,0,,,
5992,38193551,5002,9,0,,,
5993,38198570,5019,8,0,,,
5994,38203554,4984,9,0,,,
5995,38208549,4995,9,0,,,
5996,38213548,4999,8,0,,,
5997,38218547,4999,9,0,,,
5998,38223551,5004,8,0,,,
5999,38228571,5020,9,0,,,
6000,38233554,4983,9,0,,,
6001,38238546,4992,9,0,,,
6002,38243547,5001,9,0,,,
6003,38248553,5006,9,0,,,
6004,38253553,5000,9,0,,,
6005,38258551,4998,9,0,,,
6006,38263548,4997,9,0,,,
6007,38268555,5007,9,0,,,
6008,38273552,4997,9,0,,,
6009,38278551,4999,9,0,,,
6010,38283553,5002,9,0,,,
6011,38288549,4996,9,0,,,
6012,38293552,5003,9,0,,,
6013,38298551,4999,9,0,,,
6014,38303546,4995,9,0,,,
6015,38308546,5000,9,0,,,
6016,38313547,5001,9,0,,,
6017,38318548,5001,9,0,,,
6018,38323549,5001,8,0,,,
6019,38328552,5003,8,0,,,
6020,38333549,4997,8,0,,,
6021,38338548,4999,9,0,,,
6022,38343547,4999,8,0,,,
6023,38348551,5004,9,0,,,
6024,38353550,4999,9,0,,,
6025,38358553,5003,9,0,,,
6026,38363554,5001,9,0,,,
6027,38368552,4998,8,0,,,
6028,38373553,5001,8,0,,,
6029,38378550,4997,9,0,,,
6030,38383551,5001,9,0,,,
6031,38388550,4999,9,0,,,
6032,38393553,5003,9,0,,,
6033,38398554,5001,9,0,,,
6034,38403547,4993,9,0,,,
6035,38408552,5005,9,0,,,
6036,38413571,5019,9,0,,,
