seq,t,dt,work,missed,,,
2803,22248549,5002,8,0,,,
2804,22253551,5002,9,0,,,
2805,22258549,4998,8,0,,,
2806,22263555,5006,9,0,,,
2807,22268552,4997,8,0,,,
2808,22273552,5000,9,0,,,
2809,22278554,5002,9,0,,,
2810,22283547,4993,9,0,,,
2811,22288555,5008,9,0,,,
2812,22293553,4998,8,0,,,
2813,22298552,4999,9,0,,,
2814,22303552,5000,9,0,,,
2815,22308546,4994,9,0,,,
2816,22313550,5004,9,0,,,
2817,22318552,5002,9,0,,,
2818,22323554,5002,9,0,,,
2819,22328552,4998,9,0,,,
2820,22333550,4998,8,0,,,
2821,22338550,5000,9,0,,,
2822,22343549,4999,9,0,,,
2823,22348554,5005,9,0,,,
2824,22353551,4997,9,0,,,
2825,22358551,5000,9,0,,,
2826,22363549,4998,9,0,,,
2827,22368547,4998,9,0,,,
2828,22373555,5008,26,0,,,
2829,22378546,4991,9,0,,,
2830,22383548,5002,9,0,,,
2831,22388548,5000,9,0,,,
2832,22393546,4998,9,0,,,
2833,22398553,5007,9,0,,,
2834,22403555,5002,9,0,,,
2835,22408546,4991,9,0,,,
2836,22413546,5000,9,0,,,
2837,22418554,5008,9,0,,,
2838,22423554,5000,9,0,,,
2839,22428547,4993,9,0,,,
2840,22433547,5000,9,0,,,
2841,22438552,5005,9,0,,,
2842,22443553,5001,9,0,,,
2843,22448546,4993,9,0,,,
2844,22453549,5003,9,0,,,
2845,22458566,5017,9,0,,,
2846,22463554,4988,9,0,,,
2847,22468552,4998,9,0,,,
2848,22473560,5008,8,0,,,
2849,22478554,4994,9,0,,,
2850,22483552,4998,8,0,,,
2851,22488550,4998,9,0,,,
2852,22493555,5005,9,0,,,
2853,22498549,4994,9,0,,,
2854,22503552,5003,9,0,,,
2855,22508548,4996,9,0,,,
2856,22513549,5001,9,0,,,
2857,22518548,4999,9,0,,,
2858,22523553,5005,9,0,,,
2859,22528547,4994,9,0,,,
2860,22533554,5007,8,0,,,
2861,22538546,4992,9,0,,,
2862,22543547,5001,9,0,,,
2863,22548549,5002,9,0,,,
2864,22553550,5001,9,0,,,
2865,22558546,4996,9,0,,,
2866,22563553,5007,9,0,,,
2867,22568555,5002,8,0,,,
2868,22573550,4995,9,0,,,
2869,22578560,5010,9,0,,,
2870,22583547,4987,9,0,,,
2871,22588552,5005,9,0,,,
2872,22593553,5001,9,0,,,
2873,22598552,4999,9,0,,,
2874,22603549,4997,8,0,,,
2875,22608554,5005,8,0,,,
2876,22613551,4997,9,0,,,
2877,22618549,4998,9,0,,,
2878,22623547,4998,9,0,,,
2879,22628551,5004,9,0,,,
2880,22633549,4998,9,0,,,
2881,22638550,5001,9,0,,,
2882,22643553,5003,9,0,,,
2883,22648553,5000,9,0,,,
2884,22653553,5000,9,0,,,
2885,22658550,4997,9,0,,,
2886,22663552,5002,9,0,,,
2887,22668557,5005,9,0,,,
2888,22673554,4997,9,0,,,
2889,22678546,4992,9,0,,,
2890,22683554,5008,9,0,,,
2891,22688546,4992,9,0,,,
2892,22693552,5006,9,0,,,
2893,22698554,5002,9,0,,,
2894,22703551,4997,9,0,,,
2895,22708550,4999,9,0,,,
2896,22713547,4997,8,0,,,
2897,22718549,5002,9,0,,,
2898,22723549,5000,9,0,,,
2899,22728547,4998,9,0,,,
2900,22733548,5001,8,0,,,
2901,22738554,5006,9,0,,,
2902,22743552,4998,9,0,,,
2903,22748546,4994,9,0,,,
2904,22753551,5005,9,0,,,
2905,22758552,5001,9,0,,,
2906,22763550,4998,9,0,,,
2907,22768549,4999,9,0,,,
2908,22773558,5009,9,0,,,
2909,22778551,4993,9,0,,,
2910,22783552,5001,9,0,,,
2911,22788550,4998,25,0,,,
2912,22793549,4999,9,0,,,
2913,22798554,5005,9,0,,,
2914,22803553,4999,9,0,,,
2915,22808550,4997,9,0,,,
2916,22813549,4999,9,0,,,
2917,22818546,4997,8,0,,,
2918,22823551,5005,8,0,,,
2919,22828555,5004,9,0,,,
2920,22833552,4997,9,0,,,
2921,22838554,5002,9,0,,,
2922,22843550,4996,8,0,,,
2923,22848548,4998,9,0,,,
2924,22853553,5005,9,0,,,
2925,22858555,5002,8,0,,,
2926,22863552,4997,9,0,,,
2927,22868550,4998,8,0,,,
2928,22873552,5002,9,0,,,
2929,22878576,5024,9,0,,,
2930,22883546,4970,9,0,,,
2931,22888558,5012,9,0,,,
2932,22893555,4997,9,0,,,
2933,22898554,4999,9,0,,,
2934,22903554,5000,8,0,,,
2935,22908552,4998,9,0,,,
2936,22913547,4995,9,0,,,
2937,22918552,5005,9,0,,,
2938,22923549,4997,8,0,,,
2939,22928555,5006,9,0,,,
2940,22933550,4995,9,0,,,
2941,22938553,5003,9,0,,,
2942,22943547,4994,9,0,,,
2943,22948554,5007,9,0,,,
2944,22953551,4997,9,0,,,
2945,22958552,5001,9,0,,,
2946,22963549,4997,9,0,,,
2947,22968550,5001,9,0,,,
2948,22973549,4999,9,0,,,
2949,22978551,5002,9,0,,,
2950,22983552,5001,9,0,,,
2951,22988552,5000,9,0,,,
2952,22993561,5009,9,0,,,
2953,22998552,4991,9,0,,,
2954,23003552,5000,9,0,,,
2955,23008547,4995,9,0,,,
2956,23013554,5007,9,0,,,
2957,23018552,4998,9,0,,,
2958,23023552,5000,9,0,,,
2959,23028549,4997,9,0,,,
2960,23033549,5000,9,0,,,
2961,23038550,5001,9,0,,,
2962,23043551,5001,8,0,,,
2963,23048550,4999,9,0,,,
2964,23053548,4998,9,0,,,
2965,23058551,5003,9,0,,,
2966,23063551,5000,9,0,,,
2967,23068552,5001,9,0,,,
2968,23073546,4994,8,0,,,
2969,23078546,5000,9,0,,,
2970,23083555,5009,9,0,,,
2971,23088550,4995,9,0,,,
2972,23093552,5002,9,0,,,
2973,23098547,4995,26,0,,,
2974,23103548,5001,9,0,,,
2975,23108554,5006,9,0,,,
2976,23113551,4997,8,0,,,
2977,23118546,4995,9,0,,,
2978,23123548,5002,9,0,,,
2979,23128550,5002,9,0,,,
2980,23133555,5005,8,0,,,
2981,23138547,4992,9,0,,,
2982,23143546,4999,8,0,,,
2983,23148553,5007,9,0,,,
2984,23153554,5001,9,0,,,
2985,23158553,4999,9,0,,,
2986,23163552,4999,8,0,,,
2987,23168551,4999,9,0,,,
2988,23173547,4996,8,0,,,
2989,23178549,5002,9,0,,,
2990,23183550,5001,9,0,,,
2991,23188548,4998,9,0,,,
2992,23193550,5002,9,0,,,
2993,23198552,5002,9,0,,,
2994,23203552,5000,9,0,,,
2995,23208550,4998,9,0,,,
2996,23213553,5003,8,0,,,
2997,23218547,4994,9,0,,,
2998,23223551,5004,9,0,,,
2999,23228550,4999,9,0,,,
3000,23233555,5005,8,0,,,
3001,23238554,4999,8,0,,,
3002,23243551,4997,9,0,,,
3003,23248551,5000,9,0,,,
3004,23253555,5004,9,0,,,
3005,23258549,4994,9,0,,,
3006,23263548,4999,8,0,,,
3007,23268549,5001,8,0,,,
3008,23273549,5000,9,0,,,
3009,23278552,5003,8,0,,,
3010,23283555,5003,9,0,,,
3011,23288550,4995,9,0,,,
3012,23293561,5011,9,0,,,
3013,23298551,4990,8,0,,,
3014,23303553,5002,9,0,,,
3015,23308554,5001,8,0,,,
3016,23313550,4996,9,0,,,
3017,23318555,5005,9,0,,,
3018,23323549,4994,8,0,,,
3019,23328548,4999,9,0,,,
3020,23333548,5000,9,0,,,
3021,23338547,4999,9,0,,,
3022,23343553,5006,9,0,,,
3023,23348552,4999,9,0,,,
3024,23353555,5003,8,0,,,
3025,23358546,4991,9,0,,,
3026,23363555,5009,9,0,,,
3027,23368547,4992,9,0,,,
3028,23373549,5002,9,0,,,
3029,23378547,4998,9,0,,,
3030,23383554,5007,9,0,,,
3031,23388553,4999,9,0,,,
3032,23393548,4995,9,0,,,
3033,23398567,5019,8,0,,,
3034,23403580,5013,8,0,,,
3035,23408553,4973,9,0,,,
3036,23413549,4996,26,0,,,
3037,23418552,5003,9,0,,,
3038,23423548,4996,9,0,,,
3039,23428553,5005,9,0,,,
3040,23433549,4996,9,0,,,
3041,23438551,5002,9,0,,,
3042,23443550,4999,9,0,,,
3043,23448554,5004,9,0,,,
3044,23453549,4995,8,0,,,
3045,23458550,5001,9,0,,,
3046,23463552,5002,9,0,,,
3047,23468550,4998,9,0,,,
3048,23473546,4996,9,0,,,
3049,23478551,5005,9,0,,,
3050,23483551,5000,9,0,,,
3051,23488549,4998,9,0,,,
3052,23493552,5003,9,0,,,
3053,23498546,4994,9,0,,,
3054,23503558,5012,8,0,,,
3055,23508546,4988,9,0,,,
3056,23513568,5022,9,0,,,
3057,23518548,4980,9,0,,,
3058,23523548,5000,9,0,,,
3059,23528546,4998,9,0,,,
3060,23533553,5007,9,0,,,
3061,23538547,4994,9,0,,,
3062,23543551,5004,9,0,,,
3063,23548552,5001,9,0,,,
3064,23553553,5001,9,0,,,
3065,23558551,4998,9,0,,,
3066,23563553,5002,9,0,,,
3067,23568550,4997,9,0,,,
3068,23573552,5002,8,0,,,
3069,23578551,4999,9,0,,,
3070,23583549,4998,9,0,,,
3071,23588548,4999,9,0,,,
3072,23593546,4998,8,0,,,
3073,23598550,5004,9,0,,,
3074,23603563,5013,9,0,,,
3075,23608550,4987,9,0,,,
3076,23613549,4999,8,0,,,
3077,23618548,4999,9,0,,,
3078,23623546,4998,9,0,,,
3079,23628548,5002,8,0,,,
3080,23633554,5006,8,0,,,
3081,23638554,5000,9,0,,,
3082,23643552,4998,9,0,,,
3083,23648552,5000,8,0,,,
3084,23653549,4997,9,0,,,
3085,23658552,5003,9,0,,,
3086,23663547,4995,9,0,,,
3087,23668553,5006,9,0,,,
3088,23673555,5002,9,0,,,
3089,23678554,4999,9,0,,,
3090,23683547,4993,9,0,,,
3091,23688552,5005,9,0,,,
3092,23693553,5001,8,0,,,
3093,23698550,4997,9,0,,,
3094,23703550,5000,9,0,,,
3095,23708558,5008,9,0,,,
3096,23713547,4989,9,0,,,
3097,23718571,5024,9,0,,,
3098,23723550,4979,9,0,,,
3099,23728547,4997,8,0,,,
3100,23733551,5004,9,0,,,
3101,23738552,5001,8,0,,,
3102,23743551,4999,8,0,,,
3103,23748547,4996,9,0,,,
3104,23753547,5000,9,0,,,
3105,23758554,5007,8,0,,,
3106,23763551,4997,9,0,,,
3107,23768547,4996,9,0,,,
3108,23773546,4999,9,0,,,
3109,23778553,5007,9,0,,,
3110,23783550,4997,9,0,,,
3111,23788552,5002,9,0,,,
3112,23793551,4999,9,0,,,
3113,23798550,4999,9,0,,,
3114,23803548,4998,8,0,,,
3115,23808551,5003,9,0,,,
3116,23813546,4995,9,0,,,
3117,23818552,5006,9,0,,,
3118,23823547,4995,26,0,,,
3119,23828554,5007,9,0,,,
3120,23833549,4995,9,0,,,
3121,23838552,5003,9,0,,,
3122,23843546,4994,9,0,,,
3123,23848551,5005,9,0,,,
3124,23853551,5000,9,0,,,
3125,23858550,4999,9,0,,,
3126,23863550,5000,9,0,,,
3127,23868551,5001,9,0,,,
3128,23873551,5000,8,0,,,
3129,23878547,4996,9,0,,,
3130,23883547,5000,9,0,,,
3131,23888554,5007,9,0,,,
3132,23893548,4994,9,0,,,
3133,23898548,5000,8,0,,,
3134,23903549,5001,9,0,,,
3135,23908550,5001,9,0,,,
3136,23913549,4999,9,0,,,
3137,23918550,5001,9,0,,,
3138,23923547,4997,9,0,,,
3139,23928557,5010,9,0,,,
3140,23933553,4996,9,0,,,
3141,23938546,4993,9,0,,,
3142,23943549,5003,8,0,,,
3143,23948546,4997,9,0,,,
3144,23953546,5000,9,0,,,
3145,23958548,5002,9,0,,,
3146,23963550,5002,9,0,,,
3147,23968549,4999,9,0,,,
3148,23973550,5001,9,0,,,
3149,23978549,4999,8,0,,,
3150,23983554,5005,9,0,,,
3151,23988555,5001,9,0,,,
3152,23993554,4999,9,0,,,
3153,23998554,5000,8,0,,,
3154,24003550,4996,9,0,,,
3155,24008553,5003,9,0,,,
3156,24013550,4997,8,0,,,
3157,24018551,5001,9,0,,,
3158,24023553,5002,8,0,,,
3159,24028553,5000,35,0,,,
3160,24033555,5002,9,0,,,
3161,24038548,4993,9,0,,,
3162,24043552,5004,9,0,,,
3163,24048546,4994,9,0,,,
3164,24053548,5002,9,0,,,
3165,24058546,4998,9,0,,,
3166,24063554,5008,8,0,,,
3167,24068548,4994,8,0,,,
3168,24073554,5006,9,0,,,
3169,24078554,5000,9,0,,,
3170,24083552,4998,9,0,,,
3171,24088549,4997,9,0,,,
3172,24093546,4997,9,0,,,
3173,24098553,5007,9,0,,,
3174,24103546,4993,9,0,,,
3175,24108548,5002,9,0,,,
3176,24113546,4998,8,0,,,
3177,24118548,5002,9,0,,,
3178,24123553,5005,9,0,,,
3179,24128569,5016,9,0,,,
3180,24133546,4977,9,0,,,
3181,24138571,5025,9,0,,,
3182,24143550,4979,9,0,,,
3183,24148551,5001,9,0,,,
3184,24153550,4999,9,0,,,
3185,24158551,5001,8,0,,,
3186,24163553,5002,9,0,,,
3187,24168546,4993,9,0,,,
3188,24173550,5004,9,0,,,
3189,24178550,5000,9,0,,,
3190,24183549,4999,9,0,,,
3191,24188553,5004,9,0,,,
3192,24193546,4993,9,0,,,
3193,24198550,5004,9,0,,,
3194,24203551,5001,9,0,,,
3195,24208551,5000,9,0,,,
3196,24213554,5003,9,0,,,
3197,24218547,4993,8,0,,,
3198,24223555,5008,9,0,,,
3199,24228550,4995,9,0,,,
3200,24233573,5023,9,0,,,
3201,24238549,4976,9,0,,,
3202,24243567,5018,9,0,,,
3203,24248554,4987,9,0,,,
3204,24253554,5000,8,0,,,
3205,24258546,4992,9,0,,,
3206,24263553,5007,9,0,,,
3207,24268547,4994,9,0,,,
3208,24273549,5002,9,0,,,
3209,24278549,5000,8,0,,,
3210,24283546,4997,9,0,,,
3211,24288551,5005,9,0,,,
3212,24293547,4996,8,0,,,
3213,24298546,4999,8,0,,,
3214,24303550,5004,9,0,,,
3215,24308554,5004,9,0,,,
3216,24313547,4993,9,0,,,
3217,24318547,5000,9,0,,,
3218,24323553,5006,9,0,,,
3219,24328554,5001,8,0,,,
3220,24333555,5001,9,0,,,
3221,24338565,5010,9,0,,,
3222,24343554,4989,8,0,,,
3223,24348566,5012,9,0,,,
3224,24353553,4987,9,0,,,
3225,24358549,4996,9,0,,,
3226,24363547,4998,9,0,,,
3227,24368547,5000,9,0,,,
3228,24373551,5004,9,0,,,
3229,24378548,4997,9,0,,,
3230,24383547,4999,9,0,,,
3231,24388546,4999,9,0,,,
3232,24393546,5000,9,0,,,
3233,24398552,5006,9,0,,,
3234,24403551,4999,9,0,,,
3235,24408548,4997,9,0,,,
3236,24413547,4999,9,0,,,
3237,24418549,5002,9,0,,,
3238,24423555,5006,8,0,,,
3239,24428553,4998,9,0,,,
3240,24433547,4994,9,0,,,
3241,24438549,5002,9,0,,,
3242,24443554,5005,9,0,,,
3243,24448546,4992,36,0,,,
3244,24453561,5015,8,0,,,
3245,24458550,4989,9,0,,,
3246,24463551,5001,9,0,,,
3247,24468553,5002,9,0,,,
3248,24473550,4997,8,0,,,
3249,24478551,5001,8,0,,,
3250,24483554,5003,9,0,,,
3251,24488555,5001,9,0,,,
3252,24493550,4995,9,0,,,
3253,24498549,4999,9,0,,,
3254,24503548,4999,9,0,,,
3255,24508552,5004,9,0,,,
3256,24513549,4997,9,0,,,
3257,24518551,5002,9,0,,,
3258,24523547,4996,9,0,,,
3259,24528546,4999,8,0,,,
3260,24533554,5008,9,0,,,
3261,24538554,5000,9,0,,,
3262,24543551,4997,8,0,,,
3263,24548549,4998,9,0,,,
3264,24553547,4998,36,0,,,
3265,24558572,5025,9,0,,,
3266,24563554,4982,8,0,,,
3267,24568551,4997,9,0,,,
3268,24573546,4995,9,0,,,
3269,24578554,5008,9,0,,,
3270,24583550,4996,9,0,,,
3271,24588548,4998,9,0,,,
3272,24593554,5006,9,0,,,
3273,24598550,4996,9,0,,,
3274,24603546,4996,8,0,,,
3275,24608550,5004,8,0,,,
3276,24613546,4996,8,0,,,
3277,24618548,5002,9,0,,,
3278,24623547,4999,8,0,,,
3279,24628552,5005,9,0,,,
3280,24633552,5000,9,0,,,
3281,24638554,5002,9,0,,,
3282,24643549,4995,9,0,,,
3283,24648549,5000,9,0,,,
3284,24653556,5007,9,0,,,
3285,24658551,4995,9,0,,,
3286,24663554,5003,9,0,,,
3287,24668549,4995,9,0,,,
3288,24673552,5003,9,0,,,
3289,24678547,4995,9,0,,,
3290,24683549,5002,9,0,,,
3291,24688548,4999,9,0,,,
3292,24693553,5005,9,0,,,
3293,24698549,4996,9,0,,,
3294,24703552,5003,9,0,,,
3295,24708552,5000,9,0,,,
3296,24713547,4995,9,0,,,
3297,24718547,5000,8,0,,,
3298,24723546,4999,9,0,,,
3299,24728546,5000,9,0,,,
3300,24733547,5001,9,0,,,
3301,24738549,5002,8,0,,,
3302,24743549,5000,9,0,,,
3303,24748553,5004,9,0,,,
3304,24753546,4993,9,0,,,
3305,24758553,5007,9,0,,,
3306,24763552,4999,9,0,,,
3307,24768547,4995,25,0,,,
3308,24773548,5001,9,0,,,
3309,24778546,4998,8,0,,,
3310,24783553,5007,9,0,,,
3311,24788552,4999,9,0,,,
3312,24793550,4998,9,0,,,
3313,24798550,5000,8,0,,,
3314,24803549,4999,8,0,,,
3315,24808548,4999,8,0,,,
3316,24813546,4998,9,0,,,
3317,24818552,5006,9,0,,,
3318,24823551,4999,9,0,,,
3319,24828547,4996,9,0,,,
3320,24833551,5004,9,0,,,
3321,24838555,5004,8,0,,,
3322,24843549,4994,9,0,,,
3323,24848550,5001,9,0,,,
3324,24853553,5003,8,0,,,
3325,24858554,5001,8,0,,,
3326,24863547,4993,9,0,,,
3327,24868547,5000,35,0,,,
3328,24873568,5021,9,0,,,
3329,24878548,4980,9,0,,,
3330,24883548,5000,9,0,,,
3331,24888549,5001,9,0,,,
3332,24893548,4999,9,0,,,
3333,24898548,5000,9,0,,,
3334,24903554,5006,8,0,,,
3335,24908550,4996,8,0,,,
3336,24913548,4998,9,0,,,
3337,24918546,4998,9,0,,,
3338,24923551,5005,9,0,,,
3339,24928550,4999,9,0,,,
3340,24933549,4999,9,0,,,
3341,24938555,5006,9,0,,,
3342,24943547,4992,9,0,,,
3343,24948552,5005,8,0,,,
3344,24953548,4996,8,0,,,
3345,24958553,5005,9,0,,,
3346,24963547,4994,9,0,,,
3347,24968547,5000,8,0,,,
3348,24973554,5007,35,0,,,
3349,24978548,4994,9,0,,,
3350,24983549,5001,9,0,,,
3351,24988548,4999,8,0,,,
3352,24993550,5002,9,0,,,
3353,24998550,5000,9,0,,,
3354,25003554,5004,9,0,,,
3355,25008550,4996,9,0,,,
3356,25013548,4998,9,0,,,
3357,25018550,5002,9,0,,,
3358,25023553,5003,9,0,,,
3359,25028546,4993,9,0,,,
3360,25033547,5001,9,0,,,
3361,25038546,4999,9,0,,,
3362,25043554,5008,9,0,,,
3363,25048552,4998,9,0,,,
3364,25053549,4997,9,0,,,
3365,25058548,4999,8,0,,,
3366,25063555,5007,9,0,,,
3367,25068554,4999,9,0,,,
3368,25073560,5006,8,0,,,
3369,25078549,4989,9,0,,,
3370,25083554,5005,8,0,,,
3371,25088546,4992,8,0,,,
3372,25093551,5005,9,0,,,
3373,25098546,4995,9,0,,,
3374,25103554,5008,9,0,,,
3375,25108548,4994,9,0,,,
3376,25113552,5004,9,0,,,
3377,25118552,5000,9,0,,,
3378,25123554,5002,9,0,,,
3379,25128550,4996,9,0,,,
3380,25133554,5004,9,0,,,
3381,25138554,5000,9,0,,,
3382,25143548,4994,9,0,,,
3383,25148554,5006,8,0,,,
3384,25153550,4996,9,0,,,
3385,25158547,4997,9,0,,,
3386,25163546,4999,8,0,,,
3387,25168552,5006,8,0,,,
3388,25173548,4996,9,0,,,
3389,25178546,4998,36,0,,,
3390,25183563,5017,9,0,,,
3391,25188552,4989,9,0,,,
3392,25193555,5003,9,0,,,
3393,25198555,5000,9,0,,,
3394,25203552,4997,9,0,,,
3395,25208546,4994,9,0,,,
3396,25213546,5000,9,0,,,
3397,25218551,5005,9,0,,,
3398,25223546,4995,9,0,,,
3399,25228552,5006,9,0,,,
3400,25233547,4995,9,0,,,
3401,25238550,5003,9,0,,,
3402,25243554,5004,9,0,,,
3403,25248551,4997,9,0,,,
3404,25253548,4997,9,0,,,
3405,25258547,4999,8,0,,,
3406,25263550,5003,9,0,,,
3407,25268552,5002,9,0,,,
3408,25273550,4998,9,0,,,
3409,25278563,5013,9,0,,,
3410,25283551,4988,9,0,,,
3411,25288548,4997,9,0,,,
3412,25293551,5003,8,0,,,
3413,25298551,5000,9,0,,,
3414,25303554,5003,9,0,,,
3415,25308547,4993,9,0,,,
3416,25313554,5007,8,0,,,
3417,25318553,4999,8,0,,,
3418,25323552,4999,9,0,,,
3419,25328552,5000,8,0,,,
3420,25333548,4996,9,0,,,
3421,25338547,4999,9,0,,,
3422,25343555,5008,8,0,,,
3423,25348554,4999,9,0,,,
3424,25353553,4999,9,0,,,
3425,25358552,4999,9,0,,,
3426,25363547,4995,9,0,,,
3427,25368553,5006,8,0,,,
3428,25373549,4996,9,0,,,
3429,25378555,5006,9,0,,,
3430,25383581,5026,8,0,,,
3431,25388555,4974,35,0,,,
3432,25393548,4993,9,0,,,
3433,25398548,5000,9,0,,,
3434,25403550,5002,9,0,,,
3435,25408546,4996,9,0,,,
3436,25413552,5006,8,0,,,
3437,25418549,4997,8,0,,,
3438,25423552,5003,9,0,,,
3439,25428554,5002,9,0,,,
3440,25433548,4994,9,0,,,
3441,25438553,5005,9,0,,,
3442,25443552,4999,9,0,,,
3443,25448548,4996,9,0,,,
3444,25453551,5003,9,0,,,
3445,25458550,4999,9,0,,,
3446,25463549,4999,9,0,,,
3447,25468549,5000,9,0,,,
3448,25473550,5001,9,0,,,
3449,25478547,4997,8,0,,,
3450,25483549,5002,9,0,,,
3451,25488558,5009,9,0,,,
3452,25493561,5003,36,0,,,
3453,25498555,4994,8,0,,,
3454,25503548,4993,9,0,,,
3455,25508553,5005,9,0,,,
3456,25513553,5000,9,0,,,
3457,25518550,4997,9,0,,,
3458,25523553,5003,9,0,,,
3459,25528552,4999,9,0,,,
3460,25533551,4999,9,0,,,
3461,25538547,4996,8,0,,,
3462,25543547,5000,9,0,,,
3463,25548547,5000,9,0,,,
3464,25553551,5004,9,0,,,
3465,25558549,4998,9,0,,,
3466,25563553,5004,9,0,,,
3467,25568551,4998,9,0,,,
3468,25573550,4999,9,0,,,
3469,25578548,4998,9,0,,,
3470,25583553,5005,9,0,,,
3471,25588552,4999,8,0,,,
3472,25593553,5001,9,0,,,
3473,25598558,5005,9,0,,,
3474,25603546,4988,8,0,,,
3475,25608555,5009,9,0,,,
3476,25613549,4994,8,0,,,
3477,25618549,5000,9,0,,,
3478,25623552,5003,9,0,,,
3479,25628549,4997,9,0,,,
3480,25633553,5004,9,0,,,
3481,25638550,4997,9,0,,,
3482,25643550,5000,9,0,,,
3483,25648551,5001,9,0,,,
3484,25653548,4997,9,0,,,
3485,25658552,5004,9,0,,,
3486,25663549,4997,8,0,,,
3487,25668554,5005,9,0,,,
3488,25673554,5000,9,0,,,
3489,25678552,4998,8,0,,,
3490,25683551,4999,9,0,,,
3491,25688550,4999,9,0,,,
3492,25693548,4998,9,0,,,
3493,25698550,5002,8,0,,,
3494,25703551,5001,9,0,,,
3495,25708550,4999,9,0,,,
3496,25713549,4999,9,0,,,
3497,25718550,5001,9,0,,,
3498,25723553,5003,8,0,,,
3499,25728551,4998,9,0,,,
3500,25733549,4998,9,0,,,
3501,25738547,4998,8,0,,,
3502,25743547,5000,9,0,,,
3503,25748547,5000,9,0,,,
3504,25753550,5003,9,0,,,
3505,25758547,4997,8,0,,,
3506,25763548,5001,9,0,,,
3507,25768553,5005,8,0,,,
3508,25773550,4997,8,0,,,
3509,25778546,4996,9,0,,,
3510,25783548,5002,8,0,,,
3511,25788550,5002,9,0,,,
3512,25793549,4999,9,0,,,
3513,25798552,5003,8,0,,,
3514,25803551,4999,9,0,,,
3515,25808577,5026,8,0,,,
3516,25813548,4971,9,0,,,
3517,25818555,5007,8,0,,,
3518,25823550,4995,8,0,,,
3519,25828552,5002,9,0,,,
3520,25833546,4994,9,0,,,
3521,25838554,5008,9,0,,,
3522,25843549,4995,9,0,,,
3523,25848547,4998,9,0,,,
3524,25853553,5006,9,0,,,
3525,25858552,4999,8,0,,,
3526,25863554,5002,9,0,,,
3527,25868551,4997,9,0,,,
3528,25873554,5003,8,0,,,
3529,25878547,4993,9,0,,,
3530,25883547,5000,8,0,,,
3531,25888553,5006,9,0,,,
3532,25893550,4997,9,0,,,
3533,25898550,5000,9,0,,,
3534,25903550,5000,9,0,,,
3535,25908554,5004,9,0,,,
3536,25913554,5000,9,0,,,
3537,25918563,5009,9,0,,,
3538,25923579,5016,9,0,,,
3539,25928554,4975,26,0,,,
3540,25933551,4997,9,0,,,
3541,25938546,4995,9,0,,,
3542,25943554,5008,9,0,,,
3543,25948551,4997,9,0,,,
3544,25953553,5002,8,0,,,
3545,25958548,4995,9,0,,,
3546,25963549,5001,9,0,,,
3547,25968548,4999,9,0,,,
3548,25973548,5000,9,0,,,
3549,25978551,5003,8,0,,,
3550,25983547,4996,9,0,,,
3551,25988552,5005,9,0,,,
3552,25993551,4999,8,0,,,
3553,25998550,4999,9,0,,,
3554,26003548,4998,9,0,,,
3555,26008549,5001,8,0,,,
3556,26013552,5003,8,0,,,
3557,26018554,5002,9,0,,,
3558,26023548,4994,8,0,,,
3559,26028553,5005,9,0,,,
3560,26033560,5007,36,0,,,
3561,26038553,4993,8,0,,,
3562,26043551,4998,9,0,,,
3563,26048548,4997,9,0,,,
3564,26053550,5002,8,0,,,
3565,26058548,4998,8,0,,,
3566,26063552,5004,9,0,,,
3567,26068549,4997,9,0,,,
3568,26073552,5003,9,0,,,
3569,26078548,4996,9,0,,,
3570,26083548,5000,9,0,,,
3571,26088547,4999,9,0,,,
3572,26093554,5007,9,0,,,
3573,26098553,4999,9,0,,,
3574,26103551,4998,9,0,,,
3575,26108550,4999,9,0,,,
3576,26113546,4996,9,0,,,
3577,26118547,5001,9,0,,,
3578,26123553,5006,9,0,,,
3579,26128552,4999,9,0,,,
3580,26133565,5013,9,0,,,
3581,26138546,4981,25,0,,,
3582,26143553,5007,9,0,,,
3583,26148553,5000,9,0,,,
3584,26153548,4995,9,0,,,
3585,26158552,5004,9,0,,,
3586,26163552,5000,8,0,,,
3587,26168551,4999,9,0,,,
3588,26173549,4998,8,0,,,
3589,26178549,5000,8,0,,,
3590,26183553,5004,9,0,,,
3591,26188548,4995,9,0,,,
3592,26193551,5003,9,0,,,
3593,26198554,5003,9,0,,,
3594,26203548,4994,8,0,,,
3595,26208549,5001,9,0,,,
3596,26213546,4997,8,0,,,
3597,26218547,5001,9,0,,,
3598,26223553,5006,9,0,,,
3599,26228550,4997,9,0,,,
3600,26233548,4998,9,0,,,
3601,26238568,5020,9,0,,,
3602,26243552,4984,36,0,,,
3603,26248551,4999,9,0,,,
3604,26253551,5000,9,0,,,
3605,26258548,4997,9,0,,,
3606,26263553,5005,9,0,,,
3607,26268554,5001,9,0,,,
3608,26273547,4993,9,0,,,
3609,26278551,5004,9,0,,,
3610,26283552,5001,8,0,,,
3611,26288550,4998,9,0,,,
3612,26293546,4996,8,0,,,
3613,26298551,5005,9,0,,,
3614,26303546,4995,9,0,,,
3615,26308548,5002,8,0,,,
3616,26313555,5007,9,0,,,
3617,26318554,4999,9,0,,,
3618,26323549,4995,9,0,,,
3619,26328553,5004,9,0,,,
3620,26333548,4995,8,0,,,
3621,26338553,5005,9,0,,,
3622,26343568,5015,8,0,,,
3623,26348546,4978,26,0,,,
3624,26353550,5004,9,0,,,
