t_us,seq,ax,ay,az,gx,gy,gz,t_imu_us,t_serial_us,missed
25897349,1663,-0.2974,0.8813,1.1670,48.7061,-115.4785,-95.2759,478,901,0
25902345,1664,-0.2959,0.8677,1.1289,37.3535,-113.7085,-104.0039,486,898,0
25907347,1665,-0.3276,0.7896,1.0879,28.0762,-114.1357,-111.0229,462,920,0
25912345,1666,-0.4072,0.6270,1.0288,21.4233,-115.6006,-114.0747,463,931,0
25917348,1667,-0.4858,0.4663,1.0376,16.1743,-120.9717,-111.7554,479,958,0
25922350,1668,-0.4761,0.3516,1.1641,10.1929,-128.8452,-103.3935,463,928,0
25927345,1669,-0.4111,0.3198,1.3110,0.6714,-132.6294,-89.2334,480,950,0
25932344,1670,-0.3442,0.3550,1.3877,-10.1318,-131.0425,-72.6318,475,829,0
25937347,1671,-0.3149,0.4062,1.3716,-17.3340,-125.9766,-57.9834,463,975,0
25942343,1672,-0.3228,0.4575,1.3066,-18.0664,-119.3848,-48.5229,465,1021,0
25947346,1673,-0.3228,0.4971,1.2280,-13.1226,-109.8633,-46.3867,476,945,0
25952345,1674,-0.3350,0.5034,1.1670,-1.8311,-97.5342,-50.0488,480,945,0
25957344,1675,-0.3652,0.4668,1.1499,12.7563,-86.2427,-57.5561,479,912,0
25962345,1676,-0.3691,0.4771,1.1689,23.0103,-74.6460,-67.8101,506,915,0
25967351,1677,-0.3247,0.5088,1.1509,30.0903,-63.7207,-78.7964,466,932,0
25972348,1678,-0.2930,0.5312,1.0811,35.7056,-57.0068,-88.5620,490,936,0
25977348,1679,-0.2881,0.5537,1.0283,38.9404,-53.8940,-95.7031,487,850,0
25982346,1680,-0.2886,0.5825,1.0195,40.2832,-51.2085,-99.8535,475,842,0
25987344,1681,-0.2881,0.6060,1.0190,40.5273,-48.2788,-101.1352,480,894,0
25992344,1682,-0.2954,0.5815,1.0049,40.4663,-46.6309,-100.8301,471,923,0
25997349,1683,-0.3154,0.5264,0.9897,38.5742,-47.4243,-98.9990,485,919,0
26002347,1684,-0.3389,0.4629,0.9873,34.7290,-49.4385,-95.0928,484,894,0
26007342,1685,-0.3408,0.4277,1.0049,28.5645,-51.3306,-89.4165,463,885,0
26012343,1686,-0.3057,0.4272,1.0039,21.4233,-51.8799,-82.7026,463,917,0
26017348,1687,-0.2783,0.4478,0.9526,15.4419,-50.4150,-77.0874,478,924,0
26022342,1688,-0.2632,0.4839,0.9058,11.6577,-50.5981,-73.1201,462,948,0
26027350,1689,-0.2598,0.5005,0.8813,12.8174,-54.7485,-70.8008,480,908,0
26032343,1690,-0.2822,0.4971,0.8706,16.2964,-61.4014,-70.0684,464,900,0
26037343,1691,-0.3247,0.4902,0.8867,20.3247,-70.0684,-69.2749,472,954,0
26042348,1692,-0.3457,0.4814,0.9219,25.8179,-79.4678,-67.4438,479,998,0
26047351,1693,-0.3438,0.4712,0.9526,32.7148,-87.1582,-64.5142,479,941,0
26052349,1694,-0.3330,0.4526,0.9917,38.7573,-91.9189,-60.6689,464,970,0
26057375,1695,-0.3389,0.4595,1.0454,43.4570,-93.7500,-57.8003,465,934,0
26062345,1696,-0.3423,0.4810,1.0815,49.8657,-93.5669,-58.0444,479,902,0
26067350,1697,-0.3379,0.4790,1.1050,57.6782,-92.4683,-61.7676,463,953,0
26072345,1698,-0.3691,0.4351,1.1436,64.0259,-90.2710,-67.8101,491,952,0
26077342,1699,-0.3872,0.4268,1.1733,65.7349,-86.4868,-76.1108,473,825,0
26082351,1700,-0.3564,0.4238,1.1362,66.5894,-81.7871,-84.5947,486,861,0
26087345,1701,-0.3374,0.3838,1.0806,68.1763,-76.9653,-89.0503,478,909,0
26092349,1702,-0.3286,0.3613,1.0781,67.3828,-72.0215,-88.9893,474,897,0
26097345,1703,-0.3330,0.3701,1.1050,65.7959,-65.3687,-86.6089,481,885,0
26102342,1704,-0.3296,0.3945,1.1040,65.3687,-59.5703,-83.2519,470,878,0
26107345,1705,-0.3237,0.4082,1.0742,66.9556,-56.5186,-80.0171,490,921,0
26112344,1706,-0.3403,0.4072,1.0591,68.9087,-55.3589,-78.3691,462,934,0
26117350,1707,-0.3643,0.4082,1.0752,70.0684,-53.9551,-78.1250,479,906,0
26122342,1708,-0.3691,0.4150,1.1108,70.8008,-51.5747,-78.8574,462,928,0
26127343,1709,-0.3574,0.4053,1.1538,70.8008,-47.7905,-80.2002,480,910,0
26132344,1710,-0.3384,0.3818,1.1880,69.5801,-43.0298,-80.9326,464,898,0
26137345,1711,-0.3213,0.3608,1.2192,67.5049,-37.2925,-80.5054,468,950,0
26142344,1712,-0.3125,0.3584,1.2280,65.4297,-30.4565,-79.1626,476,895,0
26147342,1713,-0.3110,0.3696,1.2056,66.0400,-23.2544,-78.2471,479,936,0
26152345,1714,-0.3008,0.3721,1.1738,70.1904,-15.6250,-78.5522,471,860,0
26157373,1715,-0.3027,0.3774,1.1792,76.1719,-6.9580,-80.0781,468,888,0
26162350,1716,-0.2920,0.3979,1.1992,84.4726,2.8076,-82.8857,479,872,0
26167344,1717,-0.2754,0.4165,1.2207,93.0176,14.5874,-87.4023,463,914,0
26172350,1718,-0.2520,0.4360,1.2622,101.8066,27.0386,-93.8110,491,953,0
26177344,1719,-0.2251,0.4395,1.3110,111.9995,39.3677,-102.0508,462,925,0
26182348,1720,-0.2021,0.4756,1.3628,121.0327,52.7954,-110.8398,478,866,0
26187344,1721,-0.1641,0.4937,1.4224,131.6528,67.9932,-117.6758,488,929,0
26192350,1722,-0.1875,0.3701,1.4648,144.0430,82.5195,-120.3003,473,909,0
26197349,1723,-0.2095,0.2231,1.5303,150.4517,96.0083,-119.8730,481,913,0
26202347,1724,-0.2627,0.1680,1.5820,151.8555,111.3281,-120.7275,469,917,0
26207345,1725,-0.3188,0.1440,1.5659,153.3813,126.2207,-122.5586,490,933,0
26212346,1726,-0.3325,0.1479,1.4927,153.9917,138.5498,-127.7466,462,935,0
26217350,1727,-0.3237,0.1372,1.4141,155.4565,149.8413,-135.0098,479,958,0
26222347,1728,-0.3008,0.1045,1.3779,158.4473,161.5600,-138.0005,462,951,0
26227342,1729,-0.2739,0.0703,1.4004,162.5976,174.5605,-134.0942,480,932,0
26232344,1730,-0.2637,0.0630,1.4385,161.8652,188.2934,-125.9155,463,853,0
26237347,1731,-0.2437,0.0850,1.3999,157.2266,201.2939,-115.3564,468,970,0
26242345,1732,-0.2290,0.1030,1.2881,153.3203,211.9140,-105.8960,477,1020,0
26247348,1733,-0.2354,0.1284,1.1748,148.8647,220.0928,-98.0225,465,955,0
26252371,1734,-0.2261,0.1450,1.1338,145.2637,226.8066,-90.0879,469,880,0
26257347,1735,-0.1650,0.1294,1.1660,143.6768,234.9243,-83.9844,472,932,0
26262347,1736,-0.1025,0.1113,1.1899,141.6016,245.2392,-80.3223,506,941,0
26267349,1737,-0.0752,0.0967,1.1787,136.4136,256.5308,-77.2095,475,956,0
26272345,1738,-0.0610,0.0972,1.1606,127.0752,267.7612,-74.7070,464,839,0
26277348,1739,-0.0508,0.0977,1.1553,115.1733,279.4800,-74.2188,489,847,0
26282348,1740,-0.0293,0.0762,1.1519,102.4780,290.5273,-75.5615,479,852,0
26287345,1741,-0.0112,0.0469,1.1382,90.7593,299.5605,-78.7964,470,885,0
26292343,1742,0.0386,-0.0015,1.1143,84.1064,307.0679,-84.1064,482,904,0
26297351,1743,0.0693,-0.0562,1.1069,80.4443,315.6738,-90.6982,471,907,0
26302343,1744,0.0703,-0.1138,1.1406,75.9277,326.3549,-97.4121,489,892,0
26307343,1745,0.0293,-0.1909,1.1797,69.7632,337.0971,-102.7832,462,953,0
26312347,1746,0.0103,-0.2324,1.1782,59.8755,344.4214,-107.5439,479,950,0
26317346,1747,0.0059,-0.2764,1.0996,51.9409,347.2290,-111.6943,463,933,0
26322345,1748,0.0015,-0.2969,1.0039,42.6636,346.6186,-113.8916,480,926,0
26327344,1749,0.0210,-0.2915,0.8940,33.9966,343.2617,-113.0981,480,944,0
26332345,1750,0.0586,-0.2988,0.7832,33.0811,334.6557,-108.1543,470,966,0
26337345,1751,0.1177,-0.3018,0.7427,35.4004,319.9463,-100.8301,477,913,0
26342348,1752,0.1865,-0.2949,0.7402,41.6260,303.1006,-92.1020,464,920,0
26347373,1753,0.2490,-0.2646,0.7324,51.3306,286.8042,-83.3130,471,898,0
26352343,1754,0.3037,-0.2344,0.7354,61.1572,272.3999,-77.0264,476,932,0
26357348,1755,0.3340,-0.2080,0.7520,71.1670,261.5356,-74.0967,463,944,0
26362347,1756,0.3330,-0.1587,0.7612,78.0640,253.9673,-73.7915,468,932,0
26367350,1757,0.3359,-0.1445,0.7441,80.8716,248.4741,-74.8901,490,916,0
26372350,1758,0.3613,-0.1465,0.7183,78.5522,243.2251,-74.8291,491,860,0
26377346,1759,0.3882,-0.1328,0.7144,72.0825,236.4502,-71.5332,482,889,0
26382344,1760,0.4263,-0.1167,0.7192,65.0024,228.4546,-65.2466,476,916,0
26387350,1761,0.4395,-0.0996,0.7026,58.6548,219.8486,-57.6172,489,911,0
26392348,1762,0.4634,-0.0781,0.6758,52.4902,210.0830,-50.1709,490,898,0
26397345,1763,0.4932,-0.0938,0.6562,46.5088,200.7446,-43.5791,489,915,0
26402348,1764,0.4980,-0.1392,0.6807,40.7715,191.1621,-38.5742,462,1002,0
26407346,1765,0.4932,-0.1675,0.7173,35.6445,182.3730,-35.3394,462,944,0
26412344,1766,0.4922,-0.1826,0.7183,29.7852,175.1709,-34.4849,463,915,0
26417345,1767,0.5166,-0.2095,0.7080,25.7568,167.1753,-36.0718,480,946,0
26422348,1768,0.5562,-0.2461,0.7397,24.7803,158.5693,-37.6587,464,937,0
26427348,1769,0.5903,-0.2568,0.7476,19.3481,153.0762,-38.5742,465,952,0
26432347,1770,0.6113,-0.2476,0.7168,12.6953,151.8555,-38.0249,474,997,0
26437343,1771,0.6079,-0.2627,0.6934,11.4136,151.4893,-38.6353,479,943,0
26442347,1772,0.6069,-0.2490,0.6870,15.9912,147.3389,-42.0532,474,866,0
26447345,1773,0.6172,-0.2056,0.6660,19.6533,139.7705,-46.6309,473,934,0
26452343,1774,0.6978,-0.2021,0.5332,10.4980,130.6152,-52.3071,506,921,0
26457348,1775,0.7271,-0.1543,0.3789,-29.1138,114.7461,-61.5845,468,920,0
26462350,1776,0.6621,0.0337,0.6777,-46.5088,95.9473,-64.8804,489,924,0
26467344,1777,0.7246,-0.0801,0.7524,-28.1982,96.0083,-62.3169,462,838,0
26472345,1778,0.7495,-0.1353,0.6406,-30.6396,91.1255,-59.1431,479,898,0
26477345,1779,0.7388,-0.1123,0.6216,-36.3770,76.8433,-53.5889,489,923,0
26482350,1780,0.7324,-0.0928,0.6152,-36.0718,64.0869,-49.7436,481,909,0
26487350,1781,0.7388,-0.1108,0.5615,-35.0342,51.8188,-49.0723,488,882,0
26492342,1782,0.7314,-0.0679,0.5962,-35.0342,38.2080,-49.3164,468,912,0
26497354,1783,0.7417,-0.0537,0.6123,-33.2031,30.2124,-51.1475,489,875,0
26502343,1784,0.7446,-0.0386,0.6562,-33.4473,26.2451,-53.1006,462,915,0
26507343,1785,0.7627,-0.0562,0.6724,-27.9541,29.1138,-52.8564,479,973,0
26512350,1786,0.7695,-0.0464,0.6606,-31.8603,33.0811,-52.7344,476,919,0
26517344,1787,0.7734,-0.0234,0.7300,-27.6489,38.0859,-50.7812,463,901,0
26522347,1788,0.7778,-0.0405,0.7222,-22.8271,46.9360,-50.7202,476,916,0
26527343,1789,0.7896,-0.0854,0.7290,-21.8506,51.8799,-52.8564,463,995,0
26532343,1790,0.7427,-0.1011,0.8091,-16.5405,53.8940,-54.2603,472,918,0
26537347,1791,0.7261,-0.1309,0.7959,-10.3149,56.9458,-55.1758,479,924,0
26542367,1792,0.7397,-0.1343,0.7412,-9.0332,56.2744,-57.3730,464,930,0
26547350,1793,0.8130,-0.0957,0.7393,-5.4932,54.8706,-59.4482,479,896,0
26552345,1794,0.8735,-0.0557,0.7290,0.0610,62.6221,-61.4014,462,907,0
26557350,1795,0.8403,-0.0464,0.7549,7.0801,80.5664,-61.0962,491,925,0
26562346,1796,0.7832,-0.0898,0.7729,17.2729,101.9897,-59.5703,490,890,0
26567345,1797,0.7607,-0.1562,0.7593,27.7100,117.4316,-59.6313,476,871,0
26572349,1798,0.7397,-0.1934,0.7393,36.0107,124.4507,-59.7534,489,865,0
26577343,1799,0.7334,-0.2090,0.7017,42.9077,129.5776,-58.2886,477,920,0
26582347,1800,0.7393,-0.2158,0.6455,46.5698,135.8032,-55.7251,476,916,0
26587346,1801,0.7500,-0.1982,0.6006,46.0205,142.7002,-54.0161,479,951,0
26592344,1802,0.7822,-0.1655,0.5684,42.2974,148.9258,-53.1616,490,907,0
26597343,1803,0.8276,-0.1333,0.5610,36.3770,154.3579,-51.5747,462,952,0
26602347,1804,0.8745,-0.1270,0.5698,27.8931,161.4380,-48.8892,479,923,0
26607350,1805,0.9263,-0.1392,0.5820,17.2729,169.9219,-44.8608,462,929,0
26612345,1806,0.9766,-0.1704,0.5820,6.7139,178.2226,-37.7197,480,949,0
26617345,1807,0.9629,-0.1797,0.5605,-3.6621,187.5000,-26.7334,466,829,0
26622350,1808,0.8950,-0.2539,0.5200,-15.8081,211.6699,-10.0098,472,950,0
26627343,1809,0.8623,-0.2695,0.5186,-19.1650,225.9521,-5.1880,476,997,0
26632348,1810,0.8325,-0.2441,0.4854,-19.0430,240.7837,-1.9531,467,937,0
26637349,1811,0.8291,-0.2061,0.4468,-15.5029,254.5776,-1.7700,471,856,0
26642346,1812,0.8193,-0.2017,0.4463,-8.6060,267.7612,-4.0894,471,890,0
26647346,1813,0.7764,-0.2002,0.4307,-1.5259,280.8228,-7.2632,479,895,0
26652344,1814,0.7451,-0.1792,0.3643,3.9062,292.1143,-10.8032,463,873,0
26657345,1815,0.7393,-0.1729,0.2676,8.0566,299.9878,-14.0381,491,930,0
26662348,1816,0.7524,-0.1719,0.1787,9.8877,302.9175,-15.2588,464,841,0
26667349,1817,0.7617,-0.1548,0.1016,10.6812,300.5981,-14.4653,474,827,0
26672349,1818,0.7847,-0.1553,0.0493,14.2822,294.8608,-13.4888,485,917,0
26677342,1819,0.8027,-0.2144,0.0166,16.2964,288.6353,-12.5732,474,923,0
26682345,1820,0.8286,-0.2563,-0.0107,4.4556,284.6069,-8.3008,470,885,0
26687342,1821,0.8481,-0.2246,0.0015,-9.8877,283.8745,-5.6763,476,854,0
26692345,1822,0.8350,-0.2231,-0.0103,-20.0195,285.8887,-8.3618,462,856,0
26697342,1823,0.8311,-0.2192,-0.0278,-28.9917,290.2222,-9.8877,463,921,0
26702350,1824,0.8403,-0.2021,-0.0317,-37.5977,295.5322,-11.1694,479,899,0
26707345,1825,0.8574,-0.1948,-0.0444,-44.9829,300.5371,-11.7798,462,948,0
26712346,1826,0.8662,-0.1797,-0.0410,-49.1333,302.5513,-10.4370,480,955,0
26717346,1827,0.8740,-0.1797,-0.0312,-54.5044,302.9785,-9.0942,473,832,0
26722342,1828,0.8442,-0.1577,-0.0298,-56.0913,302.9175,-7.6904,478,953,0
26727347,1829,0.8389,-0.1343,-0.0557,-57.9224,299.4995,-6.8359,465,902,0
26732345,1830,0.8374,-0.1626,-0.1099,-52.6733,289.7949,-7.5684,464,933,0
26737350,1831,0.8311,-0.1841,-0.1465,-49.6826,271.9116,-8.4229,471,860,0
26742364,1832,0.8413,-0.1846,-0.1763,-45.4712,249.6338,-9.9487,467,885,0
26747350,1833,0.8555,-0.1987,-0.1909,-35.5835,224.6704,-13.8550,479,925,0
26752342,1834,0.8496,-0.2393,-0.1875,-29.0527,199.4018,-18.7988,490,950,0
26757346,1835,0.8237,-0.2510,-0.1855,-27.6489,177.8564,-22.8882,491,951,0
26762344,1836,0.7915,-0.2427,-0.2124,-24.4751,160.4004,-27.5269,464,963,0
26767349,1837,0.7710,-0.2539,-0.2358,-17.8833,146.7285,-33.6304,485,859,0
26772349,1838,0.7451,-0.2788,-0.2529,-10.3760,138.4277,-41.2598,489,896,0
26777344,1839,0.7490,-0.2959,-0.2764,-3.9062,135.7422,-48.8892,481,899,0
26782345,1840,0.7363,-0.3052,-0.2891,0.9155,137.2681,-57.0068,480,900,0
26787347,1841,0.7344,-0.3057,-0.2686,3.6011,142.5171,-63.5986,468,895,0
26792344,1842,0.7603,-0.2832,-0.2456,3.4180,150.1465,-68.2373,490,896,0
26797342,1843,0.7627,-0.2612,-0.2334,0.7935,158.7524,-72.5098,463,895,0
26802344,1844,0.7622,-0.2500,-0.2393,-3.3569,166.9922,-75.7446,479,893,0
26807343,1845,0.7749,-0.2461,-0.2642,-7.9956,172.8515,-76.4771,463,907,0
26812344,1846,0.7686,-0.2393,-0.3071,-11.7187,175.1709,-75.6226,480,928,0
26817348,1847,0.7622,-0.2568,-0.3286,-13.1836,174.9267,-74.4019,471,940,0
26822344,1848,0.7173,-0.2832,-0.3350,-12.6343,174.0723,-72.9980,476,955,0
26827350,1849,0.7158,-0.3208,-0.3735,-9.2773,172.6684,-71.1060,467,911,0
26832348,1850,0.7061,-0.3540,-0.4067,-4.8218,168.7622,-71.2891,468,938,0
26837342,1851,0.6934,-0.3691,-0.4155,-3.8452,165.8325,-73.2422,479,877,0
26842351,1852,0.6904,-0.3682,-0.3936,-3.3569,166.0766,-74.9512,479,921,0
26847351,1853,0.6841,-0.3682,-0.3691,-0.7935,168.5791,-75.3174,479,886,0
26852346,1854,0.6914,-0.3696,-0.3711,0.0000,172.1191,-72.9980,463,924,0
26857342,1855,0.6846,-0.3779,-0.3896,-1.0986,174.9878,-69.9463,491,888,0
26862343,1856,0.6982,-0.3931,-0.3848,-0.7935,177.6123,-66.5894,491,895,0
26867347,1857,0.6982,-0.4434,-0.3579,3.4180,179.8706,-63.8428,472,871,0
26872348,1858,0.6899,-0.4775,-0.3364,9.4604,183.3496,-61.0962,484,883,0
26877346,1859,0.6553,-0.4712,-0.3257,12.6343,189.0869,-59.3872,474,885,0
26882344,1860,0.6226,-0.4443,-0.3267,13.4888,195.7397,-58.1055,490,924,0
26887343,1861,0.6304,-0.3994,-0.3574,13.1226,200.5005,-55.7861,489,899,0
26892366,1862,0.6504,-0.3286,-0.3828,11.9019,202.5757,-53.2837,463,922,0
26897344,1863,0.6895,-0.3110,-0.3774,15.3198,200.5615,-51.9409,462,921,0
26902349,1864,0.7163,-0.3306,-0.3838,15.7471,196.2280,-48.7061,462,958,0
26907343,1865,0.7051,-0.3423,-0.4199,13.4277,190.8569,-43.2129,480,921,0
26912344,1866,0.6665,-0.3594,-0.4556,12.6343,184.0820,-37.8418,464,917,0
26917346,1867,0.6304,-0.4009,-0.4854,15.6860,176.1474,-33.8745,463,946,0
26922349,1868,0.5898,-0.4448,-0.5156,19.7754,168.5181,-31.4331,467,998,0
26927348,1869,0.5415,-0.4707,-0.5483,22.8271,162.2314,-30.7007,470,946,0
26932349,1870,0.5107,-0.4526,-0.5732,23.4375,156.1890,-31.7993,479,958,0
26937347,1871,0.5205,-0.4316,-0.5752,22.8882,149.8413,-33.9355,464,908,0
26942347,1872,0.5376,-0.4263,-0.5986,19.5923,144.4092,-33.9355,480,930,0
26947350,1873,0.5547,-0.4395,-0.6069,19.2261,140.1978,-30.3955,490,906,0
26952343,1874,0.5449,-0.4585,-0.6001,21.4233,136.2915,-23.8037,476,937,0
26957348,1875,0.5005,-0.4688,-0.6055,23.8037,131.8359,-16.4185,464,841,0
26962346,1876,0.4707,-0.4937,-0.6006,27.4048,126.0986,-11.7187,487,968,0
26967343,1877,0.4448,-0.4917,-0.5864,31.9824,120.8496,-11.3525,470,894,0
26972349,1878,0.4414,-0.4683,-0.5640,38.6963,114.9292,-14.4043,484,907,0
26977350,1879,0.4585,-0.4390,-0.5684,44.4946,107.9712,-18.0664,473,941,0
26982343,1880,0.4575,-0.4136,-0.6064,47.8516,101.0132,-20.3247,483,917,0
26987348,1881,0.4512,-0.3882,-0.6528,47.9126,95.5200,-19.9585,490,896,0
26992348,1882,0.4336,-0.3677,-0.6860,47.4243,91.5527,-17.3340,463,943,0
26997348,1883,0.4219,-0.3740,-0.6978,46.1426,90.3320,-14.4043,479,918,0
27002342,1884,0.4180,-0.3945,-0.6895,44.1284,91.1865,-11.4746,462,947,0
27007344,1885,0.4092,-0.4121,-0.6890,42.1753,93.0176,-8.2397,479,930,0
27012345,1886,0.3999,-0.4072,-0.7065,40.0391,94.1162,-4.8218,470,901,0
27017346,1887,0.3843,-0.3887,-0.7227,38.3911,94.2993,-2.3804,471,956,0
27022350,1888,0.3740,-0.3872,-0.7378,37.4756,94.2993,-1.0986,477,889,0
27027348,1889,0.3687,-0.3994,-0.7524,36.9873,93.6279,0.9155,479,891,0
27032348,1890,0.3496,-0.4155,-0.7646,37.6587,92.5293,2.3193,466,860,0
27037358,1891,0.3228,-0.4229,-0.7715,39.3677,91.6138,1.8311,469,887,0
27042347,1892,0.2915,-0.4116,-0.7749,42.0532,90.6372,-0.6714,479,902,0
27047349,1893,0.2715,-0.4097,-0.7720,46.1426,89.9658,-4.2725,489,905,0
27052342,1894,0.2729,-0.4072,-0.7749,50.4150,89.4775,-8.1177,473,931,0
27057345,1895,0.2842,-0.3833,-0.7793,53.8940,88.6841,-11.6577,464,830,0
27062348,1896,0.3149,-0.3506,-0.7773,57.0679,86.6089,-14.8926,472,870,0
27067342,1897,0.3550,-0.3398,-0.7705,59.3262,84.7168,-17.5781,471,899,0
27072343,1898,0.3911,-0.3491,-0.7515,59.7534,83.6182,-18.0054,488,889,0
27077342,1899,0.3931,-0.3506,-0.7358,58.7769,82.0312,-16.2964,476,917,0
27082343,1900,0.3916,-0.3467,-0.7192,59.0210,80.0781,-14.2212,488,882,0
27087346,1901,0.3779,-0.3379,-0.7241,59.0210,78.4302,-12.9395,490,912,0
27092342,1902,0.3564,-0.3276,-0.7354,57.9224,75.1953,-11.8408,463,912,0
27097346,1903,0.3442,-0.3125,-0.7476,56.3965,70.9229,-9.8877,462,949,0
27102347,1904,0.3306,-0.2866,-0.7739,54.6875,66.9556,-7.3242,462,927,0
27107342,1905,0.3145,-0.2646,-0.8120,53.1616,64.0259,-4.6997,480,930,0
27112347,1906,0.3042,-0.2437,-0.8403,51.2085,61.9507,-1.5869,463,839,0
27117350,1907,0.3003,-0.2236,-0.8457,49.3774,61.4624,1.7090,475,926,0
27122350,1908,0.2998,-0.2163,-0.8433,49.1333,62.0728,5.4321,477,976,0
27127350,1909,0.3003,-0.2153,-0.8408,50.0488,62.3779,9.3384,464,935,0
27132351,1910,0.2856,-0.2217,-0.8545,51.5137,61.6455,13.3667,469,921,0
27137350,1911,0.2720,-0.2329,-0.8779,54.0771,58.6548,16.3574,472,907,0
27142350,1912,0.2642,-0.2554,-0.8828,58.1055,53.4668,17.7002,479,903,0
27147347,1913,0.2598,-0.2744,-0.8892,61.8286,47.6685,15.8691,479,920,0
27152347,1914,0.2510,-0.2754,-0.8999,64.2700,41.0767,11.6577,462,958,0
27157343,1915,0.2310,-0.2705,-0.9175,66.7725,33.2642,7.0190,491,944,0
27162349,1916,0.1982,-0.2705,-0.9375,69.7632,24.7803,3.0518,489,813,0
27167346,1917,0.1699,-0.2896,-0.9668,72.6929,17.1509,0.1221,487,877,0
27172343,1918,0.1323,-0.3198,-1.0000,75.0732,10.7422,-1.0376,479,884,0
27177345,1919,0.0952,-0.3228,-1.0278,78.5522,5.6763,-0.8545,471,890,0
27182345,1920,0.0776,-0.3296,-1.0469,84.6558,2.1362,-0.9766,482,851,0
27187346,1921,0.0776,-0.3379,-1.0513,92.4683,-0.9766,-0.1221,486,886,0
27192360,1922,0.0840,-0.3311,-1.0439,101.6846,-4.2725,3.2959,462,876,0
27197347,1923,0.0913,-0.2852,-1.0400,111.3892,-7.9346,6.4697,462,885,0
27202347,1924,0.1128,-0.2451,-1.0503,121.6431,-12.0850,7.0190,479,890,0
27207345,1925,0.1504,-0.2314,-1.0518,129.7607,-16.4795,7.0801,472,933,0
27212345,1926,0.1914,-0.2373,-1.0522,136.2305,-20.3247,8.9722,463,825,0
27217345,1927,0.2329,-0.2705,-1.0669,140.4419,-24.1699,13.2446,465,934,0
27222343,1928,0.2480,-0.2910,-1.0908,140.4419,-29.4800,20.8130,467,966,0
27227346,1929,0.2397,-0.3081,-1.1035,139.3433,-38.0249,30.3955,475,936,0
27232345,1930,0.2212,-0.2930,-1.1226,138.6719,-49.0723,39.7949,479,910,0
27237349,1931,0.2031,-0.2788,-1.1587,139.0991,-59.7534,45.7764,464,939,0
27242362,1932,0.2012,-0.2847,-1.1885,138.7939,-69.8242,47.7905,478,936,0
27247348,1933,0.2056,-0.2344,-1.2046,136.3525,-80.1392,49.1333,480,898,0
27252348,1934,0.1909,-0.1450,-1.2188,134.3994,-92.1631,50.4150,490,939,0
27257343,1935,0.1821,-0.0854,-1.1709,135.9863,-106.1401,48.7671,491,952,0
27262346,1936,0.2031,-0.0083,-1.0952,140.2588,-118.4692,47.6074,470,953,0
27267347,1937,0.2725,0.0269,-1.0518,146.9727,-134.2773,46.0205,477,857,0
27272349,1938,0.3188,0.0532,-1.0942,152.0996,-143.4937,42.3584,481,915,0
27277349,1939,0.3564,0.0513,-1.1577,155.9448,-148.1934,36.9873,491,922,0
27282345,1940,0.3540,0.0776,-1.1753,157.6538,-156.1890,28.0762,482,918,0
27287346,1941,0.3403,0.1069,-1.1484,159.0576,-165.7104,15.8081,473,917,0
27292359,1942,0.3442,0.1128,-1.1157,158.2031,-174.5605,1.7700,490,930,0
27297346,1943,0.3594,0.1016,-1.1226,153.6865,-182.7392,-11.2305,463,939,0
27302344,1944,0.3789,0.1060,-1.1665,143.1885,-191.2231,-20.2637,479,952,0
27307345,1945,0.4370,0.1411,-1.1079,138.6108,-198.6084,-27.4658,479,955,0
27312343,1946,0.4814,0.1270,-1.0742,143.7988,-200.6225,-33.5083,463,951,0
27317347,1947,0.5171,0.0776,-1.0693,147.8271,-203.1250,-37.2314,478,924,0
27322343,1948,0.5376,0.0425,-1.0435,149.7192,-207.6416,-40.7104,478,980,0
27327347,1949,0.5454,0.0264,-1.0205,151.5503,-212.4634,-45.7153,468,917,0
27332350,1950,0.5381,-0.0029,-1.0107,152.6489,-218.2617,-51.6357,469,951,0
27337347,1951,0.5244,-0.0181,-0.9893,151.0010,-225.0976,-54.5654,471,907,0
27342346,1952,0.5269,0.0112,-0.9736,149.6582,-231.4453,-53.8940,479,930,0
27347343,1953,0.5430,0.0503,-0.9829,150.7568,-237.1216,-52.4902,462,910,0
27352345,1954,0.5376,0.1133,-0.9941,151.2451,-244.1406,-51.4526,464,922,0
27357350,1955,0.5166,0.1982,-0.9814,149.9634,-252.1973,-49.6216,491,962,0
27362343,1956,0.5264,0.2202,-0.9673,149.6582,-257.8125,-45.3491,473,958,0
27367349,1957,0.5625,0.1982,-0.9775,147.3389,-259.2163,-39.4897,489,845,0
27372342,1958,0.6108,0.1953,-0.9854,139.5874,-258.9111,-34.4849,484,921,0
27377343,1959,0.6543,0.1997,-0.9648,130.5542,-258.2397,-30.5176,479,889,0
27382344,1960,0.6821,0.1836,-0.9189,123.5351,-256.0425,-28.0151,488,892,0
27387349,1961,0.7051,0.1660,-0.8540,117.1875,-252.4414,-26.1230,474,929,0
27392361,1962,0.7134,0.1597,-0.7910,110.9619,-248.1079,-22.4609,490,930,0
27397348,1963,0.7075,0.1597,-0.7373,105.3467,-244.1406,-16.5405,462,958,0
27402347,1964,0.7241,0.1626,-0.7026,103.0273,-240.6616,-8.4229,480,953,0
27407346,1965,0.7500,0.1680,-0.6982,103.0273,-236.9385,-0.6714,480,916,0
27412349,1966,0.7637,0.2036,-0.7021,100.9521,-235.4736,5.4932,464,928,0
