t_us,seq,ax,ay,az,gx,gy,gz,t_imu_us,t_serial_us,missed
24347347,1353,0.0698,0.1948,0.0811,-88.6230,91.3086,244.4458,491,962,0
24352343,1354,0.0884,0.1831,0.1079,-66.2842,72.5098,234.6191,473,856,0
24357342,1355,0.1104,0.2314,0.1943,-44.3115,56.6406,221.4966,489,921,0
24362348,1356,0.1426,0.2969,0.2974,-22.5830,45.0439,207.0312,480,902,0
24367348,1357,0.1562,0.3701,0.4160,-8.2397,39.3677,192.9931,488,924,0
24372345,1358,0.1611,0.4717,0.5454,-6.0425,39.6118,180.9692,473,938,0
24377345,1359,0.1860,0.5874,0.6416,-13.7939,44.6777,173.6450,483,906,0
24382345,1360,0.2202,0.7012,0.7007,-29.2969,50.9033,172.6684,462,908,0
24387346,1361,0.2417,0.8315,0.7563,-49.3164,54.9316,174.8047,462,946,0
24392345,1362,0.2534,0.9243,0.7769,-68.9087,59.6313,178.1616,462,962,0
24397345,1363,0.2515,0.9570,0.7627,-89.1113,64.2700,181.0303,479,927,0
24402344,1364,0.2319,0.9478,0.7446,-112.1826,67.8101,183.8989,462,918,0
24407348,1365,0.2090,0.9204,0.7153,-136.9019,71.2280,188.1103,480,959,0
24412350,1366,0.1943,0.8662,0.6538,-157.8979,72.2656,193.4204,475,833,0
24417346,1367,0.1660,0.7456,0.5718,-171.7529,68.9087,202.3315,479,952,0
24422346,1368,0.1123,0.6504,0.4673,-178.0395,60.6689,215.8203,472,946,0
24427362,1369,0.0581,0.6289,0.3140,-170.7153,48.4009,227.2949,479,955,0
24432347,1370,0.0610,0.5942,0.1299,-145.8740,32.8979,230.5908,471,885,0
24437343,1371,0.1118,0.5566,-0.0015,-111.5112,16.6016,227.0508,492,932,0
24442346,1372,0.1538,0.5532,-0.0195,-73.6694,2.8687,217.6514,462,915,0
24447342,1373,0.1987,0.5806,0.0415,-32.8979,-4.2725,203.0029,490,908,0
24452344,1374,0.2520,0.6099,0.1177,6.0425,-4.2114,185.2417,491,806,0
24457342,1375,0.2993,0.6465,0.2183,38.3301,1.6479,166.9311,479,858,0
24462345,1376,0.3281,0.7007,0.3174,60.3638,8.6060,149.7803,471,898,0
24467343,1377,0.3442,0.8159,0.3960,65.0024,15.5640,140.0757,481,892,0
24472342,1378,0.3579,0.9316,0.4707,66.7114,21.6064,135.4980,486,883,0
24477345,1379,0.3745,0.9971,0.5342,63.2324,25.2075,133.6060,490,921,0
24482344,1380,0.3833,1.0298,0.5825,55.2368,26.7334,135.2539,462,944,0
24487347,1381,0.3882,1.0654,0.6108,37.1094,27.6489,140.8081,462,956,0
24492350,1382,0.3940,1.1055,0.6294,19.2261,29.6631,146.7896,462,940,0
24497348,1383,0.3945,1.1157,0.6245,3.2349,31.3110,150.2686,462,906,0
24502344,1384,0.4033,1.1143,0.6055,-13.0005,31.8603,153.0151,479,905,0
24507347,1385,0.4170,1.0957,0.6060,-26.4893,31.5552,153.6865,464,826,0
24512349,1386,0.4395,1.0640,0.6460,-39.2456,31.3110,153.0151,464,947,0
24517343,1387,0.4570,1.0493,0.6816,-50.6592,33.1421,151.8555,467,999,0
24522342,1388,0.4727,1.0435,0.6943,-59.3262,38.2080,149.7192,479,937,0
24527348,1389,0.4883,1.0415,0.6797,-66.2842,45.1660,146.8506,466,866,0
24532342,1390,0.5103,1.0439,0.6562,-72.0215,52.8564,144.4702,464,893,0
24537344,1391,0.5024,1.0415,0.6406,-75.6226,61.1572,140.5029,479,925,0
24542349,1392,0.5039,1.0415,0.6558,-77.1484,70.0684,137.5122,481,943,0
24547345,1393,0.5171,1.0122,0.6719,-78.0640,77.5146,137.2681,463,908,0
24552342,1394,0.4595,0.9365,0.5845,-80.8716,81.3599,142.5781,484,897,0
24557346,1395,0.4985,1.0400,0.5513,-82.0312,73.3643,157.4097,481,890,0
24562343,1396,0.5664,1.0708,0.5991,-51.6357,65.8569,161.2549,488,912,0
24567350,1397,0.5962,1.1016,0.5483,-29.2358,69.7021,157.3486,483,927,0
24572345,1398,0.6016,1.1694,0.4907,-13.2446,76.1719,148.8647,476,917,0
24577342,1399,0.5845,1.2056,0.4639,4.4556,80.0781,137.2070,489,888,0
24582348,1400,0.5737,1.2529,0.4546,15.6250,81.4209,124.6338,462,887,0
24587342,1401,0.5552,1.3013,0.4521,20.3247,80.7495,111.2060,462,929,0
24592349,1402,0.5215,1.3340,0.4438,19.7144,77.7588,97.9004,479,926,0
24597345,1403,0.5068,1.3730,0.4331,17.1509,72.6929,86.3647,462,904,0
24602348,1404,0.5151,1.4331,0.4282,13.3667,67.1387,76.5991,480,930,0
24607348,1405,0.5479,1.5049,0.4380,8.2397,61.9507,68.1152,469,938,0
24612342,1406,0.5894,1.5605,0.4834,5.3101,57.3730,62.4390,475,954,0
24617343,1407,0.5938,1.5903,0.5366,2.6245,54.5654,58.0444,467,897,0
24622347,1408,0.5913,1.6270,0.5630,-1.6479,53.2837,54.0161,473,940,0
24627349,1409,0.5947,1.6445,0.5688,-5.6763,51.6357,49.3774,478,888,0
24632342,1410,0.6133,1.6577,0.5703,-10.8643,48.4619,44.4946,504,897,0
24637350,1411,0.6313,1.6567,0.5781,-18.3716,44.3726,40.1001,468,906,0
24642346,1412,0.6172,1.6714,0.5898,-27.6489,40.1001,37.1094,485,904,0
24647342,1413,0.6011,1.7080,0.6016,-34.7290,35.9497,34.3628,462,899,0
24652346,1414,0.5400,1.7729,0.4712,-45.1050,31.8603,29.4800,473,897,0
24657342,1415,0.5200,1.9121,0.3232,-76.1108,12.5122,17.9443,480,892,0
24662350,1416,0.6143,1.8315,0.5430,-66.9556,-15.0146,0.0610,475,917,0
24667350,1417,0.6641,1.7124,0.7485,-40.0391,-19.8975,-9.2163,479,897,0
24672343,1418,0.7002,1.6396,0.7241,-25.9399,-5.1270,-12.0239,486,886,0
24677350,1419,0.7319,1.6465,0.6357,-23.1323,10.6201,-15.1978,490,878,0
24682349,1420,0.7085,1.6919,0.6309,-19.9585,19.4702,-24.0478,462,926,0
24687346,1421,0.6626,1.7168,0.6606,-10.0098,22.5220,-38.7573,463,931,0
24692348,1422,0.6348,1.7383,0.6807,2.0752,23.3765,-54.9316,479,903,0
24697350,1423,0.6265,1.7588,0.6841,13.4277,23.9258,-68.0542,462,929,0
24702344,1424,0.6084,1.7661,0.6841,22.5830,24.5361,-76.7822,480,931,0
24707344,1425,0.5820,1.7896,0.7026,27.1606,25.6958,-83.4351,463,917,0
24712348,1426,0.5659,1.7974,0.7373,29.7241,28.4424,-90.5151,472,976,0
24717342,1427,0.5562,1.7915,0.7773,30.5176,33.6914,-97.9614,477,916,0
24722350,1428,0.5444,1.7744,0.8154,30.2734,41.3818,-105.1636,467,940,0
24727350,1429,0.5273,1.7334,0.8286,30.0293,52.0630,-112.3657,467,887,0
24732344,1430,0.4932,1.6890,0.8174,29.4189,65.7349,-119.7510,495,909,0
24737343,1431,0.4697,1.6289,0.7949,28.8696,80.6885,-127.9297,481,947,0
24742349,1432,0.4585,1.5889,0.7739,26.0010,94.2993,-135.6201,464,963,0
24747344,1433,0.4429,1.5874,0.7822,22.8882,104.1260,-143.3716,476,824,0
24752343,1434,0.4526,1.5527,0.8110,26.1230,110.8398,-152.7710,473,938,0
24757349,1435,0.4688,1.4814,0.8394,32.0435,116.9434,-163.7573,489,929,0
24762343,1436,0.4751,1.3989,0.8647,36.4990,123.2910,-173.8891,475,951,0
24767344,1437,0.4800,1.3267,0.8882,38.4521,129.6387,-181.9458,490,933,0
24772343,1438,0.4800,1.2627,0.9019,38.8794,135.5591,-188.5376,489,890,0
24777349,1439,0.4570,1.1221,0.8047,37.0483,142.3950,-199.3408,463,941,0
24782348,1440,0.4165,1.0591,0.7319,35.7666,139.8315,-202.5757,462,916,0
24787343,1441,0.3779,0.9868,0.6699,35.8276,133.6670,-204.4067,462,922,0
24792342,1442,0.3486,0.9248,0.6187,36.6821,126.4648,-205.8716,462,953,0
24797346,1443,0.3398,0.8740,0.5908,39.7339,119.9341,-207.3364,481,931,0
24802346,1444,0.3394,0.8193,0.5972,45.3491,114.8071,-207.3364,464,917,0
24807345,1445,0.3296,0.7603,0.6138,51.3916,111.8774,-205.6885,463,935,0
24812347,1446,0.3008,0.7222,0.6255,56.7627,110.7788,-203.1250,474,1000,0
24817347,1447,0.2681,0.7021,0.6509,63.0493,110.1074,-201.4160,478,922,0
24822366,1448,0.2568,0.6646,0.6938,70.8008,110.2295,-201.8432,466,943,0
24827343,1449,0.2495,0.5894,0.7388,77.8809,112.7319,-202.8808,476,901,0
24832345,1450,0.2383,0.5093,0.7583,82.8857,117.4316,-202.2095,480,905,0
24837348,1451,0.2280,0.4443,0.7471,84.8389,123.4741,-200.2563,491,959,0
24842346,1452,0.2075,0.3921,0.7124,86.6699,129.9438,-198.1201,466,962,0
24847345,1453,0.1841,0.3589,0.6758,88.6230,135.0098,-196.0449,470,825,0
24852343,1454,0.1724,0.3120,0.6416,88.3789,138.7329,-194.0307,483,918,0
24857344,1455,0.1553,0.2593,0.6040,84.2895,141.9678,-191.5283,476,928,0
24862347,1456,0.1299,0.2256,0.5649,76.4160,144.1650,-188.2934,489,927,0
24867345,1457,0.1040,0.1870,0.5171,68.1763,144.1650,-184.3872,473,923,0
24872342,1458,0.1060,0.1426,0.4570,59.3262,141.6626,-180.1758,490,914,0
24877343,1459,0.1167,0.0874,0.3813,50.9033,137.8174,-175.5981,462,947,0
24882347,1460,0.1147,0.0400,0.3076,42.9077,132.7515,-170.3491,463,956,0
24887346,1461,0.0908,0.0137,0.2437,36.8042,126.5869,-164.9780,479,955,0
24892342,1462,0.1265,-0.0239,0.1899,33.5083,120.1172,-160.5835,462,950,0
24897351,1463,0.1445,-0.0518,0.1455,32.7759,112.9150,-157.2266,480,936,0
24902348,1464,0.1387,-0.0654,0.1226,33.9355,104.1870,-152.0386,464,940,0
24907346,1465,0.1406,-0.1074,0.1123,36.3159,96.0693,-146.6675,470,945,0
24912343,1466,0.1611,-0.1636,0.0918,37.7808,91.1865,-142.8833,479,999,0
24917350,1467,0.1792,-0.2432,0.0771,38.2690,86.0596,-137.8784,465,905,0
24922364,1468,0.1821,-0.3477,0.0742,40.4663,77.8809,-127.0752,465,866,0
24927347,1469,0.2085,-0.4326,0.1064,44.8608,67.6880,-110.5957,475,898,0
24932344,1470,0.3081,-0.4849,0.1665,47.3022,62.3169,-93.4448,506,901,0
24937347,1471,0.4302,-0.4824,0.2041,45.3491,64.3921,-77.9419,487,955,0
24942345,1472,0.4985,-0.4243,0.1895,40.9546,71.5942,-64.8193,463,936,0
24947347,1473,0.5171,-0.3613,0.1279,38.8184,79.8340,-53.9551,473,859,0
24952347,1474,0.5205,-0.3242,0.0498,39.4287,89.2334,-46.8140,477,889,0
24957342,1475,0.5298,-0.2944,0.0127,40.2832,98.9990,-41.8701,486,920,0
24962343,1476,0.5410,-0.2759,0.0117,39.6118,108.3374,-37.4756,476,919,0
24967342,1477,0.5469,-0.2578,0.0176,36.2549,116.8213,-32.2876,481,939,0
24972349,1478,0.5532,-0.2324,-0.0054,30.6396,122.7417,-27.0996,486,882,0
24977345,1479,0.5757,-0.2031,-0.0498,24.4751,124.8169,-22.1558,489,896,0
24982348,1480,0.6069,-0.1704,-0.1069,20.6299,124.2065,-17.6392,462,921,0
24987342,1481,0.6440,-0.1538,-0.1514,18.7988,122.1313,-14.2212,463,918,0
24992343,1482,0.6812,-0.1514,-0.1665,17.1509,120.4834,-10.5591,478,957,0
24997350,1483,0.7051,-0.1577,-0.1738,15.1978,120.1172,-6.1035,462,942,0
25002349,1484,0.7197,-0.1670,-0.1870,11.1084,121.2158,-0.9155,480,898,0
25007346,1485,0.7334,-0.1479,-0.2129,3.6621,122.9858,5.5542,464,932,0
25012347,1486,0.7568,-0.1123,-0.2422,-3.5400,124.3896,12.2681,465,953,0
25017342,1487,0.7852,-0.0894,-0.2812,-8.2397,124.4507,18.1885,468,999,0
25022346,1488,0.8101,-0.0713,-0.3223,-11.7798,122.1313,23.4375,478,925,0
25027359,1489,0.8374,-0.0566,-0.3525,-15.0146,117.6758,27.8320,464,939,0
25032347,1490,0.8716,-0.0610,-0.3691,-16.7236,112.3047,31.1279,474,886,0
25037350,1491,0.9004,-0.0723,-0.3643,-17.5781,108.0933,32.5928,507,934,0
25042342,1492,0.9136,-0.0688,-0.3481,-18.7988,105.8350,31.9824,482,931,0
25047346,1493,0.9150,-0.0562,-0.3369,-18.9819,103.8208,29.9072,490,952,0
25052343,1494,0.9146,-0.0537,-0.3340,-19.3481,100.6470,27.8320,478,815,0
25057347,1495,0.9243,-0.0381,-0.3354,-19.7754,96.6797,26.7944,489,900,0
25062342,1496,0.9307,-0.0039,-0.3672,-20.1416,91.6138,25.9399,473,915,0
25067342,1497,0.9321,0.0361,-0.4224,-20.3247,84.9609,24.6582,486,884,0
25072343,1498,0.9463,0.0767,-0.4517,-18.0664,77.1484,22.5220,474,897,0
25077349,1499,0.9810,0.1201,-0.4526,-14.3433,70.3735,19.1040,472,904,0
25082346,1500,1.0151,0.1382,-0.4331,-3.6011,66.5894,13.6719,490,905,0
25087364,1501,1.0361,0.1118,-0.3906,10.1318,65.9180,7.6904,463,926,0
25092342,1502,1.0527,0.0762,-0.3286,19.0430,68.7866,2.1973,462,932,0
25097345,1503,1.0562,0.0527,-0.3062,19.9585,74.3408,-2.8076,462,920,0
25102347,1504,1.0527,0.0327,-0.3853,8.8501,76.9653,-7.8735,476,906,0
25107348,1505,1.0161,0.0918,-0.3750,-12.3291,70.1904,-12.7563,463,806,0
25112349,1506,0.9878,0.1689,-0.2666,-15.1978,64.8193,-16.3574,468,913,0
25117344,1507,1.0088,0.1904,-0.2529,-17.0288,63.5376,-19.8975,472,977,0
25122342,1508,1.0132,0.2671,-0.1709,-11.9019,60.6079,-19.0430,464,933,0
25127343,1509,1.0415,0.2598,-0.1890,-7.4463,63.9038,-16.1743,470,921,0
25132346,1510,1.0420,0.2764,-0.2217,-15.6250,67.2607,-13.0615,476,882,0
25137343,1511,1.0220,0.2959,-0.1855,-19.7754,69.5801,-8.8501,499,926,0
25142344,1512,1.0234,0.2773,-0.1851,-24.5972,72.9370,-4.5166,467,908,0
25147342,1513,1.0176,0.2627,-0.1763,-31.6772,75.0122,-0.8545,489,929,0
25152342,1514,1.0049,0.2456,-0.1323,-36.8042,78.1860,1.7090,463,820,0
25157348,1515,1.0195,0.2065,-0.1426,-40.2222,84.7168,2.6245,474,889,0
25162349,1516,1.0352,0.1694,-0.2197,-42.3584,90.7593,1.0376,483,876,0
25167347,1517,1.0503,0.1265,-0.2803,-44.1284,94.6045,-2.9907,471,903,0
25172343,1518,1.0518,0.0850,-0.2764,-44.6777,98.3276,-7.4463,486,898,0
25177348,1519,1.0376,0.0825,-0.2495,-45.2270,103.6377,-12.1460,489,905,0
25182349,1520,1.0244,0.0879,-0.2280,-45.8374,109.8022,-17.0898,490,928,0
25187352,1521,1.0107,0.0508,-0.2051,-47.8516,116.3330,-21.8506,463,948,0
25192342,1522,0.9980,0.0322,-0.1777,-54.3213,121.3379,-25.5737,463,915,0
25197346,1523,1.0005,0.0278,-0.1880,-64.0259,125.9766,-28.9307,479,931,0
25202348,1524,0.9976,0.0352,-0.2368,-75.9277,129.5166,-31.6772,470,911,0
25207342,1525,0.9932,0.0469,-0.3008,-86.4868,130.0049,-32.1655,463,938,0
25212344,1526,0.9878,0.0620,-0.3818,-93.6890,127.9907,-30.7007,472,928,0
25217345,1527,0.9805,0.0737,-0.4570,-97.1069,124.3286,-27.8931,477,978,0
25222349,1528,0.9668,0.0649,-0.4961,-96.3135,119.2017,-24.2310,464,921,0
25227342,1529,0.9521,0.0576,-0.5010,-93.6890,113.6475,-20.4468,466,917,0
25232346,1530,0.9541,0.0405,-0.5039,-91.4307,109.5581,-17.5171,479,906,0
25237342,1531,0.9556,0.0171,-0.5112,-90.2710,106.5063,-14.7095,500,924,0
25242344,1532,0.9521,0.0049,-0.5161,-89.7827,102.9663,-10.3149,470,916,0
25247346,1533,0.9434,-0.0112,-0.5542,-87.7075,98.5718,-4.6997,491,959,0
25252344,1534,0.9419,-0.0376,-0.5859,-85.0220,91.4917,1.3428,464,839,0
25257343,1535,0.9478,-0.0625,-0.5825,-84.7778,84.7168,8.4229,477,869,0
25262350,1536,0.9624,-0.0605,-0.5586,-87.1582,79.5288,18.0054,470,876,0
25267346,1537,0.9434,-0.0732,-0.5830,-88.9893,76.5381,27.9541,475,906,0
25272345,1538,0.9805,-0.1265,-0.6763,-89.7827,74.2798,36.9873,489,881,0
25277345,1539,0.9810,-0.1416,-0.7354,-93.2007,69.8853,47.9126,490,880,0
25282348,1540,0.9731,-0.1548,-0.7256,-94.2993,63.2324,63.1714,490,911,0
25287342,1541,0.9502,-0.1851,-0.7070,-94.1162,53.5889,71.5332,462,956,0
25292348,1542,0.9375,-0.1855,-0.7446,-94.5434,48.6450,75.8667,462,942,0
25297347,1543,0.8975,-0.1943,-0.7842,-94.3603,48.0957,79.8340,462,953,0
25302344,1544,0.9033,-0.2422,-0.7979,-94.2383,49.6826,82.2143,480,942,0
25307343,1545,0.9263,-0.2803,-0.7607,-96.1304,51.8799,84.4116,464,916,0
25312345,1546,0.9194,-0.2910,-0.7104,-96.2524,50.6592,87.4634,463,947,0
25317347,1547,0.9048,-0.2827,-0.6968,-93.4448,47.1191,90.5151,466,1000,0
25322350,1548,0.8872,-0.2686,-0.7036,-89.7217,41.4429,92.1631,470,923,0
25327346,1549,0.8750,-0.2456,-0.7217,-85.2051,34.5459,91.4917,476,919,0
25332350,1550,0.8706,-0.2261,-0.7295,-80.9326,27.7710,89.1113,464,922,0
25337348,1551,0.8711,-0.2021,-0.7183,-78.0640,22.2778,86.4868,505,930,0
25342343,1552,0.8667,-0.1792,-0.6987,-75.3174,18.1885,85.2661,472,942,0
25347344,1553,0.8608,-0.1611,-0.6909,-72.6929,14.8315,85.6323,463,939,0
25352342,1554,0.8511,-0.1567,-0.6841,-68.8477,11.5356,87.7075,469,848,0
25357344,1555,0.8257,-0.1567,-0.6768,-63.9648,8.3008,91.2476,479,916,0
25362349,1556,0.8223,-0.1572,-0.6743,-59.0820,5.9204,94.8486,487,903,0
25367347,1557,0.8438,-0.1611,-0.6646,-55.6641,5.0049,97.4121,490,912,0
25372345,1558,0.8511,-0.1831,-0.6421,-53.7109,4.5166,99.8535,483,931,0
25377349,1559,0.8384,-0.1929,-0.6245,-52.9785,3.7231,102.4780,487,908,0
25382344,1560,0.8276,-0.1802,-0.6343,-52.3071,2.1362,104.7363,490,885,0
25387357,1561,0.8145,-0.1548,-0.6621,-51.2695,-0.9766,106.2622,462,912,0
25392349,1562,0.8027,-0.1294,-0.6938,-48.7061,-4.8218,106.9946,462,936,0
25397349,1563,0.8008,-0.1265,-0.6968,-43.7622,-7.9956,106.5674,479,909,0
25402344,1564,0.7871,-0.1372,-0.6782,-38.3911,-7.9956,106.6284,466,937,0
25407343,1565,0.7700,-0.1484,-0.6787,-32.9590,-5.1270,107.6050,463,907,0
25412349,1566,0.7607,-0.1528,-0.6841,-28.6865,-1.5869,109.3750,464,933,0
25417344,1567,0.7515,-0.1396,-0.6929,-25.8179,1.0376,112.1826,464,975,0
25422344,1568,0.7373,-0.1255,-0.7202,-22.7661,2.1973,115.2344,472,928,0
25427345,1569,0.7256,-0.1250,-0.7559,-18.9209,0.9155,118.1641,477,905,0
25432366,1570,0.7134,-0.1440,-0.7920,-13.4277,-3.1128,121.2768,479,877,0
25437346,1571,0.7026,-0.1621,-0.8159,-5.9814,-8.4229,124.9390,462,928,0
25442350,1572,0.6924,-0.1509,-0.8477,4.6997,-14.2212,128.6011,507,881,0
25447345,1573,0.6885,-0.1201,-0.8765,18.5547,-20.5688,130.8594,481,897,0
25452350,1574,0.6797,-0.1030,-0.8794,33.2642,-27.2217,131.3477,491,907,0
25457344,1575,0.6694,-0.0859,-0.8491,47.1802,-33.6914,130.7373,474,815,0
25462345,1576,0.6709,-0.0488,-0.7808,58.1665,-39.5508,129.9438,488,898,0
25467342,1577,0.6743,-0.0020,-0.7231,67.5659,-44.4946,129.9438,472,882,0
25472344,1578,0.6650,0.0454,-0.7041,75.4395,-50.3540,129.2114,485,921,0
25477346,1579,0.6504,0.0752,-0.6895,81.4819,-57.9224,126.2817,469,936,0
25482343,1580,0.6328,0.1079,-0.6641,87.0972,-66.4673,123.1689,489,896,0
25487343,1581,0.6284,0.1621,-0.6362,93.6890,-74.2188,121.0937,490,919,0
25492352,1582,0.6465,0.2129,-0.6260,102.1118,-79.0405,118.1641,463,989,0
25497345,1583,0.6675,0.2549,-0.6187,110.2295,-80.0171,112.7319,462,919,0
25502346,1584,0.6685,0.2715,-0.5815,114.8071,-76.9653,106.3232,479,946,0
25507346,1585,0.6514,0.2646,-0.5234,113.5864,-70.8008,103.3325,466,959,0
25512345,1586,0.6392,0.2524,-0.4741,107.6050,-64.5752,106.0791,481,917,0
25517346,1587,0.6338,0.2358,-0.4473,97.7783,-60.7300,113.5254,480,939,0
25522347,1588,0.6108,0.2295,-0.4678,86.9141,-61.4624,124.3896,479,957,0
25527346,1589,0.5903,0.2441,-0.5459,81.4819,-68.7866,136.0474,464,916,0
25532342,1590,0.6235,0.2427,-0.6548,84.7778,-82.0923,144.8364,468,909,0
25537363,1591,0.6182,0.2500,-0.7119,91.8579,-99.7925,150.8789,477,943,0
25542343,1592,0.5620,0.2461,-0.7231,103.3325,-115.7226,156.1279,479,900,0
25547349,1593,0.5024,0.2163,-0.7344,115.7837,-126.4038,157.9590,506,947,0
25552350,1594,0.4619,0.2041,-0.7466,127.3804,-134.8267,156.4331,463,931,0
25557345,1595,0.4214,0.2104,-0.7568,141.6626,-143.0054,153.6255,491,924,0
25562344,1596,0.3716,0.2378,-0.7500,159.1797,-152.5269,149.2920,466,810,0
25567343,1597,0.3525,0.3008,-0.7070,179.1382,-163.5742,143.0054,474,918,0
25572349,1598,0.3892,0.4038,-0.6455,200.5005,-173.4009,133.7891,484,924,0
25577346,1599,0.4268,0.5078,-0.5361,221.4355,-181.2744,123.4131,484,916,0
25582349,1600,0.4624,0.5938,-0.3301,233.0322,-184.0210,113.6475,487,938,0
25587349,1601,0.4697,0.6445,-0.0952,232.6050,-178.8330,106.0791,490,959,0
25592347,1602,0.4473,0.6260,0.1089,220.7641,-169.2505,105.7129,490,934,0
25597349,1603,0.4326,0.5742,0.2842,196.0449,-159.1187,113.8916,462,956,0
25602345,1604,0.4111,0.5552,0.3872,164.1846,-152.2827,128.6011,462,931,0
25607344,1605,0.3960,0.5713,0.3442,135.5591,-152.6489,145.1416,479,953,0
25612347,1606,0.3779,0.5981,0.1665,118.7744,-162.9639,158.5083,462,920,0
25617343,1607,0.3320,0.6162,-0.0654,118.7134,-180.7861,166.5649,480,969,0
25622350,1608,0.2705,0.6069,-0.2422,133.1177,-200.0732,169.9219,464,932,0
25627351,1609,0.1978,0.5659,-0.3179,154.4800,-211.8530,168.7012,475,924,0
25632345,1610,0.1455,0.5088,-0.3438,178.1006,-215.4541,163.6352,478,970,0
25637345,1611,0.1138,0.4385,-0.3276,203.0639,-216.9189,155.0293,464,1044,0
25642345,1612,0.0718,0.3984,-0.2822,226.5625,-220.9473,145.1416,471,956,0
25647357,1613,0.0386,0.3882,-0.2178,248.7793,-228.5766,136.5356,473,884,0
25652350,1614,0.0312,0.4341,-0.1191,265.8081,-238.2202,128.6621,480,941,0
25657348,1615,0.0122,0.5322,0.0073,275.5127,-247.4365,122.5586,506,958,0
25662343,1616,-0.0156,0.6396,0.1172,279.6021,-256.1035,118.6523,481,962,0
25667347,1617,-0.0269,0.7056,0.1699,280.5786,-265.3198,116.5771,464,840,0
25672344,1618,-0.0518,0.7661,0.3335,272.9492,-289.0015,120.9106,480,830,0
25677343,1619,-0.0537,0.8037,0.4619,265.8691,-298.9502,124.1455,473,930,0
25682349,1620,-0.0576,0.8457,0.6191,256.4697,-305.6030,126.7700,483,898,0
25687348,1621,-0.0684,0.8662,0.7769,249.2676,-308.5938,128.4790,476,926,0
25692345,1622,-0.0801,0.8687,0.8765,243.4692,-307.6782,127.7466,483,929,0
25697347,1623,-0.0557,0.8687,0.8940,239.3188,-303.9551,123.2300,488,894,0
25702347,1624,-0.0386,0.8672,0.8994,237.4878,-299.0112,113.4643,463,927,0
25707343,1625,-0.0234,0.8687,0.9326,238.4643,-290.8936,101.7456,463,930,0
25712346,1626,-0.0483,0.8345,0.9692,240.5395,-277.8931,88.9282,479,957,0
25717345,1627,-0.0640,0.7402,1.0117,239.5019,-260.6812,76.1108,462,925,0
25722345,1628,-0.0903,0.6978,1.0361,228.4546,-239.7461,64.2090,480,945,0
25727350,1629,-0.1113,0.7339,1.0239,212.9516,-218.6889,57.1899,464,939,0
25732346,1630,-0.1060,0.7524,0.9707,202.2095,-204.4678,53.1616,463,940,0
25737345,1631,-0.1304,0.7163,0.9390,194.3970,-197.5098,49.1333,472,999,0
25742345,1632,-0.1348,0.7593,0.9229,182.6172,-194.6411,42.6025,479,947,0
25747357,1633,-0.1372,0.8340,0.8716,175.5371,-194.5801,33.8745,464,947,0
25752376,1634,-0.1240,0.8501,0.8203,173.7671,-198.4253,27.0386,475,906,0
25757349,1635,-0.0986,0.8740,0.8042,168.5791,-203.4302,21.1792,478,933,0
25762350,1636,-0.0903,0.9092,0.8257,161.6211,-206.6650,17.5781,463,922,0
25767347,1637,-0.1011,0.9224,0.8418,155.0903,-207.6416,16.4185,491,917,0
25772342,1638,-0.1260,0.9004,0.8589,148.0713,-209.2285,16.6016,469,840,0
25777344,1639,-0.1660,0.8872,0.9014,140.0757,-211.6699,17.1509,482,859,0
25782342,1640,-0.1924,0.8911,0.9819,131.9580,-214.3555,16.7847,488,894,0
25787342,1641,-0.1768,0.8784,1.0840,124.2065,-215.3320,15.5029,491,921,0
25792348,1642,-0.1387,0.8384,1.1597,118.2251,-214.6606,15.0757,480,906,0
25797347,1643,-0.1211,0.7754,1.1870,112.9150,-210.9375,15.5029,480,898,0
25802349,1644,-0.1431,0.7163,1.1836,106.2622,-204.5898,15.9302,490,928,0
25807349,1645,-0.1543,0.6924,1.1841,99.2432,-196.5942,16.6016,462,927,0
25812348,1646,-0.1841,0.6943,1.1934,95.2759,-187.6221,16.2354,463,915,0
25817349,1647,-0.1353,0.6963,1.1733,95.5200,-177.4902,14.1602,479,947,0
25822347,1648,-0.0830,0.6836,1.1348,97.2900,-167.1142,11.9629,466,957,0
25827349,1649,-0.1064,0.6699,1.1421,100.0366,-160.5225,9.1553,463,947,0
25832342,1650,-0.1558,0.7031,1.1479,103.1494,-156.6772,2.2583,481,902,0
25837346,1651,-0.1885,0.7285,1.1030,108.0933,-152.5269,-7.9346,471,978,0
25842342,1652,-0.2202,0.7212,1.0547,113.0981,-148.4985,-18.1885,474,894,0
25847349,1653,-0.2197,0.7437,1.0747,114.0747,-144.3481,-27.5269,480,909,0
25852346,1654,-0.1958,0.7798,1.1333,112.3047,-138.6719,-34.4849,478,882,0
25857344,1655,-0.1924,0.8013,1.1753,109.4971,-133.5449,-39.3066,476,932,0
25862346,1656,-0.2197,0.8271,1.2002,104.4311,-130.8594,-43.0298,506,925,0
25867347,1657,-0.2339,0.8750,1.2085,97.7783,-130.0659,-47.7295,464,920,0
25872345,1658,-0.2266,0.9165,1.2061,91.4307,-130.0659,-54.3213,490,918,0
25877346,1659,-0.2222,0.9346,1.1943,85.1440,-129.0283,-62.1948,488,915,0
25882342,1660,-0.2324,0.9365,1.1851,78.9795,-126.7700,-70.6787,474,925,0
25887346,1661,-0.2480,0.9043,1.1807,71.2280,-122.9858,-79.1016,481,889,0
25892350,1662,-0.2837,0.8813,1.1831,60.7300,-118.6523,-86.9751,489,881,0
