t_us,seq,ax,ay,az,gx,gy,gz,valid,t_imu_us,t_serial_us,missed
31687660,0,-0.0254,-0.1411,1.0142,-0.0610,0.2441,-0.2441,1,466,0,0
31693593,1,-0.0249,-0.1406,1.0142,-0.0610,0.3052,-0.1221,1,466,0,0
31698962,2,-0.0269,-0.1401,1.0142,0.0000,0.3662,-0.0610,1,482,0,0
31702257,3,-0.0269,-0.1401,1.0142,0.0000,0.3662,-0.0610,1,496,0,0
31707599,4,-0.0269,-0.1396,1.0146,0.0000,0.3662,-0.0610,1,466,0,0
31714578,5,-0.0239,-0.1416,1.0161,0.0000,0.3662,-0.0610,1,466,0,1
31719586,6,-0.0244,-0.1426,1.0151,0.0610,0.4272,0.0000,1,466,0,1
31724588,7,-0.0259,-0.1426,1.0137,0.1221,0.3662,-0.1831,1,466,0,1
31731576,8,-0.0254,-0.1416,1.0137,0.0610,0.4272,-0.1221,1,466,0,1
31736671,9,-0.0234,-0.1421,1.0146,0.0000,0.5493,-0.0610,1,466,0,1
31742602,10,-0.0234,-0.1416,1.0151,0.0000,0.4883,-0.0610,1,466,0,1
31749583,11,-0.0273,-0.1411,1.0146,0.0610,0.4272,-0.1221,1,466,0,2
31755604,12,-0.0278,-0.1411,1.0151,0.0000,0.4883,-0.1221,1,466,0,2
31762584,13,-0.0229,-0.1406,1.0190,0.0000,0.6104,-0.1221,1,466,0,2
31766893,14,-0.0229,-0.1406,1.0190,0.0000,0.6104,-0.1221,1,466,0,2
31769578,15,-0.0220,-0.1411,1.0190,-0.0610,0.6104,-0.1221,1,466,0,2
31775597,16,-0.0239,-0.1411,1.0181,-0.0610,0.7324,-0.1221,1,466,0,2
31780967,17,-0.0264,-0.1406,1.0166,-0.0610,0.6104,-0.3052,1,477,0,2
31787576,18,-0.0278,-0.1416,1.0142,-0.1831,0.6104,-0.1831,1,466,0,2
31791953,19,-0.0249,-0.1416,1.0146,-0.1221,0.5493,-0.1221,1,470,0,2
31796657,20,-0.0249,-0.1416,1.0146,-0.1221,0.5493,-0.1221,1,466,0,2
31799580,21,-0.0234,-0.1421,1.0146,0.0000,0.6104,-0.0610,1,466,0,2
31804582,22,-0.0244,-0.1426,1.0142,-0.1221,0.5493,-0.1221,1,466,0,2
31811595,23,-0.0259,-0.1421,1.0142,-0.0610,0.4883,-0.1221,1,466,0,2
31814586,24,-0.0264,-0.1411,1.0137,-0.1221,0.4272,-0.1831,1,466,0,2
31820580,25,-0.0249,-0.1411,1.0142,-0.1221,0.3052,-0.1831,1,466,0,2
31824588,26,-0.0239,-0.1396,1.0171,-0.2441,0.3662,-0.1831,1,466,0,2
31829585,27,-0.0254,-0.1387,1.0181,-0.2441,0.4883,-0.2441,1,466,0,2
31834862,28,-0.0269,-0.1392,1.0166,-0.3052,0.5493,-0.1831,1,484,0,2
31839578,29,-0.0273,-0.1401,1.0156,-0.3052,0.3662,0.0000,1,466,0,2
31844581,30,-0.0269,-0.1416,1.0142,-0.2441,0.3052,-0.1221,1,467,0,2
31851571,31,-0.0259,-0.1416,1.0142,-0.2441,0.3052,-0.0610,1,466,0,2
31856890,32,-0.0259,-0.1426,1.0146,-0.3052,0.3662,-0.1831,1,481,0,2
31862209,33,-0.0264,-0.1431,1.0137,-0.1831,0.3052,-0.2441,1,500,0,2
31867606,34,-0.0264,-0.1440,1.0137,-0.2441,0.1831,-0.2441,1,466,0,2
31869871,35,-0.0264,-0.1440,1.0137,-0.2441,0.1831,-0.2441,1,478,0,2
31876595,36,-0.0254,-0.1436,1.0127,-0.1831,0.0610,-0.2441,1,466,0,2
31883583,37,-0.0244,-0.1431,1.0137,-0.1221,0.1831,-0.1221,1,466,0,2
31884910,38,-0.0244,-0.1431,1.0137,-0.1221,0.1831,-0.1221,1,466,0,2
31889579,39,-0.0249,-0.1416,1.0151,-0.1221,0.2441,0.0000,1,467,0,2
31897879,40,-0.0264,-0.1416,1.0161,-0.1831,0.1221,-0.1831,1,473,0,2
31903159,41,-0.0249,-0.1421,1.0161,-0.2441,0.0000,-0.1221,1,492,0,2
31908591,42,-0.0244,-0.1416,1.0156,-0.2441,0.1221,-0.1221,1,466,0,2
