t_us,seq,cost_a_avail,cost_a_read,cost_g_avail,cost_g_read,t_imu,t_serial,missed
27241899,1668,1128,4251,1117,8,10745,208,2130
27248696,1669,1128,9,1121,8,6547,207,2131
27252463,1670,1099,4219,1107,4274,2326,233,2131
27263468,1671,1100,4228,1115,4208,10743,236,2132
27274472,1672,1129,4212,1098,4212,10722,253,2133
27285409,1673,1128,4211,1099,4211,10694,217,2134
27296365,1674,1144,4209,1099,4213,10720,209,2135
27307308,1675,1128,4236,1128,4214,10707,208,2136
27318291,1676,1145,4209,1115,4209,10748,209,2138
27329248,1677,1142,4235,1127,4251,10721,208,2139
27340281,1678,1129,4219,1107,4284,10798,208,2140
27351325,1679,1101,4217,1115,9,10780,237,2141
27358080,1680,1157,9,1100,8,6512,215,2142
27362463,1681,1100,4218,1116,4212,2316,204,2142
27373429,1682,1100,4219,1099,4211,10687,236,2143
27384381,1683,1156,4211,1099,4212,10700,226,2144
27395338,1684,1117,4209,1099,4212,10721,209,2145
27406255,1685,1129,4247,1126,4211,10682,209,2146
27417248,1686,1146,4209,1117,4274,10757,209,2147
27428269,1687,1128,4247,1098,4209,10786,209,2149
27439229,1688,1129,4242,1098,4263,10724,208,2150
27450266,1689,1129,4228,1115,4209,10773,237,2151
27461271,1690,1130,4226,1098,4209,10725,253,2152
27472230,1691,1157,4228,1100,4228,10705,226,2153
27483220,1692,1150,4228,1118,4237,10755,209,2155
27494247,1693,1146,4208,1100,4213,10775,209,2156
27505191,1694,1130,4236,1127,4218,10708,208,2157
27516178,1695,1147,4211,1115,4294,10752,208,2158
27527223,1696,1099,4231,1098,4220,10809,208,2159
27538179,1697,1100,4265,1098,4236,10721,209,2161
27549212,1698,1100,4216,1116,4209,10770,236,2162
27560204,1699,1100,4213,1099,4215,10713,236,2163
27571155,1700,1156,4228,1100,4219,10699,226,2164
27582135,1701,1151,4225,1117,4245,10744,209,2165
27593167,1702,1145,4208,1099,4212,10796,209,2167
27604110,1703,1098,4246,1127,4214,10707,209,2168
27615103,1704,1146,4209,1115,4264,10757,208,2169
27626114,1705,1128,4257,1099,4208,10775,208,2170
27637083,1706,1129,4213,1107,4257,10734,208,2171
27648095,1707,1106,4234,1115,4209,10748,237,2173
27659113,1708,1129,4212,1098,4209,10736,253,2174
27670058,1709,1127,4211,1099,4213,10692,225,2175
27681015,1710,1118,4214,1099,4213,10721,208,2176
27691936,1711,1155,4209,1127,4211,10685,208,2177
27702914,1712,1145,4211,1114,4295,10743,209,2179
27713957,1713,1115,4223,1098,4213,10808,209,2180
27724913,1714,1100,4218,1097,4266,10720,209,2181
27735930,1715,1132,4236,1115,4209,10753,237,2182
27746945,1716,1129,4212,1098,4215,10736,253,2183
27757894,1717,1156,4211,1100,4213,10696,225,2185
27768851,1718,1117,4213,1099,8,10722,209,2186
27775566,1719,1128,8,1099,8,6482,207,2186
27778100,1720,1100,8,1099,4214,2286,222,2186
27784854,1721,1155,4259,1099,4221,6521,206,2186
27795867,1722,1127,4261,1127,4225,10778,208,2187
27806884,1723,1099,4208,1099,4207,10782,208,2188
27817805,1724,1158,4237,1126,4245,10686,209,2190
27828850,1725,1130,4213,1116,4277,10809,208,2191
27839891,1726,1138,4234,1115,4209,10776,237,2192
27850911,1727,1130,4212,1099,4210,10739,238,2193
27861857,1728,1100,4210,1099,4227,10694,226,2194
27872829,1729,1145,4251,1099,4235,10737,209,2196
27883838,1730,1137,9,1098,8,10773,208,2197
27887455,1731,1100,8,1098,4261,2321,205,2197
27894271,1732,1100,4213,1125,4250,6510,280,2197
27905244,1733,1100,4210,1099,4212,10730,217,2198
27916200,1734,1146,4264,1099,4240,10720,208,2199
27927226,1735,1145,4213,1099,4224,10791,209,2200
27938187,1736,1129,4268,1099,4225,10726,209,2202
27949185,1737,1098,4230,1115,4209,10762,209,2203
27960145,1738,1152,4236,1127,4258,10724,208,2204
27971194,1739,1129,4250,1098,4241,10814,209,2205
27982218,1740,1132,4235,1116,4211,10760,237,2206
27993234,1741,1100,4216,1099,4210,10735,255,2208
28004182,1742,1156,4211,1099,4214,10696,226,2209
28015140,1743,1117,4210,1100,4226,10722,209,2210
28026069,1744,1126,4231,1100,4211,10693,208,2211
28037043,1745,1145,4210,1099,4269,10738,208,2212
28048061,1746,1128,4248,1099,4228,10783,208,2214
28059042,1747,1159,4239,1127,4258,10746,209,2215
28070104,1748,1130,4233,1099,4252,10827,209,2216
28081123,1749,1143,4234,1115,4291,10756,237,2217
28092213,1750,1148,4230,1099,4212,10826,237,2218
28103225,1751,1129,4223,1098,4218,10730,255,2220
28114178,1752,1156,4211,1099,4212,10710,217,2221
28125134,1753,1144,4263,1099,4241,10720,208,2222
28136161,1754,1100,4219,1100,4225,10791,209,2223
28147128,1755,1128,4265,1100,4211,10732,209,2224
28158109,1756,1128,4221,1099,4210,10746,208,2226
28169045,1757,1099,4263,1100,4227,10700,208,2227
28180068,1758,1129,4231,1116,4209,10761,236,2228
28191075,1759,1131,4212,1099,4212,10726,253,2229
28202015,1760,1100,4211,1100,4212,10696,217,2230
28212971,1761,1144,4290,1099,4211,10721,209,2232
28223994,1762,1130,4221,1100,4225,10787,208,2233
28234963,1763,1130,4268,1126,4211,10733,208,2234
28245976,1764,1129,4211,1099,8,10777,208,2235
28252727,1765,1148,9,1126,9,6490,235,2236
28257470,1766,1127,4232,1099,4262,2332,204,2236
28268467,1767,1099,4209,1100,4213,10762,208,2237
28279394,1768,1129,4246,1126,4218,10691,208,2238
28290390,1769,1130,4218,1099,4212,10761,209,2239
28301327,1770,1146,9,1102,9,10701,209,2240
28303866,1771,1145,36,1099,8,2306,204,2240
28307458,1772,1099,4219,1128,4210,2330,204,2240
28318417,1773,1130,4212,1115,4286,10725,208,2241
28329466,1774,1146,4229,1099,4210,10784,238,2242
28340475,1775,1100,4226,1098,4211,10727,256,2243
28351425,1776,1156,4211,1099,4212,10706,217,2244
28362380,1777,1145,4264,1099,4237,10720,209,2245
28373403,1778,1139,4216,1099,4223,10787,209,2247
28384376,1779,1099,4250,1127,4211,10737,209,2248
28395369,1780,1098,4238,1116,4291,10757,208,2249
28406420,1781,1128,4257,1099,4210,10815,208,2250
28417391,1782,1100,4265,1128,4241,10736,209,2251
28428431,1783,1130,4213,1116,4263,10803,208,2253
28439457,1784,1130,4224,1098,4249,10763,237,2254
28450482,1785,1130,9,1104,9,10743,255,2255
28453006,1786,1128,9,1099,8,2293,204,2255
28457484,1787,1100,4244,1124,4231,2302,232,2255
28468467,1788,1127,4211,1099,4227,10741,216,2256
28479439,1789,1147,4290,1099,4213,10736,208,2257
28490466,1790,1129,4246,1099,4223,10791,209,2258
28501442,1791,1128,4259,1127,4213,10740,209,2259
28512446,1792,1129,4219,1099,4209,10768,208,2260
28523378,1793,1143,4235,1127,4208,10696,208,2262
28534397,1794,1128,4212,1116,4283,10784,209,2263
28545442,1795,1146,4229,1099,4210,10781,237,2264
28556451,1796,1100,4212,1098,4211,10726,254,2265
28567388,1797,1157,4214,1100,4212,10694,217,2266
28578348,1798,1144,4263,1100,4220,10724,209,2268
28589352,1799,1138,4248,1100,4219,10769,209,2269
28600335,1800,1128,4257,1127,4211,10748,209,2270
28611335,1801,1130,4220,1115,4212,10765,209,2271
28622290,1802,1135,4230,1121,4226,10720,209,2272
28633281,1803,1128,4212,1116,4266,10756,209,2274
28644309,1804,1129,4245,1098,4220,10764,237,2275
28655323,1805,1129,4212,1100,4211,10733,254,2276
28666261,1806,1156,4211,1100,4213,10693,217,2277
28677219,1807,1146,4273,1100,4234,10723,209,2278
28688249,1808,1130,4220,1100,4223,10794,208,2280
28699217,1809,1129,4247,1101,4225,10731,208,2281
28710194,1810,1130,4245,1098,4210,10742,208,2282
28721155,1811,1149,4233,1127,4223,10725,208,2283
28732165,1812,1100,4218,1116,4270,10775,209,2284
28743203,1813,1129,4238,1098,4239,10775,237,2286
28754233,1814,1128,4222,1098,4210,10746,255,2287
28765178,1815,1156,4214,1100,4212,10702,217,2288
28776137,1816,1145,4265,1100,4226,10723,209,2289
28787149,1817,1110,4222,1100,4221,10776,209,2290
28798125,1818,1128,4256,1126,4211,10739,208,2292
28809124,1819,1099,4230,1116,4291,10764,208,2293
28820167,1820,1099,4263,1102,4207,10807,208,2294
28831145,1821,1128,4259,1128,4248,10743,209,2295
28842185,1822,1130,4217,1115,4265,10805,209,2296
28853220,1823,1130,4211,1098,4274,10770,237,2298
28864257,1824,1130,4212,1098,4210,10753,255,2299
28875193,1825,1158,4211,1100,4224,10692,217,2300
28886162,1826,1144,4272,1099,4233,10734,208,2301
28897190,1827,1130,4242,1100,4222,10792,208,2302
28908159,1828,1127,4243,1127,4212,10734,209,2304
28919146,1829,1128,4238,1098,4210,10751,209,2305
28930097,1830,1113,4233,1127,4219,10715,209,2306
28941096,1831,1129,4225,1116,4286,10764,209,2307
28952157,1832,1147,4232,1098,4209,10797,237,2308
28963169,1833,1128,4216,1098,4211,10729,255,2310
28974109,1834,1157,4211,1099,4218,10696,217,2311
28985071,1835,1144,4262,1099,4224,10727,208,2312
28996079,1836,1109,4246,1100,4219,10773,209,2313
29007060,1837,1127,4252,1126,4211,10746,209,2314
29018055,1838,1098,4229,1116,4291,10759,208,2316
29029096,1839,1140,4245,1098,4212,10806,209,2317
29040069,1840,1138,4237,1126,4243,10737,209,2318
29051092,1841,1130,4220,1116,4274,10786,208,2319
29062136,1842,1100,4237,1098,4239,10781,237,2320
29073164,1843,1100,4213,1098,4210,10744,256,2322
29084100,1844,1156,4211,1099,4225,10692,217,2323
29095067,1845,1116,4255,1100,4232,10732,208,2324
29106076,1846,1131,4245,1100,4223,10773,209,2325
29117052,1847,1128,4233,1099,4211,10740,209,2326
29128001,1848,1098,4252,1098,4207,10714,208,2328
29138964,1849,1155,4247,1128,4221,10727,208,2329
29149992,1850,1129,4240,1115,4274,10792,209,2330
29161057,1851,1147,4230,1099,4209,10802,237,2331
29172067,1852,1129,4220,1099,4210,10727,256,2332
29183010,1853,1157,4211,1101,4217,10698,217,2334
29193972,1854,1144,4264,1099,4218,10727,209,2335
29204976,1855,1139,4249,1099,4222,10767,208,2336
29215963,1856,1129,4247,1127,4211,10752,209,2337
29226955,1857,1127,4229,1100,4210,10757,209,2338
29237899,1858,1130,4230,1127,4209,10709,209,2340
29248901,1859,1129,4225,1116,4273,10767,208,2341
29259950,1860,1129,4210,1099,4238,10785,237,2342
29270951,1861,1129,4226,1099,4210,10719,255,2343
29281901,1862,1156,4211,1100,4222,10706,217,2344
29292866,1863,1145,4277,1099,4211,10730,209,2346
29303877,1864,1129,4255,1100,4223,10775,209,2347
29314862,1865,1128,4239,1126,4211,10749,208,2348
29325844,1866,1129,4219,1099,4208,10747,208,2349
29336777,1867,1138,4237,1126,4207,10697,209,2350
29347791,1868,1129,4231,1115,4270,10779,208,2352
29358843,1869,1129,4236,1098,4238,10788,237,2353
29369869,1870,1129,4212,1098,4211,10744,256,2354
29380805,1871,1156,4211,1100,4227,10692,217,2355
29391776,1872,1116,4251,1100,4212,10736,209,2356
29402761,1873,1128,4270,1100,4219,10748,208,2358
29413756,1874,1127,4237,1127,4211,10760,209,2359
29424735,1875,1129,4237,1098,4210,10744,208,2360
29435687,1876,1137,4234,1121,4226,10716,209,2361
29446684,1877,1131,4239,1115,4265,10761,208,2362
29457739,1878,1147,4235,1099,4210,10792,237,2364
29468756,1879,1099,4238,1099,4210,10733,255,2365
29479754,1880,1100,4228,1113,4232,10718,226,2366
29490751,1881,1127,4211,1108,4231,10715,224,2367
29501734,1882,1145,4273,1099,4215,10719,209,2368
29512745,1883,1099,4255,1100,4223,10776,208,2370
29523729,1884,1128,8,1098,8,10748,208,2371
29527456,1885,1100,8,1098,4208,2286,233,2371
29534154,1886,1157,4211,1100,4236,6457,214,2371
29545134,1887,1138,4228,1099,4215,10746,208,2372
29556122,1888,1128,4258,1099,4221,10752,209,2373
29567108,1889,1129,4226,1127,4211,10750,208,2374
29578078,1890,1100,4228,1099,4215,10735,209,2376
29589025,1891,1129,4238,1126,4237,10712,208,2377
29600031,1892,1130,4227,1116,4264,10770,208,2378
29611073,1893,1130,4216,1099,4238,10778,237,2379
29622079,1894,1129,4212,1100,4211,10724,254,2380
29633016,1895,1099,8,1099,8,10693,217,2382
29637455,1896,1126,4234,1128,4208,2259,205,2382
29648455,1897,1130,4233,1116,4266,10765,208,2383
29659505,1898,1129,4215,1099,4235,10787,237,2384
29670506,1899,1129,4212,1098,4213,10719,254,2385
29681444,1900,1100,4211,1100,4248,10694,217,2386
29692437,1901,1167,4224,1100,4212,10728,209,2387
29703417,1902,1130,4259,1099,4229,10744,208,2389
29714412,1903,1098,4227,1127,4212,10759,209,2390
29725382,1904,1100,4228,1098,4210,10734,209,2391
29736325,1905,1098,4239,1126,4232,10706,208,2392
29747325,1906,1131,4239,1115,4268,10765,208,2393
29758384,1907,1130,4245,1099,4220,10795,237,2395
29769404,1908,1100,4239,1099,4210,10737,256,2396
29780392,1909,1099,4211,1126,4248,10718,243,2397
29791400,1910,1127,4211,1110,4232,10726,224,2398
29802387,1911,1144,4228,1099,4218,10723,209,2399
29813383,1912,1109,4259,1100,4229,10761,208,2401
29824386,1913,1129,4227,1127,4211,10768,208,2402
29835357,1914,1129,4231,1100,4209,10735,209,2403
29846303,1915,1130,4232,1127,4208,10711,208,2404
29857307,1916,1134,4247,1115,4259,10768,208,2405
29868368,1917,1129,4210,1099,4236,10798,236,2407
29879366,1918,1128,4212,1099,4210,10717,254,2408
29890302,1919,1156,4210,1100,4243,10693,217,2409
29901290,1920,1134,9,1100,9,10751,208,2410
29903843,1921,1099,9,1100,8,2322,204,2410
29907460,1922,1126,4211,1117,4228,2286,204,2410
29918420,1923,1128,4290,1100,4212,10725,208,2411
29929426,1924,1129,4211,1100,4223,10771,208,2412
29940366,1925,1147,4255,1127,4221,10703,208,2413
29951392,1926,1130,4241,1098,4209,10791,209,2414
29962348,1927,1127,4237,1126,4238,10721,209,2415
29973353,1928,1108,4237,1116,4253,10770,209,2417
29984401,1929,1129,4216,1098,4252,10784,237,2418
29995420,1930,1129,4213,1099,4209,10737,256,2419
30006356,1931,1100,4211,1100,4231,10691,217,2420
30017332,1932,1145,4242,1100,4232,10684,209,2421
30028329,1933,1129,4259,1100,4229,10761,208,2423
30039324,1934,1129,4207,1099,4211,10759,208,2424
30050249,1935,1129,4261,1102,4207,10689,208,2425
30061226,1936,1140,4231,1128,4218,10742,209,2426
30072220,1937,1145,4231,1116,4259,10759,208,2427
30083276,1938,1129,4211,1098,4249,10791,237,2429
30094288,1939,1129,4240,1098,4211,10730,256,2430
30105252,1940,1100,4218,1126,4254,10720,217,2431
30116283,1941,1156,4211,1117,4233,10795,208,2432
30127294,1942,1100,4281,1099,4211,10759,208,2433
30138294,1943,1100,4207,1099,4224,10764,209,2435
30149232,1944,1129,4274,1127,4222,10703,209,2436
30160263,1945,1127,4248,1099,4211,10796,209,2437
30171226,1946,1098,4235,1126,4238,10727,208,2438
30182229,1947,1114,4234,1116,4253,10768,208,2439
30193281,1948,1129,4212,1099,4256,10788,237,2441
30204300,1949,1130,4211,1099,4209,10736,255,2442
30215237,1950,1157,4211,1104,4235,10693,217,2443
30226220,1951,1144,4242,1099,4235,10747,209,2444
30237220,1952,1129,4261,1100,4229,10764,209,2445
30248215,1953,1108,4208,1100,4211,10760,208,2447
30259150,1954,1129,4209,1099,4217,10699,209,2448
30270081,1955,1130,4264,1108,4217,10696,209,2449
30281106,1956,1129,4209,1097,4245,10762,236,2450
30292112,1957,1129,4213,1099,4209,10723,256,2451
30303048,1958,1156,4211,1100,9,10692,217,2453
30309800,1959,1155,9,1115,8,6517,206,2453
30312461,1960,1110,8,1099,4211,2329,231,2453
30319180,1961,1127,4210,1117,4231,6470,223,2453
30330173,1962,1099,4264,1099,4232,10729,208,2454
30341174,1963,1129,4208,1100,4211,10766,208,2455
30352100,1964,1100,4283,1099,4211,10691,209,2456
30363100,1965,1129,4210,1099,4213,10765,208,2458
30374029,1966,1130,4216,1115,4268,10694,209,2459
30385064,1967,1129,4210,1098,4247,10772,209,2460
30396072,1968,1130,4213,1099,4212,10726,255,2461
30407012,1969,1100,4211,1104,4235,10695,217,2462
30417996,1970,1144,4215,1099,4211,10749,209,2464
30428972,1971,1129,4209,1099,4222,10741,209,2465
30439911,1972,1130,4285,1100,4211,10704,209,2466
30450915,1973,1129,4219,1098,4259,10769,209,2467
30461899,1974,1145,4231,1125,4223,10749,209,2468
30472901,1975,1146,4228,1099,4281,10767,209,2470
30483961,1976,1128,4214,1099,4261,10796,237,2471
30494988,1977,1128,4211,1098,4213,10744,256,2472
30505925,1978,1156,4210,1107,4234,10694,217,2473
30516912,1979,1172,4216,1100,4222,10751,209,2474
30527899,1980,1138,4209,1100,4226,10752,209,2476
30538850,1981,1146,4249,1099,4211,10715,209,2477
30549833,1982,1100,4210,1099,4209,10746,208,2478
30560758,1983,1129,4252,1115,4228,10690,209,2479
30571789,1984,1128,4211,1098,4262,10767,237,2480
30582813,1985,1100,4238,1099,4210,10742,256,2482
30593802,1986,1100,4216,1124,4249,10717,245,2483
30604799,1987,1156,4211,1100,4245,10732,208,2484
30615806,1988,1129,4265,1100,4236,10755,209,2485
30626812,1989,1110,9,1134,9,10771,208,2486
30629375,1990,1147,9,1099,8,2331,205,2486
30632459,1991,1100,4226,1115,4254,2305,204,2486
30643460,1992,1129,4211,1098,4258,10738,235,2487
30654481,1993,1130,4238,1098,4210,10738,255,2488
30665500,1994,1100,4211,1099,4264,10719,217,2489
30676452,1995,1174,4214,1100,4211,10716,209,2490
30687428,1996,1130,4252,1099,4225,10741,208,2491
30698413,1997,1154,4233,1100,4211,10749,209,2493
30709389,1998,1129,4224,1098,4290,10740,209,2494
30720409,1999,1112,4210,1099,4222,10784,208,2495
30731358,2000,1129,4263,1135,4250,10714,209,2496
30742412,2001,1129,4247,1099,4264,10819,209,2497
30753474,2002,1129,4211,1099,4261,10797,237,2499
30764498,2003,1130,4238,1099,4209,10740,256,2500
30775459,2004,1100,4214,1125,4252,10718,217,2501
30786484,2005,1156,4211,1099,4210,10789,208,2502
30797456,2006,1129,4293,1099,4211,10736,209,2504
30808484,2007,1100,4208,1100,4211,10793,208,2505
30819409,2008,1128,4307,1127,4215,10690,209,2506
30830462,2009,1099,4253,1099,4261,10818,208,2507
30841482,2010,1129,4209,1109,4211,10784,209,2508
30852418,2011,1147,4256,1116,4228,10701,209,2509
30863469,2012,1129,4212,1098,4284,10787,209,2511
30874517,2013,1129,4222,1097,4209,10765,256,2512
30885489,2014,1130,4211,1122,4230,10700,245,2513
30896460,2015,1156,4211,1100,4258,10735,209,2514
30907478,2016,1099,4225,1100,4227,10783,209,2516
30918462,2017,1130,4224,1099,4211,10748,208,2517
30929404,2018,1146,4258,1126,4211,10706,208,2518
30940424,2019,1129,4248,1098,4286,10784,208,2519
30951463,2020,1141,4225,1099,4208,10803,208,2520
30962413,2021,1129,4263,1139,4248,10714,209,2521
30973470,2022,1100,4247,1100,4264,10821,208,2523
30984533,2023,1129,4210,1099,4261,10798,237,2524
30995557,2024,1100,4237,1099,4209,10741,255,2525
31006517,2025,1099,4212,1099,4275,10716,217,2526
31017539,2026,1173,4211,1100,4211,10729,208,2528
31028510,2027,1128,4307,1099,4220,10736,209,2529
31039544,2028,1138,4210,1099,4224,10798,209,2530
31050494,2029,1129,4258,1127,4211,10714,209,2531
31061513,2030,1129,4260,1111,4278,10784,208,2532
31072568,2031,1141,4209,1099,4224,10819,209,2534
31083520,2032,1130,4264,1116,4218,10716,209,2535
31094554,2033,1100,4210,1098,4285,10771,208,2536
31105601,2034,1100,4222,1098,4210,10765,256,2537
31116565,2035,1100,4211,1127,4241,10701,234,2538
31127550,2036,1156,4210,1099,4246,10720,208,2540
31138556,2037,1128,4263,1099,4220,10771,209,2541
31149546,2038,1129,4208,1100,4211,10754,209,2542
31160472,2039,1128,4301,1126,4211,10691,209,2543
31171516,2040,1129,4256,1099,4265,10809,208,2544
31182541,2041,1130,4210,1109,4211,10789,208,2546
31193477,2042,1118,4232,1116,4252,10700,208,2547
31204529,2043,1129,4213,1099,4259,10788,235,2548
31215552,2044,1129,4224,1114,4224,10741,255,2549
31226546,2045,1100,4215,1125,4241,10732,233,2550
31237534,2046,1156,4211,1117,4276,10753,209,2552
31248589,2047,1135,4211,1100,4221,10802,208,2553
31259532,2048,1100,4210,1100,4211,10708,208,2554
31270459,2049,1098,4260,1117,4211,10691,209,2555
31281452,2050,1128,4210,1099,4209,10758,209,2556
31292376,2051,1132,4264,1112,4221,10689,209,2557
31303411,2052,1129,4211,1098,4308,10772,208,2559
31314481,2053,1131,4212,1098,4224,10788,253,2560
31325467,2054,1129,4228,1098,4210,10705,254,2561
31336411,2055,1156,4210,1099,4247,10709,209,2562
31347419,2056,1129,4259,1099,4225,10772,208,2563
31358410,2057,1099,4209,1100,4223,10755,208,2565
31369348,2058,1128,4258,1127,4212,10703,208,2566
31380367,2059,1129,4260,1107,4263,10784,208,2567
31391405,2060,1129,4210,1118,4225,10802,209,2568
31402365,2061,1157,4246,1132,4242,10725,208,2569
31413418,2062,1129,4210,1099,4295,10817,208,2571
31424475,2063,1130,4210,1099,4210,10775,237,2572
31435446,2064,1099,4240,1099,4209,10691,254,2573
31446402,2065,1100,4210,1117,4267,10720,209,2574
31457448,2066,1135,4211,1100,4217,10794,209,2575
31468388,2067,1129,4209,1100,4211,10705,208,2577
31479315,2068,1099,4259,1116,4211,10691,209,2578
31490308,2069,1129,4212,1099,4209,10757,208,2579
31501235,2070,1133,9,1099,8,10691,208,2580
31503756,2071,1130,25,1127,8,2290,205,2580
31507461,2072,1113,4208,1099,4220,2333,204,2580
31518378,2073,1140,4264,1116,4220,10683,208,2581
31529422,2074,1129,4211,1098,4287,10808,208,2582
31540473,2075,1099,4218,1098,4211,10767,256,2583
31551441,2076,1100,4212,1114,4232,10697,244,2584
31562408,2077,1173,4210,1099,4225,10731,209,2585
31573395,2078,1146,4262,1099,4225,10752,208,2587
31584407,2079,1128,4223,1100,4212,10777,209,2588
31595347,2080,1129,4251,1144,4211,10705,209,2589
31606359,2081,1129,4208,1099,4288,10776,209,2590
31617362,2082,1128,4209,1123,4221,10768,209,2591
